date,geography_code,c_cob_name,c_sex_name,c_age_name,obs_value
2001,E09000007,Zimbabwe,Females,Pensionable age and over,10
2001,E09000007,Other South and Eastern Africa,Males,All people,2049
2001,E09000007,Other South and Eastern Africa,Males,Aged 0 to 15,390
2001,E09000007,Other South and Eastern Africa,Males,Aged 16 to pensionable age,1592
2001,E09000007,Other South and Eastern Africa,Males,Pensionable age and over,67
2001,E09000007,Other South and Eastern Africa,Females,All people,2486
2001,E09000007,Other South and Eastern Africa,Females,Aged 0 to 15,421
2001,E09000007,Other South and Eastern Africa,Females,Aged 16 to pensionable age,1924
2001,E09000007,Other South and Eastern Africa,Females,Pensionable age and over,141
2001,E09000007,Asia,Males,All people,10185
2001,E09000007,Asia,Males,Aged 0 to 15,758
2001,E09000007,Asia,Males,Aged 16 to pensionable age,8498
2001,E09000007,Asia,Males,Pensionable age and over,929
2001,E09000007,Asia,Females,All people,11583
2001,E09000007,Asia,Females,Aged 0 to 15,726
2001,E09000007,Asia,Females,Aged 16 to pensionable age,9475
2001,E09000007,Asia,Females,Pensionable age and over,1382
2001,E09000007,Middle East,Males,All people,2204
2001,E09000007,Middle East,Males,Aged 0 to 15,146
2001,E09000007,Middle East,Males,Aged 16 to pensionable age,1795
2001,E09000007,Middle East,Males,Pensionable age and over,263
2001,E09000007,Middle East,Females,All people,2146
2001,E09000007,Middle East,Females,Aged 0 to 15,140
2001,E09000007,Middle East,Females,Aged 16 to pensionable age,1535
2001,E09000007,Middle East,Females,Pensionable age and over,471
2001,E09000007,Cyprus,Males,All people,506
2001,E09000007,Cyprus,Males,Aged 0 to 15,3
2001,E09000007,Cyprus,Males,Aged 16 to pensionable age,352
2001,E09000007,Cyprus,Males,Pensionable age and over,151
2001,E09000007,Cyprus,Females,All people,534
2001,E09000007,Cyprus,Females,Aged 0 to 15,10
2001,E09000007,Cyprus,Females,Aged 16 to pensionable age,251
2001,E09000007,Cyprus,Females,Pensionable age and over,273
2001,E09000007,Iran,Males,All people,578
2001,E09000007,Iran,Males,Aged 0 to 15,37
2001,E09000007,Iran,Males,Aged 16 to pensionable age,498
2001,E09000007,Iran,Males,Pensionable age and over,43
2001,E09000007,Iran,Females,All people,604
2001,E09000007,Iran,Females,Aged 0 to 15,36
2001,E09000007,Iran,Females,Aged 16 to pensionable age,483
2001,E09000007,Iran,Females,Pensionable age and over,85
2001,E09000007,Other Middle East,Males,All people,1120
2001,E09000007,Other Middle East,Males,Aged 0 to 15,106
2001,E09000007,Other Middle East,Males,Aged 16 to pensionable age,945
2001,E09000007,Other Middle East,Males,Pensionable age and over,69
2001,E09000007,Other Middle East,Females,All people,1008
2001,E09000007,Other Middle East,Females,Aged 0 to 15,94
2001,E09000007,Other Middle East,Females,Aged 16 to pensionable age,801
2001,E09000007,Other Middle East,Females,Pensionable age and over,113
2001,E09000007,Far East,Males,All people,2609
2001,E09000007,Far East,Males,Aged 0 to 15,151
2001,E09000007,Far East,Males,Aged 16 to pensionable age,2331
2001,E09000007,Far East,Males,Pensionable age and over,127
2001,E09000007,Far East,Females,All people,4187
2001,E09000007,Far East,Females,Aged 0 to 15,159
2001,E09000007,Far East,Females,Aged 16 to pensionable age,3698
2001,E09000007,Far East,Females,Pensionable age and over,330
2001,E09000007,China,Males,All people,219
2001,E09000007,China,Males,Aged 0 to 15,11
2001,E09000007,China,Males,Aged 16 to pensionable age,174
2001,E09000007,China,Males,Pensionable age and over,34
2001,E09000007,China,Females,All people,311
2001,E09000007,China,Females,Aged 0 to 15,18
2001,E09000007,China,Females,Aged 16 to pensionable age,236
2001,E09000007,China,Females,Pensionable age and over,57
2001,E09000007,Hong Kong,Males,All people,499
2001,E09000007,Hong Kong,Males,Aged 0 to 15,18
2001,E09000007,Hong Kong,Males,Aged 16 to pensionable age,440
2001,E09000007,Hong Kong,Males,Pensionable age and over,41
2001,E09000007,Hong Kong,Females,All people,534
2001,E09000007,Hong Kong,Females,Aged 0 to 15,16
2001,E09000007,Hong Kong,Females,Aged 16 to pensionable age,474
2001,E09000007,Hong Kong,Females,Pensionable age and over,44
2001,E09000007,Japan,Males,All people,631
2001,E09000007,Japan,Males,Aged 0 to 15,57
2001,E09000007,Japan,Males,Aged 16 to pensionable age,567
2001,E09000007,Japan,Males,Pensionable age and over,7
2001,E09000007,Japan,Females,All people,1106
2001,E09000007,Japan,Females,Aged 0 to 15,50
2001,E09000007,Japan,Females,Aged 16 to pensionable age,1036
2001,E09000007,Japan,Females,Pensionable age and over,20
2001,E09000007,Malaysia,Males,All people,312
2001,E09000007,Malaysia,Males,Aged 0 to 15,9
2001,E09000007,Malaysia,Males,Aged 16 to pensionable age,297
2001,E09000007,Malaysia,Males,Pensionable age and over,6
2001,E09000007,Malaysia,Females,All people,396
2001,E09000007,Malaysia,Females,Aged 0 to 15,5
2001,E09000007,Malaysia,Females,Aged 16 to pensionable age,365
2001,E09000007,Malaysia,Females,Pensionable age and over,26
2001,E09000007,Singapore,Males,All people,257
2001,E09000007,Singapore,Males,Aged 0 to 15,27
2001,E09000007,Singapore,Males,Aged 16 to pensionable age,223
2001,E09000007,Singapore,Males,Pensionable age and over,7
2001,E09000007,Singapore,Females,All people,392
2001,E09000007,Singapore,Females,Aged 0 to 15,33
2001,E09000007,Singapore,Females,Aged 16 to pensionable age,346
2001,E09000007,Singapore,Females,Pensionable age and over,13
2001,E09000007,Other Far East,Males,All people,691
2001,E09000007,Other Far East,Males,Aged 0 to 15,29
2001,E09000007,Other Far East,Males,Aged 16 to pensionable age,630
2001,E09000007,Other Far East,Males,Pensionable age and over,32
2001,E09000007,Other Far East,Females,All people,1448
2001,E09000007,Other Far East,Females,Aged 0 to 15,37
2001,E09000007,Other Far East,Females,Aged 16 to pensionable age,1241
2001,E09000007,Other Far East,Females,Pensionable age and over,170
2001,E09000007,South Asia,Males,All people,5372
2001,E09000007,South Asia,Males,Aged 0 to 15,461
2001,E09000007,South Asia,Males,Aged 16 to pensionable age,4372
2001,E09000007,South Asia,Males,Pensionable age and over,539
2001,E09000007,South Asia,Females,All people,5250
2001,E09000007,South Asia,Females,Aged 0 to 15,427
2001,E09000007,South Asia,Females,Aged 16 to pensionable age,4242
2001,E09000007,South Asia,Females,Pensionable age and over,581
2001,E09000007,Bangladesh,Males,All people,3543
2001,E09000007,Bangladesh,Males,Aged 0 to 15,378
2001,E09000007,Bangladesh,Males,Aged 16 to pensionable age,2912
2001,E09000007,Bangladesh,Males,Pensionable age and over,253
2001,E09000007,Bangladesh,Females,All people,3538
2001,E09000007,Bangladesh,Females,Aged 0 to 15,358
2001,E09000007,Bangladesh,Females,Aged 16 to pensionable age,2962
2001,E09000007,Bangladesh,Females,Pensionable age and over,218
2001,E09000007,India,Males,All people,1117
2001,E09000007,India,Males,Aged 0 to 15,34
2001,E09000007,India,Males,Aged 16 to pensionable age,872
2001,E09000007,India,Males,Pensionable age and over,211
2001,E09000007,India,Females,All people,1129
2001,E09000007,India,Females,Aged 0 to 15,35
2001,E09000007,India,Females,Aged 16 to pensionable age,805
2001,E09000007,India,Females,Pensionable age and over,289
2001,E09000007,Pakistan,Males,All people,353
2001,E09000007,Pakistan,Males,Aged 0 to 15,15
2001,E09000007,Pakistan,Males,Aged 16 to pensionable age,297
2001,E09000007,Pakistan,Males,Pensionable age and over,41
2001,E09000007,Pakistan,Females,All people,281
2001,E09000007,Pakistan,Females,Aged 0 to 15,10
2001,E09000007,Pakistan,Females,Aged 16 to pensionable age,237
2001,E09000007,Pakistan,Females,Pensionable age and over,34
2001,E09000007,Other South Asia,Males,All people,359
2001,E09000007,Other South Asia,Males,Aged 0 to 15,34
2001,E09000007,Other South Asia,Males,Aged 16 to pensionable age,291
2001,E09000007,Other South Asia,Males,Pensionable age and over,34
2001,E09000007,Other South Asia,Females,All people,302
2001,E09000007,Other South Asia,Females,Aged 0 to 15,24
2001,E09000007,Other South Asia,Females,Aged 16 to pensionable age,238
2001,E09000007,Other South Asia,Females,Pensionable age and over,40
2001,E09000007,North America,Males,All people,3233
2001,E09000007,North America,Males,Aged 0 to 15,315
2001,E09000007,North America,Males,Aged 16 to pensionable age,2627
2001,E09000007,North America,Males,Pensionable age and over,291
2001,E09000007,North America,Females,All people,4043
2001,E09000007,North America,Females,Aged 0 to 15,358
2001,E09000007,North America,Females,Aged 16 to pensionable age,3202
2001,E09000007,North America,Females,Pensionable age and over,483
2001,E09000007,Canada,Males,All people,545
2001,E09000007,Canada,Males,Aged 0 to 15,24
2001,E09000007,Canada,Males,Aged 16 to pensionable age,489
2001,E09000007,Canada,Males,Pensionable age and over,32
2001,E09000007,Canada,Females,All people,626
2001,E09000007,Canada,Females,Aged 0 to 15,18
2001,E09000007,Canada,Females,Aged 16 to pensionable age,554
2001,E09000007,Canada,Females,Pensionable age and over,54
2001,E09000007,Caribbean and Jamaica,Males,All people,683
2001,E09000007,Caribbean and Jamaica,Males,Aged 0 to 15,9
2001,E09000007,Caribbean and Jamaica,Males,Aged 16 to pensionable age,508
2001,E09000007,Caribbean and Jamaica,Males,Pensionable age and over,166
2001,E09000007,Caribbean and Jamaica,Females,All people,932
2001,E09000007,Caribbean and Jamaica,Females,Aged 0 to 15,21
2001,E09000007,Caribbean and Jamaica,Females,Aged 16 to pensionable age,652
2001,E09000007,Caribbean and Jamaica,Females,Pensionable age and over,259
2001,E09000007,Jamaica,Males,All people,211
2001,E09000007,Jamaica,Males,Aged 0 to 15,0
2001,E09000007,Jamaica,Males,Aged 16 to pensionable age,161
2001,E09000007,Jamaica,Males,Pensionable age and over,50
2001,E09000007,Jamaica,Females,All people,284
2001,E09000007,Jamaica,Females,Aged 0 to 15,6
2001,E09000007,Jamaica,Females,Aged 16 to pensionable age,201
2001,E09000007,Jamaica,Females,Pensionable age and over,77
2001,E09000007,Other Caribbean and West Indies,Males,All people,472
2001,E09000007,Other Caribbean and West Indies,Males,Aged 0 to 15,9
2001,E09000007,Other Caribbean and West Indies,Males,Aged 16 to pensionable age,347
2001,E09000007,Other Caribbean and West Indies,Males,Pensionable age and over,116
2001,E09000007,Other Caribbean and West Indies,Females,All people,648
2001,E09000007,Other Caribbean and West Indies,Females,Aged 0 to 15,15
2001,E09000007,Other Caribbean and West Indies,Females,Aged 16 to pensionable age,451
2001,E09000007,Other Caribbean and West Indies,Females,Pensionable age and over,182
2001,E09000007,USA,Males,All people,1912
2001,E09000007,USA,Males,Aged 0 to 15,275
2001,E09000007,USA,Males,Aged 16 to pensionable age,1548
2001,E09000007,USA,Males,Pensionable age and over,89
2001,E09000007,USA,Females,All people,2384
2001,E09000007,USA,Females,Aged 0 to 15,314
2001,E09000007,USA,Females,Aged 16 to pensionable age,1908
2001,E09000007,USA,Females,Pensionable age and over,162
2001,E09000007,Other North America,Males,All people,93
2001,E09000007,Other North America,Males,Aged 0 to 15,7
2001,E09000007,Other North America,Males,Aged 16 to pensionable age,82
2001,E09000007,Other North America,Males,Pensionable age and over,4
2001,E09000007,Other North America,Females,All people,101
2001,E09000007,Other North America,Females,Aged 0 to 15,5
2001,E09000007,Other North America,Females,Aged 16 to pensionable age,88
2001,E09000007,Other North America,Females,Pensionable age and over,8
2001,E09000007,South America,Males,All people,733
2001,E09000007,South America,Males,Aged 0 to 15,84
2001,E09000007,South America,Males,Aged 16 to pensionable age,608
2001,E09000007,South America,Males,Pensionable age and over,41
2001,E09000007,South America,Females,All people,1088
2001,E09000007,South America,Females,Aged 0 to 15,88
2001,E09000007,South America,Females,Aged 16 to pensionable age,900
2001,E09000007,South America,Females,Pensionable age and over,100
2001,E09000007,Oceania,Males,All people,1916
2001,E09000007,Oceania,Males,Aged 0 to 15,44
2001,E09000007,Oceania,Males,Aged 16 to pensionable age,1803
2001,E09000007,Oceania,Males,Pensionable age and over,69
2001,E09000007,Oceania,Females,All people,2441
2001,E09000007,Oceania,Females,Aged 0 to 15,66
2001,E09000007,Oceania,Females,Aged 16 to pensionable age,2247
2001,E09000007,Oceania,Females,Pensionable age and over,128
2001,E09000007,Australia,Males,All people,1131
2001,E09000007,Australia,Males,Aged 0 to 15,39
2001,E09000007,Australia,Males,Aged 16 to pensionable age,1046
2001,E09000007,Australia,Males,Pensionable age and over,46
2001,E09000007,Australia,Females,All people,1510
2001,E09000007,Australia,Females,Aged 0 to 15,53
2001,E09000007,Australia,Females,Aged 16 to pensionable age,1373
2001,E09000007,Australia,Females,Pensionable age and over,84
2001,E09000007,New Zealand,Males,All people,752
2001,E09000007,New Zealand,Males,Aged 0 to 15,5
2001,E09000007,New Zealand,Males,Aged 16 to pensionable age,727
2001,E09000007,New Zealand,Males,Pensionable age and over,20
2001,E09000007,New Zealand,Females,All people,905
2001,E09000007,New Zealand,Females,Aged 0 to 15,10
2001,E09000007,New Zealand,Females,Aged 16 to pensionable age,851
2001,E09000007,New Zealand,Females,Pensionable age and over,44
2001,E09000007,Other Oceania,Males,All people,33
2001,E09000007,Other Oceania,Males,Aged 0 to 15,0
2001,E09000007,Other Oceania,Males,Aged 16 to pensionable age,30
2001,E09000007,Other Oceania,Males,Pensionable age and over,3
2001,E09000007,Other Oceania,Females,All people,26
2001,E09000007,Other Oceania,Females,Aged 0 to 15,3
2001,E09000007,Other Oceania,Females,Aged 16 to pensionable age,23
2001,E09000007,Other Oceania,Females,Pensionable age and over,0
2001,E09000007,Other,Males,All people,244
2001,E09000007,Other,Males,Aged 0 to 15,24
2001,E09000007,Other,Males,Aged 16 to pensionable age,171
2001,E09000007,Other,Males,Pensionable age and over,49
2001,E09000007,Other,Females,All people,320
2001,E09000007,Other,Females,Aged 0 to 15,17
2001,E09000007,Other,Females,Aged 16 to pensionable age,235
2001,E09000007,Other,Females,Pensionable age and over,68
2001,E09000001,United Kingdom,Males,All people,2903
2001,E09000001,United Kingdom,Males,Aged 0 to 15,334
2001,E09000001,United Kingdom,Males,Aged 16 to pensionable age,2196
2001,E09000001,United Kingdom,Males,Pensionable age and over,373
2001,E09000001,United Kingdom,Females,All people,2320
2001,E09000001,United Kingdom,Females,Aged 0 to 15,296
