date,geography_code,c_sex_name,c_nssec_name,c_hhchuk11_name,obs_value
2001,E09000007,Males,1.1 Large employers and higher managerial and administrative occupations,One family and no others - Lone parent households - All children non-dependent,9
2001,E09000007,Males,1.1 Large employers and higher managerial and administrative occupations,Other households - With one dependent child,49
2001,E09000007,Males,1.1 Large employers and higher managerial and administrative occupations,Other households - With two or more dependent children,55
2001,E09000007,Males,1.1 Large employers and higher managerial and administrative occupations,Other households - All student,0
2001,E09000007,Males,1.1 Large employers and higher managerial and administrative occupations,Other households - All pensioner,0
2001,E09000007,Males,1.1 Large employers and higher managerial and administrative occupations,Other households - Other,433
2001,E09000007,Males,1.2 Higher professional occupations,One person household - Pensioner,57
2001,E09000007,Males,1.2 Higher professional occupations,One person household - Other,2809
2001,E09000007,Males,1.2 Higher professional occupations,One family and no others - All pensioners,110
2001,E09000007,Males,1.2 Higher professional occupations,One family and no others - Couple households - No children,2079
2001,E09000007,Males,1.2 Higher professional occupations,One family and no others - Couple households - With one dependent child,618
2001,E09000007,Males,1.2 Higher professional occupations,One family and no others - Couple households - With two or more dependent child,840
2001,E09000007,Males,1.2 Higher professional occupations,One family and no others - Couple households - All children non-dependent,185
2001,E09000007,Males,1.2 Higher professional occupations,One family and no others - Lone parent households - With one dependent child,25
2001,E09000007,Males,1.2 Higher professional occupations,One family and no others - Lone parent households - With two or more dependent children,18
2001,E09000007,Males,1.2 Higher professional occupations,One family and no others - Lone parent households - All children non-dependent,24
2001,E09000007,Males,1.2 Higher professional occupations,Other households - With one dependent child,71
2001,E09000007,Males,1.2 Higher professional occupations,Other households - With two or more dependent children,112
2001,E09000007,Males,1.2 Higher professional occupations,Other households - All student,0
2001,E09000007,Males,1.2 Higher professional occupations,Other households - All pensioner,6
2001,E09000007,Males,1.2 Higher professional occupations,Other households - Other,1234
2001,E09000007,Males,"2. Lower managerial, administrative and professional occupations",One person household - Pensioner,71
2001,E09000007,Males,"2. Lower managerial, administrative and professional occupations",One person household - Other,4545
2001,E09000007,Males,"2. Lower managerial, administrative and professional occupations",One family and no others - All pensioners,95
2001,E09000007,Males,"2. Lower managerial, administrative and professional occupations",One family and no others - Couple households - No children,2675
2001,E09000007,Males,"2. Lower managerial, administrative and professional occupations",One family and no others - Couple households - With one dependent child,846
2001,E09000007,Males,"2. Lower managerial, administrative and professional occupations",One family and no others - Couple households - With two or more dependent child,1379
2001,E09000007,Males,"2. Lower managerial, administrative and professional occupations",One family and no others - Couple households - All children non-dependent,301
2001,E09000007,Males,"2. Lower managerial, administrative and professional occupations",One family and no others - Lone parent households - With one dependent child,76
2001,E09000007,Males,"2. Lower managerial, administrative and professional occupations",One family and no others - Lone parent households - With two or more dependent children,33
2001,E09000007,Males,"2. Lower managerial, administrative and professional occupations",One family and no others - Lone parent households - All children non-dependent,42
2001,E09000007,Males,"2. Lower managerial, administrative and professional occupations",Other households - With one dependent child,158
2001,E09000007,Males,"2. Lower managerial, administrative and professional occupations",Other households - With two or more dependent children,165
2001,E09000007,Males,"2. Lower managerial, administrative and professional occupations",Other households - All student,0
2001,E09000007,Males,"2. Lower managerial, administrative and professional occupations",Other households - All pensioner,7
2001,E09000007,Males,"2. Lower managerial, administrative and professional occupations",Other households - Other,1782
2001,E09000007,Males,3. Intermediate occupations,One person household - Pensioner,9
2001,E09000007,Males,3. Intermediate occupations,One person household - Other,765
2001,E09000007,Males,3. Intermediate occupations,One family and no others - All pensioners,5
2001,E09000007,Males,3. Intermediate occupations,One family and no others - Couple households - No children,276
2001,E09000007,Males,3. Intermediate occupations,One family and no others - Couple households - With one dependent child,85
2001,E09000007,Males,3. Intermediate occupations,One family and no others - Couple households - With two or more dependent child,148
2001,E09000007,Males,3. Intermediate occupations,One family and no others - Couple households - All children non-dependent,39
2001,E09000007,Males,3. Intermediate occupations,One family and no others - Lone parent households - With one dependent child,25
2001,E09000007,Males,3. Intermediate occupations,One family and no others - Lone parent households - With two or more dependent children,6
2001,E09000007,Males,3. Intermediate occupations,One family and no others - Lone parent households - All children non-dependent,3
2001,E09000007,Males,3. Intermediate occupations,Other households - With one dependent child,22
2001,E09000007,Males,3. Intermediate occupations,Other households - With two or more dependent children,24
2001,E09000007,Males,3. Intermediate occupations,Other households - All student,0
2001,E09000007,Males,3. Intermediate occupations,Other households - All pensioner,0
2001,E09000007,Males,3. Intermediate occupations,Other households - Other,290
2001,E09000007,Males,4. Small employers and own account workers,One person household - Pensioner,52
2001,E09000007,Males,4. Small employers and own account workers,One person household - Other,1537
2001,E09000007,Males,4. Small employers and own account workers,One family and no others - All pensioners,85
2001,E09000007,Males,4. Small employers and own account workers,One family and no others - Couple households - No children,681
2001,E09000007,Males,4. Small employers and own account workers,One family and no others - Couple households - With one dependent child,334
2001,E09000007,Males,4. Small employers and own account workers,One family and no others - Couple households - With two or more dependent child,572
2001,E09000007,Males,4. Small employers and own account workers,One family and no others - Couple households - All children non-dependent,233
2001,E09000007,Males,4. Small employers and own account workers,One family and no others - Lone parent households - With one dependent child,37
2001,E09000007,Males,4. Small employers and own account workers,One family and no others - Lone parent households - With two or more dependent children,20
2001,E09000007,Males,4. Small employers and own account workers,One family and no others - Lone parent households - All children non-dependent,39
2001,E09000007,Males,4. Small employers and own account workers,Other households - With one dependent child,78
2001,E09000007,Males,4. Small employers and own account workers,Other households - With two or more dependent children,101
2001,E09000007,Males,4. Small employers and own account workers,Other households - All student,0
2001,E09000007,Males,4. Small employers and own account workers,Other households - All pensioner,3
2001,E09000007,Males,4. Small employers and own account workers,Other households - Other,405
2001,E09000007,Males,5. Lower supervisory and technical occupations,One person household - Pensioner,16
2001,E09000007,Males,5. Lower supervisory and technical occupations,One person household - Other,720
2001,E09000007,Males,5. Lower supervisory and technical occupations,One family and no others - All pensioners,5
2001,E09000007,Males,5. Lower supervisory and technical occupations,One family and no others - Couple households - No children,293
2001,E09000007,Males,5. Lower supervisory and technical occupations,One family and no others - Couple households - With one dependent child,188
2001,E09000007,Males,5. Lower supervisory and technical occupations,One family and no others - Couple households - With two or more dependent child,404
2001,E09000007,Males,5. Lower supervisory and technical occupations,One family and no others - Couple households - All children non-dependent,104
2001,E09000007,Males,5. Lower supervisory and technical occupations,One family and no others - Lone parent households - With one dependent child,22
2001,E09000007,Males,5. Lower supervisory and technical occupations,One family and no others - Lone parent households - With two or more dependent children,10
2001,E09000007,Males,5. Lower supervisory and technical occupations,One family and no others - Lone parent households - All children non-dependent,24
2001,E09000007,Males,5. Lower supervisory and technical occupations,Other households - With one dependent child,51
2001,E09000007,Males,5. Lower supervisory and technical occupations,Other households - With two or more dependent children,79
2001,E09000007,Males,5. Lower supervisory and technical occupations,Other households - All student,0
2001,E09000007,Males,5. Lower supervisory and technical occupations,Other households - All pensioner,0
2001,E09000007,Males,5. Lower supervisory and technical occupations,Other households - Other,188
2001,E09000007,Males,6. Semi-routine occupations,One person household - Pensioner,18
2001,E09000007,Males,6. Semi-routine occupations,One person household - Other,992
2001,E09000007,Males,6. Semi-routine occupations,One family and no others - All pensioners,16
2001,E09000007,Males,6. Semi-routine occupations,One family and no others - Couple households - No children,268
2001,E09000007,Males,6. Semi-routine occupations,One family and no others - Couple households - With one dependent child,208
2001,E09000007,Males,6. Semi-routine occupations,One family and no others - Couple households - With two or more dependent child,549
2001,E09000007,Males,6. Semi-routine occupations,One family and no others - Couple households - All children non-dependent,122
2001,E09000007,Males,6. Semi-routine occupations,One family and no others - Lone parent households - With one dependent child,31
2001,E09000007,Males,6. Semi-routine occupations,One family and no others - Lone parent households - With two or more dependent children,14
2001,E09000007,Males,6. Semi-routine occupations,One family and no others - Lone parent households - All children non-dependent,26
2001,E09000007,Males,6. Semi-routine occupations,Other households - With one dependent child,53
2001,E09000007,Males,6. Semi-routine occupations,Other households - With two or more dependent children,104
2001,E09000007,Males,6. Semi-routine occupations,Other households - All student,0
2001,E09000007,Males,6. Semi-routine occupations,Other households - All pensioner,3
2001,E09000007,Males,6. Semi-routine occupations,Other households - Other,192
2001,E09000007,Males,7. Routine occupations,One person household - Pensioner,15
2001,E09000007,Males,7. Routine occupations,One person household - Other,852
2001,E09000007,Males,7. Routine occupations,One family and no others - All pensioners,12
2001,E09000007,Males,7. Routine occupations,One family and no others - Couple households - No children,244
2001,E09000007,Males,7. Routine occupations,One family and no others - Couple households - With one dependent child,151
2001,E09000007,Males,7. Routine occupations,One family and no others - Couple households - With two or more dependent child,390
2001,E09000007,Males,7. Routine occupations,One family and no others - Couple households - All children non-dependent,107
2001,E09000007,Males,7. Routine occupations,One family and no others - Lone parent households - With one dependent child,25
2001,E09000007,Males,7. Routine occupations,One family and no others - Lone parent households - With two or more dependent children,13
2001,E09000007,Males,7. Routine occupations,One family and no others - Lone parent households - All children non-dependent,23
2001,E09000007,Males,7. Routine occupations,Other households - With one dependent child,45
2001,E09000007,Males,7. Routine occupations,Other households - With two or more dependent children,86
2001,E09000007,Males,7. Routine occupations,Other households - All student,0
2001,E09000007,Males,7. Routine occupations,Other households - All pensioner,3
2001,E09000007,Males,7. Routine occupations,Other households - Other,175
2001,E09000007,Males,8. Never worked and long-term unemployed,One person household - Pensioner,18
2001,E09000007,Males,8. Never worked and long-term unemployed,One person household - Other,1149
2001,E09000007,Males,8. Never worked and long-term unemployed,One family and no others - All pensioners,3
2001,E09000007,Males,8. Never worked and long-term unemployed,One family and no others - Couple households - No children,102
2001,E09000007,Males,8. Never worked and long-term unemployed,One family and no others - Couple households - With one dependent child,89
2001,E09000007,Males,8. Never worked and long-term unemployed,One family and no others - Couple households - With two or more dependent child,266
2001,E09000007,Males,8. Never worked and long-term unemployed,One family and no others - Couple households - All children non-dependent,21
2001,E09000007,Males,8. Never worked and long-term unemployed,One family and no others - Lone parent households - With one dependent child,57
2001,E09000007,Males,8. Never worked and long-term unemployed,One family and no others - Lone parent households - With two or more dependent children,19
2001,E09000007,Males,8. Never worked and long-term unemployed,One family and no others - Lone parent households - All children non-dependent,20
2001,E09000007,Males,8. Never worked and long-term unemployed,Other households - With one dependent child,45
2001,E09000007,Males,8. Never worked and long-term unemployed,Other households - With two or more dependent children,52
2001,E09000007,Males,8. Never worked and long-term unemployed,Other households - All student,0
2001,E09000007,Males,8. Never worked and long-term unemployed,Other households - All pensioner,0
2001,E09000007,Males,8. Never worked and long-term unemployed,Other households - Other,117
2001,E09000007,Males,L14.1 Never worked,One person household - Pensioner,0
2001,E09000007,Males,L14.1 Never worked,One person household - Other,508
2001,E09000007,Males,L14.1 Never worked,One family and no others - All pensioners,3
2001,E09000007,Males,L14.1 Never worked,One family and no others - Couple households - No children,64
2001,E09000007,Males,L14.1 Never worked,One family and no others - Couple households - With one dependent child,59
2001,E09000007,Males,L14.1 Never worked,One family and no others - Couple households - With two or more dependent child,151
2001,E09000007,Males,L14.1 Never worked,One family and no others - Couple households - All children non-dependent,11
2001,E09000007,Males,L14.1 Never worked,One family and no others - Lone parent households - With one dependent child,28
2001,E09000007,Males,L14.1 Never worked,One family and no others - Lone parent households - With two or more dependent children,9
2001,E09000007,Males,L14.1 Never worked,One family and no others - Lone parent households - All children non-dependent,9
2001,E09000007,Males,L14.1 Never worked,Other households - With one dependent child,18
2001,E09000007,Males,L14.1 Never worked,Other households - With two or more dependent children,33
2001,E09000007,Males,L14.1 Never worked,Other households - All student,0
2001,E09000007,Males,L14.1 Never worked,Other households - All pensioner,0
2001,E09000007,Males,L14.1 Never worked,Other households - Other,63
2001,E09000007,Males,L14.2 Long-term unemployed,One person household - Pensioner,18
2001,E09000007,Males,L14.2 Long-term unemployed,One person household - Other,641
2001,E09000007,Males,L14.2 Long-term unemployed,One family and no others - All pensioners,0
2001,E09000007,Males,L14.2 Long-term unemployed,One family and no others - Couple households - No children,38
2001,E09000007,Males,L14.2 Long-term unemployed,One family and no others - Couple households - With one dependent child,30
2001,E09000007,Males,L14.2 Long-term unemployed,One family and no others - Couple households - With two or more dependent child,115
2001,E09000007,Males,L14.2 Long-term unemployed,One family and no others - Couple households - All children non-dependent,10
2001,E09000007,Males,L14.2 Long-term unemployed,One family and no others - Lone parent households - With one dependent child,29
2001,E09000007,Males,L14.2 Long-term unemployed,One family and no others - Lone parent households - With two or more dependent children,10
2001,E09000007,Males,L14.2 Long-term unemployed,One family and no others - Lone parent households - All children non-dependent,11
2001,E09000007,Males,L14.2 Long-term unemployed,Other households - With one dependent child,27
2001,E09000007,Males,L14.2 Long-term unemployed,Other households - With two or more dependent children,19
2001,E09000007,Males,L14.2 Long-term unemployed,Other households - All student,0
2001,E09000007,Males,L14.2 Long-term unemployed,Other households - All pensioner,0
2001,E09000007,Males,L14.2 Long-term unemployed,Other households - Other,54
2001,E09000007,Males,Not classified,One person household - Pensioner,1562
2001,E09000007,Males,Not classified,One person household - Other,2838
2001,E09000007,Males,Not classified,One family and no others - All pensioners,711
2001,E09000007,Males,Not classified,One family and no others - Couple households - No children,420
2001,E09000007,Males,Not classified,One family and no others - Couple households - With one dependent child,225
2001,E09000007,Males,Not classified,One family and no others - Couple households - With two or more dependent child,344
2001,E09000007,Males,Not classified,One family and no others - Couple households - All children non-dependent,349
2001,E09000007,Males,Not classified,One family and no others - Lone parent households - With one dependent child,115
2001,E09000007,Males,Not classified,One family and no others - Lone parent households - With two or more dependent children,24
2001,E09000007,Males,Not classified,One family and no others - Lone parent households - All children non-dependent,110
2001,E09000007,Males,Not classified,Other households - With one dependent child,68
2001,E09000007,Males,Not classified,Other households - With two or more dependent children,96
2001,E09000007,Males,Not classified,Other households - All student,356
2001,E09000007,Males,Not classified,Other households - All pensioner,68
2001,E09000007,Males,Not classified,Other households - Other,232
2001,E09000007,Males,L15 Full-time students,One person household - Pensioner,7
2001,E09000007,Males,L15 Full-time students,One person household - Other,714
2001,E09000007,Males,L15 Full-time students,One family and no others - All pensioners,4
2001,E09000007,Males,L15 Full-time students,One family and no others - Couple households - No children,150
2001,E09000007,Males,L15 Full-time students,One family and no others - Couple households - With one dependent child,48
2001,E09000007,Males,L15 Full-time students,One family and no others - Couple households - With two or more dependent child,71
2001,E09000007,Males,L15 Full-time students,One family and no others - Couple households - All children non-dependent,4
2001,E09000007,Males,L15 Full-time students,One family and no others - Lone parent households - With one dependent child,6
2001,E09000007,Males,L15 Full-time students,One family and no others - Lone parent households - With two or more dependent children,5
2001,E09000007,Males,L15 Full-time students,One family and no others - Lone parent households - All children non-dependent,0
2001,E09000007,Males,L15 Full-time students,Other households - With one dependent child,15
2001,E09000007,Males,L15 Full-time students,Other households - With two or more dependent children,36
2001,E09000007,Males,L15 Full-time students,Other households - All student,356
2001,E09000007,Males,L15 Full-time students,Other households - All pensioner,0
2001,E09000007,Males,L15 Full-time students,Other households - Other,71
2001,E09000007,Males,L17 Not classifiable for other reasons,One person household - Pensioner,1555
2001,E09000007,Males,L17 Not classifiable for other reasons,One person household - Other,2124
2001,E09000007,Males,L17 Not classifiable for other reasons,One family and no others - All pensioners,707
2001,E09000007,Males,L17 Not classifiable for other reasons,One family and no others - Couple households - No children,270
2001,E09000007,Males,L17 Not classifiable for other reasons,One family and no others - Couple households - With one dependent child,177
2001,E09000007,Males,L17 Not classifiable for other reasons,One family and no others - Couple households - With two or more dependent child,273
2001,E09000007,Males,L17 Not classifiable for other reasons,One family and no others - Couple households - All children non-dependent,345
2001,E09000007,Males,L17 Not classifiable for other reasons,One family and no others - Lone parent households - With one dependent child,109
2001,E09000007,Males,L17 Not classifiable for other reasons,One family and no others - Lone parent households - With two or more dependent children,19
2001,E09000007,Males,L17 Not classifiable for other reasons,One family and no others - Lone parent households - All children non-dependent,110
2001,E09000007,Males,L17 Not classifiable for other reasons,Other households - With one dependent child,53
2001,E09000007,Males,L17 Not classifiable for other reasons,Other households - With two or more dependent children,60
2001,E09000007,Males,L17 Not classifiable for other reasons,Other households - All student,0
2001,E09000007,Males,L17 Not classifiable for other reasons,Other households - All pensioner,68
2001,E09000007,Males,L17 Not classifiable for other reasons,Other households - Other,161
2001,E09000007,Females,"1. Higher managerial, administrative and professional occupations",One person household - Pensioner,136
2001,E09000007,Females,"1. Higher managerial, administrative and professional occupations",One person household - Other,2633
2001,E09000007,Females,"1. Higher managerial, administrative and professional occupations",One family and no others - All pensioners,38
2001,E09000007,Females,"1. Higher managerial, administrative and professional occupations",One family and no others - Couple households - No children,945
2001,E09000007,Females,"1. Higher managerial, administrative and professional occupations",One family and no others - Couple households - With one dependent child,164
2001,E09000007,Females,"1. Higher managerial, administrative and professional occupations",One family and no others - Couple households - With two or more dependent child,170
2001,E09000007,Females,"1. Higher managerial, administrative and professional occupations",One family and no others - Couple households - All children non-dependent,55
2001,E09000007,Females,"1. Higher managerial, administrative and professional occupations",One family and no others - Lone parent households - With one dependent child,161
2001,E09000007,Females,"1. Higher managerial, administrative and professional occupations",One family and no others - Lone parent households - With two or more dependent children,101
2001,E09000007,Females,"1. Higher managerial, administrative and professional occupations",One family and no others - Lone parent households - All children non-dependent,90
2001,E09000007,Females,"1. Higher managerial, administrative and professional occupations",Other households - With one dependent child,83
2001,E09000007,Females,"1. Higher managerial, administrative and professional occupations",Other households - With two or more dependent children,39
2001,E09000007,Females,"1. Higher managerial, administrative and professional occupations",Other households - All student,0
2001,E09000007,Females,"1. Higher managerial, administrative and professional occupations",Other households - All pensioner,4
2001,E09000007,Females,"1. Higher managerial, administrative and professional occupations",Other households - Other,1014
2001,E09000007,Females,1.1 Large employers and higher managerial and administrative occupations,One person household - Pensioner,32
2001,E09000007,Females,1.1 Large employers and higher managerial and administrative occupations,One person household - Other,927
2001,E09000007,Females,1.1 Large employers and higher managerial and administrative occupations,One family and no others - All pensioners,5
2001,E09000007,Females,1.1 Large employers and higher managerial and administrative occupations,One family and no others - Couple households - No children,328
2001,E09000007,Females,1.1 Large employers and higher managerial and administrative occupations,One family and no others - Couple households - With one dependent child,52
2001,E09000007,Females,1.1 Large employers and higher managerial and administrative occupations,One family and no others - Couple households - With two or more dependent child,49
2001,E09000007,Females,1.1 Large employers and higher managerial and administrative occupations,One family and no others - Couple households - All children non-dependent,12
2001,E09000007,Females,1.1 Large employers and higher managerial and administrative occupations,One family and no others - Lone parent households - With one dependent child,57
2001,E09000007,Females,1.1 Large employers and higher managerial and administrative occupations,One family and no others - Lone parent households - With two or more dependent children,26
2001,E09000007,Females,1.1 Large employers and higher managerial and administrative occupations,One family and no others - Lone parent households - All children non-dependent,26
2001,E09000007,Females,1.1 Large employers and higher managerial and administrative occupations,Other households - With one dependent child,29
2001,E09000007,Females,1.1 Large employers and higher managerial and administrative occupations,Other households - With two or more dependent children,13
2001,E09000007,Females,1.1 Large employers and higher managerial and administrative occupations,Other households - All student,0
2001,E09000007,Females,1.1 Large employers and higher managerial and administrative occupations,Other households - All pensioner,0
2001,E09000007,Females,1.1 Large employers and higher managerial and administrative occupations,Other households - Other,370
2001,E09000007,Females,1.2 Higher professional occupations,One person household - Pensioner,104
2001,E09000007,Females,1.2 Higher professional occupations,One person household - Other,1706
2001,E09000007,Females,1.2 Higher professional occupations,One family and no others - All pensioners,33
2001,E09000007,Females,1.2 Higher professional occupations,One family and no others - Couple households - No children,617
2001,E09000007,Females,1.2 Higher professional occupations,One family and no others - Couple households - With one dependent child,112
2001,E09000007,Females,1.2 Higher professional occupations,One family and no others - Couple households - With two or more dependent child,121
2001,E09000007,Females,1.2 Higher professional occupations,One family and no others - Couple households - All children non-dependent,43
2001,E09000007,Females,1.2 Higher professional occupations,One family and no others - Lone parent households - With one dependent child,104
2001,E09000007,Females,1.2 Higher professional occupations,One family and no others - Lone parent households - With two or more dependent children,75
2001,E09000007,Females,1.2 Higher professional occupations,One family and no others - Lone parent households - All children non-dependent,64
2001,E09000007,Females,1.2 Higher professional occupations,Other households - With one dependent child,54
2001,E09000007,Females,1.2 Higher professional occupations,Other households - With two or more dependent children,26
2001,E09000007,Females,1.2 Higher professional occupations,Other households - All student,0
2001,E09000007,Females,1.2 Higher professional occupations,Other households - All pensioner,4
2001,E09000007,Females,1.2 Higher professional occupations,Other households - Other,644
2001,E09000007,Females,"2. Lower managerial, administrative and professional occupations",One person household - Pensioner,432
2001,E09000007,Females,"2. Lower managerial, administrative and professional occupations",One person household - Other,4626
2001,E09000007,Females,"2. Lower managerial, administrative and professional occupations",One family and no others - All pensioners,108
2001,E09000007,Females,"2. Lower managerial, administrative and professional occupations",One family and no others - Couple households - No children,1469
2001,E09000007,Females,"2. Lower managerial, administrative and professional occupations",One family and no others - Couple households - With one dependent child,308
2001,E09000007,Females,"2. Lower managerial, administrative and professional occupations",One family and no others - Couple households - With two or more dependent child,271
2001,E09000007,Females,"2. Lower managerial, administrative and professional occupations",One family and no others - Couple households - All children non-dependent,180
2001,E09000007,Females,"2. Lower managerial, administrative and professional occupations",One family and no others - Lone parent households - With one dependent child,604
2001,E09000007,Females,"2. Lower managerial, administrative and professional occupations",One family and no others - Lone parent households - With two or more dependent children,315
2001,E09000007,Females,"2. Lower managerial, administrative and professional occupations",One family and no others - Lone parent households - All children non-dependent,286
2001,E09000007,Females,"2. Lower managerial, administrative and professional occupations",Other households - With one dependent child,222
2001,E09000007,Females,"2. Lower managerial, administrative and professional occupations",Other households - With two or more dependent children,97
2001,E09000007,Females,"2. Lower managerial, administrative and professional occupations",Other households - All student,0
2001,E09000007,Females,"2. Lower managerial, administrative and professional occupations",Other households - All pensioner,10
2001,E09000007,Females,"2. Lower managerial, administrative and professional occupations",Other households - Other,1515
2001,E09000007,Females,3. Intermediate occupations,One person household - Pensioner,205
2001,E09000007,Females,3. Intermediate occupations,One person household - Other,1562
2001,E09000007,Females,3. Intermediate occupations,One family and no others - All pensioners,24
2001,E09000007,Females,3. Intermediate occupations,One family and no others - Couple households - No children,379
2001,E09000007,Females,3. Intermediate occupations,One family and no others - Couple households - With one dependent child,116
2001,E09000007,Females,3. Intermediate occupations,One family and no others - Couple households - With two or more dependent child,102
2001,E09000007,Females,3. Intermediate occupations,One family and no others - Couple households - All children non-dependent,62
2001,E09000007,Females,3. Intermediate occupations,One family and no others - Lone parent households - With one dependent child,318
2001,E09000007,Females,3. Intermediate occupations,One family and no others - Lone parent households - With two or more dependent children,210
2001,E09000007,Females,3. Intermediate occupations,One family and no others - Lone parent households - All children non-dependent,144
2001,E09000007,Females,3. Intermediate occupations,Other households - With one dependent child,92
2001,E09000007,Females,3. Intermediate occupations,Other households - With two or more dependent children,55
2001,E09000007,Females,3. Intermediate occupations,Other households - All student,0
2001,E09000007,Females,3. Intermediate occupations,Other households - All pensioner,5
2001,E09000007,Females,3. Intermediate occupations,Other households - Other,477
2001,E09000007,Females,4. Small employers and own account workers,One person household - Pensioner,121
2001,E09000007,Females,4. Small employers and own account workers,One person household - Other,693
2001,E09000007,Females,4. Small employers and own account workers,One family and no others - All pensioners,41
2001,E09000007,Females,4. Small employers and own account workers,One family and no others - Couple households - No children,161
2001,E09000007,Females,4. Small employers and own account workers,One family and no others - Couple households - With one dependent child,54
2001,E09000007,Females,4. Small employers and own account workers,One family and no others - Couple households - With two or more dependent child,64
2001,E09000007,Females,4. Small employers and own account workers,One family and no others - Couple households - All children non-dependent,45
2001,E09000007,Females,4. Small employers and own account workers,One family and no others - Lone parent households - With one dependent child,99
2001,E09000007,Females,4. Small employers and own account workers,One family and no others - Lone parent households - With two or more dependent children,76
2001,E09000007,Females,4. Small employers and own account workers,One family and no others - Lone parent households - All children non-dependent,70
2001,E09000007,Females,4. Small employers and own account workers,Other households - With one dependent child,37
2001,E09000007,Females,4. Small employers and own account workers,Other households - With two or more dependent children,22
2001,E09000007,Females,4. Small employers and own account workers,Other households - All student,0
2001,E09000007,Females,4. Small employers and own account workers,Other households - All pensioner,4
2001,E09000007,Females,4. Small employers and own account workers,Other households - Other,166
2001,E09000007,Females,5. Lower supervisory and technical occupations,One person household - Pensioner,33
2001,E09000007,Females,5. Lower supervisory and technical occupations,One person household - Other,238
2001,E09000007,Females,5. Lower supervisory and technical occupations,One family and no others - All pensioners,9
2001,E09000007,Females,5. Lower supervisory and technical occupations,One family and no others - Couple households - No children,78
2001,E09000007,Females,5. Lower supervisory and technical occupations,One family and no others - Couple households - With one dependent child,43
2001,E09000007,Females,5. Lower supervisory and technical occupations,One family and no others - Couple households - With two or more dependent child,33
2001,E09000007,Females,5. Lower supervisory and technical occupations,One family and no others - Couple households - All children non-dependent,24
2001,E09000007,Females,5. Lower supervisory and technical occupations,One family and no others - Lone parent households - With one dependent child,75
2001,E09000007,Females,5. Lower supervisory and technical occupations,One family and no others - Lone parent households - With two or more dependent children,60
2001,E09000007,Females,5. Lower supervisory and technical occupations,One family and no others - Lone parent households - All children non-dependent,43
2001,E09000007,Females,5. Lower supervisory and technical occupations,Other households - With one dependent child,37
2001,E09000007,Females,5. Lower supervisory and technical occupations,Other households - With two or more dependent children,25
2001,E09000007,Females,5. Lower supervisory and technical occupations,Other households - All student,0
2001,E09000007,Females,5. Lower supervisory and technical occupations,Other households - All pensioner,0
2001,E09000007,Females,5. Lower supervisory and technical occupations,Other households - Other,105
2001,E09000007,Females,6. Semi-routine occupations,One person household - Pensioner,145
2001,E09000007,Females,6. Semi-routine occupations,One person household - Other,869
2001,E09000007,Females,6. Semi-routine occupations,One family and no others - All pensioners,24
2001,E09000007,Females,6. Semi-routine occupations,One family and no others - Couple households - No children,197
2001,E09000007,Females,6. Semi-routine occupations,One family and no others - Couple households - With one dependent child,87
