date,geography_code,c_hhchuk11_name,c_relpuk11_name,obs_value
2001,E09000001,One family and no others: Cohabiting Couple Family Households: Two or more dependent children,Muslim,0
2001,E09000001,One family and no others: Cohabiting Couple Family Households: Two or more dependent children,Sikh,0
2001,E09000001,One family and no others: Cohabiting Couple Family Households: Two or more dependent children,Other religion,0
2001,E09000001,One family and no others: Cohabiting Couple Family Households: Two or more dependent children,No religion,6
2001,E09000001,One family and no others: Cohabiting Couple Family Households: Two or more dependent children,Religion not stated,0
2001,E09000001,One family and no others: Cohabiting Couple Family Households: All children non-dependent,Christian,0
2001,E09000001,One family and no others: Cohabiting Couple Family Households: All children non-dependent,Buddhist,0
2001,E09000001,One family and no others: Cohabiting Couple Family Households: All children non-dependent,Hindu,0
2001,E09000001,One family and no others: Cohabiting Couple Family Households: All children non-dependent,Jewish,0
2001,E09000001,One family and no others: Cohabiting Couple Family Households: All children non-dependent,Muslim,0
2001,E09000001,One family and no others: Cohabiting Couple Family Households: All children non-dependent,Sikh,0
2001,E09000001,One family and no others: Cohabiting Couple Family Households: All children non-dependent,Other religion,0
2001,E09000001,One family and no others: Cohabiting Couple Family Households: All children non-dependent,No religion,3
2001,E09000001,One family and no others: Cohabiting Couple Family Households: All children non-dependent,Religion not stated,0
2001,E09000001,One family and no others: Lone Parent Households,Christian,120
2001,E09000001,One family and no others: Lone Parent Households,Buddhist,0
2001,E09000001,One family and no others: Lone Parent Households,Hindu,0
2001,E09000001,One family and no others: Lone Parent Households,Jewish,13
2001,E09000001,One family and no others: Lone Parent Households,Muslim,25
2001,E09000001,One family and no others: Lone Parent Households,Sikh,3
2001,E09000001,One family and no others: Lone Parent Households,Other religion,0
2001,E09000001,One family and no others: Lone Parent Households,No religion,36
2001,E09000001,One family and no others: Lone Parent Households,Religion not stated,21
2001,E09000001,One family and no others: Lone Parent Households: With one dependent child,Christian,60
2001,E09000001,One family and no others: Lone Parent Households: With one dependent child,Buddhist,0
2001,E09000001,One family and no others: Lone Parent Households: With one dependent child,Hindu,0
2001,E09000001,One family and no others: Lone Parent Households: With one dependent child,Jewish,3
2001,E09000001,One family and no others: Lone Parent Households: With one dependent child,Muslim,6
2001,E09000001,One family and no others: Lone Parent Households: With one dependent child,Sikh,3
2001,E09000001,One family and no others: Lone Parent Households: With one dependent child,Other religion,0
2001,E09000001,One family and no others: Lone Parent Households: With one dependent child,No religion,17
2001,E09000001,One family and no others: Lone Parent Households: With one dependent child,Religion not stated,8
2001,E09000001,One family and no others: Lone Parent Households: With two or more dependent children,Christian,23
2001,E09000001,One family and no others: Lone Parent Households: With two or more dependent children,Buddhist,0
2001,E09000001,One family and no others: Lone Parent Households: With two or more dependent children,Hindu,0
2001,E09000001,One family and no others: Lone Parent Households: With two or more dependent children,Jewish,4
2001,E09000001,One family and no others: Lone Parent Households: With two or more dependent children,Muslim,15
2001,E09000001,One family and no others: Lone Parent Households: With two or more dependent children,Sikh,0
2001,E09000001,One family and no others: Lone Parent Households: With two or more dependent children,Other religion,0
2001,E09000001,One family and no others: Lone Parent Households: With two or more dependent children,No religion,7
2001,E09000001,One family and no others: Lone Parent Households: With two or more dependent children,Religion not stated,6
2001,E09000001,One family and no others: Lone Parent Households: All children non-dependent,Christian,37
2001,E09000001,One family and no others: Lone Parent Households: All children non-dependent,Buddhist,0
2001,E09000001,One family and no others: Lone Parent Households: All children non-dependent,Hindu,0
2001,E09000001,One family and no others: Lone Parent Households: All children non-dependent,Jewish,6
2001,E09000001,One family and no others: Lone Parent Households: All children non-dependent,Muslim,4
2001,E09000001,One family and no others: Lone Parent Households: All children non-dependent,Sikh,0
2001,E09000001,One family and no others: Lone Parent Households: All children non-dependent,Other religion,0
2001,E09000001,One family and no others: Lone Parent Households: All children non-dependent,No religion,12
2001,E09000001,One family and no others: Lone Parent Households: All children non-dependent,Religion not stated,7
2001,E09000001,Other households,Christian,185
2001,E09000001,Other households,Buddhist,3
2001,E09000001,Other households,Hindu,4
2001,E09000001,Other households,Jewish,3
2001,E09000001,Other households,Muslim,22
2001,E09000001,Other households,Sikh,3
2001,E09000001,Other households,Other religion,3
2001,E09000001,Other households,No religion,88
2001,E09000001,Other households,Religion not stated,32
2001,E09000001,Other households: With one dependent child,Christian,21
2001,E09000001,Other households: With one dependent child,Buddhist,0
2001,E09000001,Other households: With one dependent child,Hindu,0
2001,E09000001,Other households: With one dependent child,Jewish,0
2001,E09000001,Other households: With one dependent child,Muslim,4
2001,E09000001,Other households: With one dependent child,Sikh,0
2001,E09000001,Other households: With one dependent child,Other religion,3
2001,E09000001,Other households: With one dependent child,No religion,6
2001,E09000001,Other households: With one dependent child,Religion not stated,3
2001,E09000001,Other households: With two or more dependent children,Christian,7
2001,E09000001,Other households: With two or more dependent children,Buddhist,0
2001,E09000001,Other households: With two or more dependent children,Hindu,0
2001,E09000001,Other households: With two or more dependent children,Jewish,0
2001,E09000001,Other households: With two or more dependent children,Muslim,7
2001,E09000001,Other households: With two or more dependent children,Sikh,0
2001,E09000001,Other households: With two or more dependent children,Other religion,0
2001,E09000001,Other households: With two or more dependent children,No religion,0
2001,E09000001,Other households: With two or more dependent children,Religion not stated,0
2001,E09000001,Other households: All student,Christian,8
2001,E09000001,Other households: All student,Buddhist,0
2001,E09000001,Other households: All student,Hindu,0
2001,E09000001,Other households: All student,Jewish,0
2001,E09000001,Other households: All student,Muslim,3
2001,E09000001,Other households: All student,Sikh,0
2001,E09000001,Other households: All student,Other religion,0
2001,E09000001,Other households: All student,No religion,6
2001,E09000001,Other households: All student,Religion not stated,0
2001,E09000001,Other households: All pensioner,Christian,6
2001,E09000001,Other households: All pensioner,Buddhist,0
2001,E09000001,Other households: All pensioner,Hindu,0
2001,E09000001,Other households: All pensioner,Jewish,0
2001,E09000001,Other households: All pensioner,Muslim,0
2001,E09000001,Other households: All pensioner,Sikh,0
2001,E09000001,Other households: All pensioner,Other religion,0
2001,E09000001,Other households: All pensioner,No religion,0
2001,E09000001,Other households: All pensioner,Religion not stated,3
2001,E09000001,Other households: Other,Christian,143
2001,E09000001,Other households: Other,Buddhist,3
2001,E09000001,Other households: Other,Hindu,4
2001,E09000001,Other households: Other,Jewish,3
2001,E09000001,Other households: Other,Muslim,8
2001,E09000001,Other households: Other,Sikh,3
2001,E09000001,Other households: Other,Other religion,0
