date,geography_code,c2021_depch_6_name,c2021_hrp_eth_8_name,obs_value
2021,E09000001,Aged 12 to 15 years,Household reference person - White,61
2021,E09000001,Aged 12 to 15 years,"Household reference person - White: English, Welsh, Scottish, Northern Irish or British",32
2021,E09000001,Aged 12 to 15 years,Household reference person - White: Irish,1
2021,E09000001,Aged 12 to 15 years,"Household reference person - White: Gypsy or Irish Traveller, Roma or Other White",28
2021,E09000001,Aged 12 to 15 years,Household reference person - Other ethnic group,6
2021,E09000001,Aged 16 to 18 years,"Household reference person - Asian, Asian British or Asian Welsh",21
2021,E09000001,Aged 16 to 18 years,"Household reference person - Black, Black British, Black Welsh, Caribbean or African",11
2021,E09000001,Aged 16 to 18 years,Household reference person - Mixed or Multiple ethnic groups,2
2021,E09000001,Aged 16 to 18 years,Household reference person - White,54
2021,E09000001,Aged 16 to 18 years,"Household reference person - White: English, Welsh, Scottish, Northern Irish or British",32
2021,E09000001,Aged 16 to 18 years,Household reference person - White: Irish,3
2021,E09000001,Aged 16 to 18 years,"Household reference person - White: Gypsy or Irish Traveller, Roma or Other White",19
2021,E09000001,Aged 16 to 18 years,Household reference person - Other ethnic group,11
2021,E09000002,Aged 0 to 2 years,"Household reference person - Asian, Asian British or Asian Welsh",3555
2021,E09000002,Aged 0 to 2 years,"Household reference person - Black, Black British, Black Welsh, Caribbean or African",2166
2021,E09000002,Aged 0 to 2 years,Household reference person - Mixed or Multiple ethnic groups,273
2021,E09000002,Aged 0 to 2 years,Household reference person - White,3516
2021,E09000002,Aged 0 to 2 years,"Household reference person - White: English, Welsh, Scottish, Northern Irish or British",1909
2021,E09000002,Aged 0 to 2 years,Household reference person - White: Irish,20
2021,E09000002,Aged 0 to 2 years,"Household reference person - White: Gypsy or Irish Traveller, Roma or Other White",1587
2021,E09000002,Aged 0 to 2 years,Household reference person - Other ethnic group,449
2021,E09000002,Aged 3 to 4 years,"Household reference person - Asian, Asian British or Asian Welsh",2612
2021,E09000002,Aged 3 to 4 years,"Household reference person - Black, Black British, Black Welsh, Caribbean or African",1605
2021,E09000002,Aged 3 to 4 years,Household reference person - Mixed or Multiple ethnic groups,201
2021,E09000002,Aged 3 to 4 years,Household reference person - White,2560
2021,E09000002,Aged 3 to 4 years,"Household reference person - White: English, Welsh, Scottish, Northern Irish or British",1366
2021,E09000002,Aged 3 to 4 years,Household reference person - White: Irish,19
2021,E09000002,Aged 3 to 4 years,"Household reference person - White: Gypsy or Irish Traveller, Roma or Other White",1175
2021,E09000002,Aged 3 to 4 years,Household reference person - Other ethnic group,300
2021,E09000002,Aged 5 to 11 years,"Household reference person - Asian, Asian British or Asian Welsh",8179
2021,E09000002,Aged 5 to 11 years,"Household reference person - Black, Black British, Black Welsh, Caribbean or African",6792
2021,E09000002,Aged 5 to 11 years,Household reference person - Mixed or Multiple ethnic groups,661
2021,E09000002,Aged 5 to 11 years,Household reference person - White,8857
2021,E09000002,Aged 5 to 11 years,"Household reference person - White: English, Welsh, Scottish, Northern Irish or British",5373
2021,E09000002,Aged 5 to 11 years,Household reference person - White: Irish,53
2021,E09000002,Aged 5 to 11 years,"Household reference person - White: Gypsy or Irish Traveller, Roma or Other White",3431
2021,E09000002,Aged 5 to 11 years,Household reference person - Other ethnic group,1130
2021,E09000002,Aged 12 to 15 years,"Household reference person - Asian, Asian British or Asian Welsh",3658
2021,E09000002,Aged 12 to 15 years,"Household reference person - Black, Black British, Black Welsh, Caribbean or African",4514
2021,E09000002,Aged 12 to 15 years,Household reference person - Mixed or Multiple ethnic groups,346
2021,E09000002,Aged 12 to 15 years,Household reference person - White,5039
2021,E09000002,Aged 12 to 15 years,"Household reference person - White: English, Welsh, Scottish, Northern Irish or British",3184
2021,E09000002,Aged 12 to 15 years,Household reference person - White: Irish,51
2021,E09000002,Aged 12 to 15 years,"Household reference person - White: Gypsy or Irish Traveller, Roma or Other White",1804
2021,E09000002,Aged 12 to 15 years,Household reference person - Other ethnic group,663
2021,E09000002,Aged 16 to 18 years,"Household reference person - Asian, Asian British or Asian Welsh",2211
2021,E09000002,Aged 16 to 18 years,"Household reference person - Black, Black British, Black Welsh, Caribbean or African",2543
2021,E09000002,Aged 16 to 18 years,Household reference person - Mixed or Multiple ethnic groups,166
2021,E09000002,Aged 16 to 18 years,Household reference person - White,2835
2021,E09000002,Aged 16 to 18 years,"Household reference person - White: English, Welsh, Scottish, Northern Irish or British",1866
2021,E09000002,Aged 16 to 18 years,Household reference person - White: Irish,37
2021,E09000002,Aged 16 to 18 years,"Household reference person - White: Gypsy or Irish Traveller, Roma or Other White",932
2021,E09000002,Aged 16 to 18 years,Household reference person - Other ethnic group,327
2021,E09000003,Aged 0 to 2 years,"Household reference person - Asian, Asian British or Asian Welsh",2687
2021,E09000003,Aged 0 to 2 years,"Household reference person - Black, Black British, Black Welsh, Caribbean or African",1344
2021,E09000003,Aged 0 to 2 years,Household reference person - Mixed or Multiple ethnic groups,523
2021,E09000003,Aged 0 to 2 years,Household reference person - White,8007
2021,E09000003,Aged 0 to 2 years,"Household reference person - White: English, Welsh, Scottish, Northern Irish or British",4219
2021,E09000003,Aged 0 to 2 years,Household reference person - White: Irish,204
2021,E09000003,Aged 0 to 2 years,"Household reference person - White: Gypsy or Irish Traveller, Roma or Other White",3584
2021,E09000003,Aged 0 to 2 years,Household reference person - Other ethnic group,1668
2021,E09000003,Aged 3 to 4 years,"Household reference person - Asian, Asian British or Asian Welsh",1902
2021,E09000003,Aged 3 to 4 years,"Household reference person - Black, Black British, Black Welsh, Caribbean or African",865
2021,E09000003,Aged 3 to 4 years,Household reference person - Mixed or Multiple ethnic groups,387
2021,E09000003,Aged 3 to 4 years,Household reference person - White,5467
2021,E09000003,Aged 3 to 4 years,"Household reference person - White: English, Welsh, Scottish, Northern Irish or British",2950
2021,E09000003,Aged 3 to 4 years,Household reference person - White: Irish,115
2021,E09000003,Aged 3 to 4 years,"Household reference person - White: Gypsy or Irish Traveller, Roma or Other White",2402
2021,E09000003,Aged 3 to 4 years,Household reference person - Other ethnic group,1229
2021,E09000003,Aged 5 to 11 years,"Household reference person - Asian, Asian British or Asian Welsh",6933
2021,E09000003,Aged 5 to 11 years,"Household reference person - Black, Black British, Black Welsh, Caribbean or African",3534
2021,E09000003,Aged 5 to 11 years,Household reference person - Mixed or Multiple ethnic groups,1226
2021,E09000003,Aged 5 to 11 years,Household reference person - White,19523
2021,E09000003,Aged 5 to 11 years,"Household reference person - White: English, Welsh, Scottish, Northern Irish or British",10880
2021,E09000003,Aged 5 to 11 years,Household reference person - White: Irish,538
2021,E09000003,Aged 5 to 11 years,"Household reference person - White: Gypsy or Irish Traveller, Roma or Other White",8105
2021,E09000003,Aged 5 to 11 years,Household reference person - Other ethnic group,4464
2021,E09000003,Aged 12 to 15 years,"Household reference person - Asian, Asian British or Asian Welsh",3721
2021,E09000003,Aged 12 to 15 years,"Household reference person - Black, Black British, Black Welsh, Caribbean or African",2336
2021,E09000003,Aged 12 to 15 years,Household reference person - Mixed or Multiple ethnic groups,658
2021,E09000003,Aged 12 to 15 years,Household reference person - White,10818
2021,E09000003,Aged 12 to 15 years,"Household reference person - White: English, Welsh, Scottish, Northern Irish or British",6363
2021,E09000003,Aged 12 to 15 years,Household reference person - White: Irish,319
2021,E09000003,Aged 12 to 15 years,"Household reference person - White: Gypsy or Irish Traveller, Roma or Other White",4136
2021,E09000003,Aged 12 to 15 years,Household reference person - Other ethnic group,2619
2021,E09000003,Aged 16 to 18 years,"Household reference person - Asian, Asian British or Asian Welsh",2295
2021,E09000003,Aged 16 to 18 years,"Household reference person - Black, Black British, Black Welsh, Caribbean or African",1574
2021,E09000003,Aged 16 to 18 years,Household reference person - Mixed or Multiple ethnic groups,423
2021,E09000003,Aged 16 to 18 years,Household reference person - White,6154
2021,E09000003,Aged 16 to 18 years,"Household reference person - White: English, Welsh, Scottish, Northern Irish or British",3766
2021,E09000003,Aged 16 to 18 years,Household reference person - White: Irish,233
2021,E09000003,Aged 16 to 18 years,"Household reference person - White: Gypsy or Irish Traveller, Roma or Other White",2155
2021,E09000003,Aged 16 to 18 years,Household reference person - Other ethnic group,1525
2021,E09000004,Aged 0 to 2 years,"Household reference person - Asian, Asian British or Asian Welsh",1126
2021,E09000004,Aged 0 to 2 years,"Household reference person - Black, Black British, Black Welsh, Caribbean or African",1377
2021,E09000004,Aged 0 to 2 years,Household reference person - Mixed or Multiple ethnic groups,240
2021,E09000004,Aged 0 to 2 years,Household reference person - White,5775
2021,E09000004,Aged 0 to 2 years,"Household reference person - White: English, Welsh, Scottish, Northern Irish or British",4795
2021,E09000004,Aged 0 to 2 years,Household reference person - White: Irish,85
2021,E09000004,Aged 0 to 2 years,"Household reference person - White: Gypsy or Irish Traveller, Roma or Other White",895
2021,E09000004,Aged 0 to 2 years,Household reference person - Other ethnic group,318
2021,E09000004,Aged 3 to 4 years,"Household reference person - Asian, Asian British or Asian Welsh",839
2021,E09000004,Aged 3 to 4 years,"Household reference person - Black, Black British, Black Welsh, Caribbean or African",1023
2021,E09000004,Aged 3 to 4 years,Household reference person - Mixed or Multiple ethnic groups,165
2021,E09000004,Aged 3 to 4 years,Household reference person - White,3937
2021,E09000004,Aged 3 to 4 years,"Household reference person - White: English, Welsh, Scottish, Northern Irish or British",3243
2021,E09000004,Aged 3 to 4 years,Household reference person - White: Irish,39
2021,E09000004,Aged 3 to 4 years,"Household reference person - White: Gypsy or Irish Traveller, Roma or Other White",655
2021,E09000004,Aged 3 to 4 years,Household reference person - Other ethnic group,235
2021,E09000004,Aged 5 to 11 years,"Household reference person - Asian, Asian British or Asian Welsh",2989
2021,E09000004,Aged 5 to 11 years,"Household reference person - Black, Black British, Black Welsh, Caribbean or African",4353
2021,E09000004,Aged 5 to 11 years,Household reference person - Mixed or Multiple ethnic groups,533
2021,E09000004,Aged 5 to 11 years,Household reference person - White,14212
2021,E09000004,Aged 5 to 11 years,"Household reference person - White: English, Welsh, Scottish, Northern Irish or British",12114
2021,E09000004,Aged 5 to 11 years,Household reference person - White: Irish,161
2021,E09000004,Aged 5 to 11 years,"Household reference person - White: Gypsy or Irish Traveller, Roma or Other White",1937
2021,E09000004,Aged 5 to 11 years,Household reference person - Other ethnic group,755
2021,E09000004,Aged 12 to 15 years,"Household reference person - Asian, Asian British or Asian Welsh",1383
2021,E09000004,Aged 12 to 15 years,"Household reference person - Black, Black British, Black Welsh, Caribbean or African",2599
2021,E09000004,Aged 12 to 15 years,Household reference person - Mixed or Multiple ethnic groups,237
2021,E09000004,Aged 12 to 15 years,Household reference person - White,8171
2021,E09000004,Aged 12 to 15 years,"Household reference person - White: English, Welsh, Scottish, Northern Irish or British",7176
2021,E09000004,Aged 12 to 15 years,Household reference person - White: Irish,112
2021,E09000004,Aged 12 to 15 years,"Household reference person - White: Gypsy or Irish Traveller, Roma or Other White",883
2021,E09000004,Aged 12 to 15 years,Household reference person - Other ethnic group,377
2021,E09000004,Aged 16 to 18 years,"Household reference person - Asian, Asian British or Asian Welsh",744
2021,E09000004,Aged 16 to 18 years,"Household reference person - Black, Black British, Black Welsh, Caribbean or African",1488
2021,E09000004,Aged 16 to 18 years,Household reference person - Mixed or Multiple ethnic groups,123
2021,E09000004,Aged 16 to 18 years,Household reference person - White,4698
2021,E09000004,Aged 16 to 18 years,"Household reference person - White: English, Welsh, Scottish, Northern Irish or British",4176
2021,E09000004,Aged 16 to 18 years,Household reference person - White: Irish,81
2021,E09000004,Aged 16 to 18 years,"Household reference person - White: Gypsy or Irish Traveller, Roma or Other White",441
2021,E09000004,Aged 16 to 18 years,Household reference person - Other ethnic group,200
2021,E09000005,Aged 0 to 2 years,"Household reference person - Asian, Asian British or Asian Welsh",3743
2021,E09000005,Aged 0 to 2 years,"Household reference person - Black, Black British, Black Welsh, Caribbean or African",2065
2021,E09000005,Aged 0 to 2 years,Household reference person - Mixed or Multiple ethnic groups,496
2021,E09000005,Aged 0 to 2 years,Household reference person - White,4060
2021,E09000005,Aged 0 to 2 years,"Household reference person - White: English, Welsh, Scottish, Northern Irish or British",1456
2021,E09000005,Aged 0 to 2 years,Household reference person - White: Irish,250
2021,E09000005,Aged 0 to 2 years,"Household reference person - White: Gypsy or Irish Traveller, Roma or Other White",2354
2021,E09000005,Aged 0 to 2 years,Household reference person - Other ethnic group,1675
2021,E09000005,Aged 3 to 4 years,"Household reference person - Asian, Asian British or Asian Welsh",2575
2021,E09000005,Aged 3 to 4 years,"Household reference person - Black, Black British, Black Welsh, Caribbean or African",1394
2021,E09000005,Aged 3 to 4 years,Household reference person - Mixed or Multiple ethnic groups,330
2021,E09000005,Aged 3 to 4 years,Household reference person - White,2476
2021,E09000005,Aged 3 to 4 years,"Household reference person - White: English, Welsh, Scottish, Northern Irish or British",926
2021,E09000005,Aged 3 to 4 years,Household reference person - White: Irish,92
2021,E09000005,Aged 3 to 4 years,"Household reference person - White: Gypsy or Irish Traveller, Roma or Other White",1458
2021,E09000005,Aged 3 to 4 years,Household reference person - Other ethnic group,1148
2021,E09000005,Aged 5 to 11 years,"Household reference person - Asian, Asian British or Asian Welsh",9135
2021,E09000005,Aged 5 to 11 years,"Household reference person - Black, Black British, Black Welsh, Caribbean or African",6023
2021,E09000005,Aged 5 to 11 years,Household reference person - Mixed or Multiple ethnic groups,1039
2021,E09000005,Aged 5 to 11 years,Household reference person - White,7911
2021,E09000005,Aged 5 to 11 years,"Household reference person - White: English, Welsh, Scottish, Northern Irish or British",2867
2021,E09000005,Aged 5 to 11 years,Household reference person - White: Irish,376
2021,E09000005,Aged 5 to 11 years,"Household reference person - White: Gypsy or Irish Traveller, Roma or Other White",4668
2021,E09000005,Aged 5 to 11 years,Household reference person - Other ethnic group,4040
2021,E09000005,Aged 12 to 15 years,"Household reference person - Asian, Asian British or Asian Welsh",5366
2021,E09000005,Aged 12 to 15 years,"Household reference person - Black, Black British, Black Welsh, Caribbean or African",4166
2021,E09000005,Aged 12 to 15 years,Household reference person - Mixed or Multiple ethnic groups,525
2021,E09000005,Aged 12 to 15 years,Household reference person - White,4222
2021,E09000005,Aged 12 to 15 years,"Household reference person - White: English, Welsh, Scottish, Northern Irish or British",1581
2021,E09000005,Aged 12 to 15 years,Household reference person - White: Irish,283
2021,E09000005,Aged 12 to 15 years,"Household reference person - White: Gypsy or Irish Traveller, Roma or Other White",2358
2021,E09000005,Aged 12 to 15 years,Household reference person - Other ethnic group,2264
2021,E09000005,Aged 16 to 18 years,"Household reference person - Asian, Asian British or Asian Welsh",3620
2021,E09000005,Aged 16 to 18 years,"Household reference person - Black, Black British, Black Welsh, Caribbean or African",2826
2021,E09000005,Aged 16 to 18 years,Household reference person - Mixed or Multiple ethnic groups,293
2021,E09000005,Aged 16 to 18 years,Household reference person - White,2545
2021,E09000005,Aged 16 to 18 years,"Household reference person - White: English, Welsh, Scottish, Northern Irish or British",1025
2021,E09000005,Aged 16 to 18 years,Household reference person - White: Irish,217
2021,E09000005,Aged 16 to 18 years,"Household reference person - White: Gypsy or Irish Traveller, Roma or Other White",1303
2021,E09000005,Aged 16 to 18 years,Household reference person - Other ethnic group,1575
2021,E09000006,Aged 0 to 2 years,"Household reference person - Asian, Asian British or Asian Welsh",1231
2021,E09000006,Aged 0 to 2 years,"Household reference person - Black, Black British, Black Welsh, Caribbean or African",1207
2021,E09000006,Aged 0 to 2 years,Household reference person - Mixed or Multiple ethnic groups,535
2021,E09000006,Aged 0 to 2 years,Household reference person - White,8090
2021,E09000006,Aged 0 to 2 years,"Household reference person - White: English, Welsh, Scottish, Northern Irish or British",6329
2021,E09000006,Aged 0 to 2 years,Household reference person - White: Irish,156
2021,E09000006,Aged 0 to 2 years,"Household reference person - White: Gypsy or Irish Traveller, Roma or Other White",1605
2021,E09000006,Aged 0 to 2 years,Household reference person - Other ethnic group,321
2021,E09000006,Aged 3 to 4 years,"Household reference person - Asian, Asian British or Asian Welsh",967
2021,E09000006,Aged 3 to 4 years,"Household reference person - Black, Black British, Black Welsh, Caribbean or African",829
2021,E09000006,Aged 3 to 4 years,Household reference person - Mixed or Multiple ethnic groups,348
2021,E09000006,Aged 3 to 4 years,Household reference person - White,5740
2021,E09000006,Aged 3 to 4 years,"Household reference person - White: English, Welsh, Scottish, Northern Irish or British",4579
2021,E09000006,Aged 3 to 4 years,Household reference person - White: Irish,118
2021,E09000006,Aged 3 to 4 years,"Household reference person - White: Gypsy or Irish Traveller, Roma or Other White",1043
2021,E09000006,Aged 3 to 4 years,Household reference person - Other ethnic group,225
2021,E09000006,Aged 5 to 11 years,"Household reference person - Asian, Asian British or Asian Welsh",3315
2021,E09000006,Aged 5 to 11 years,"Household reference person - Black, Black British, Black Welsh, Caribbean or African",3335
2021,E09000006,Aged 5 to 11 years,Household reference person - Mixed or Multiple ethnic groups,1156
2021,E09000006,Aged 5 to 11 years,Household reference person - White,20685
2021,E09000006,Aged 5 to 11 years,"Household reference person - White: English, Welsh, Scottish, Northern Irish or British",16799
2021,E09000006,Aged 5 to 11 years,Household reference person - White: Irish,447
2021,E09000006,Aged 5 to 11 years,"Household reference person - White: Gypsy or Irish Traveller, Roma or Other White",3439
2021,E09000006,Aged 5 to 11 years,Household reference person - Other ethnic group,840
2021,E09000006,Aged 12 to 15 years,"Household reference person - Asian, Asian British or Asian Welsh",1553
2021,E09000006,Aged 12 to 15 years,"Household reference person - Black, Black British, Black Welsh, Caribbean or African",1892
2021,E09000006,Aged 12 to 15 years,Household reference person - Mixed or Multiple ethnic groups,548
2021,E09000006,Aged 12 to 15 years,Household reference person - White,11490
2021,E09000006,Aged 12 to 15 years,"Household reference person - White: English, Welsh, Scottish, Northern Irish or British",9750
2021,E09000006,Aged 12 to 15 years,Household reference person - White: Irish,257
2021,E09000006,Aged 12 to 15 years,"Household reference person - White: Gypsy or Irish Traveller, Roma or Other White",1483
2021,E09000006,Aged 12 to 15 years,Household reference person - Other ethnic group,445
2021,E09000006,Aged 16 to 18 years,"Household reference person - Asian, Asian British or Asian Welsh",869
2021,E09000006,Aged 16 to 18 years,"Household reference person - Black, Black British, Black Welsh, Caribbean or African",1193
2021,E09000006,Aged 16 to 18 years,Household reference person - Mixed or Multiple ethnic groups,282
2021,E09000006,Aged 16 to 18 years,Household reference person - White,6878
2021,E09000006,Aged 16 to 18 years,"Household reference person - White: English, Welsh, Scottish, Northern Irish or British",5950
2021,E09000006,Aged 16 to 18 years,Household reference person - White: Irish,162
2021,E09000006,Aged 16 to 18 years,"Household reference person - White: Gypsy or Irish Traveller, Roma or Other White",766
2021,E09000006,Aged 16 to 18 years,Household reference person - Other ethnic group,274
2021,E09000007,Aged 0 to 2 years,"Household reference person - Asian, Asian British or Asian Welsh",1329
2021,E09000007,Aged 0 to 2 years,"Household reference person - Black, Black British, Black Welsh, Caribbean or African",665
2021,E09000007,Aged 0 to 2 years,Household reference person - Mixed or Multiple ethnic groups,284
2021,E09000007,Aged 0 to 2 years,Household reference person - White,3375
2021,E09000007,Aged 0 to 2 years,"Household reference person - White: English, Welsh, Scottish, Northern Irish or British",1652
2021,E09000007,Aged 0 to 2 years,Household reference person - White: Irish,123
2021,E09000007,Aged 0 to 2 years,"Household reference person - White: Gypsy or Irish Traveller, Roma or Other White",1600
2021,E09000007,Aged 0 to 2 years,Household reference person - Other ethnic group,442
2021,E09000007,Aged 3 to 4 years,"Household reference person - Asian, Asian British or Asian Welsh",889
2021,E09000007,Aged 3 to 4 years,"Household reference person - Black, Black British, Black Welsh, Caribbean or African",500
2021,E09000007,Aged 3 to 4 years,Household reference person - Mixed or Multiple ethnic groups,179
2021,E09000007,Aged 3 to 4 years,Household reference person - White,2059
2021,E09000007,Aged 3 to 4 years,"Household reference person - White: English, Welsh, Scottish, Northern Irish or British",1053
2021,E09000007,Aged 3 to 4 years,Household reference person - White: Irish,56
2021,E09000007,Aged 3 to 4 years,"Household reference person - White: Gypsy or Irish Traveller, Roma or Other White",950
2021,E09000007,Aged 3 to 4 years,Household reference person - Other ethnic group,297
2021,E09000007,Aged 5 to 11 years,"Household reference person - Asian, Asian British or Asian Welsh",3046
2021,E09000007,Aged 5 to 11 years,"Household reference person - Black, Black British, Black Welsh, Caribbean or African",1908
2021,E09000007,Aged 5 to 11 years,Household reference person - Mixed or Multiple ethnic groups,593
2021,E09000007,Aged 5 to 11 years,Household reference person - White,7195
2021,E09000007,Aged 5 to 11 years,"Household reference person - White: English, Welsh, Scottish, Northern Irish or British",3740
2021,E09000007,Aged 5 to 11 years,Household reference person - White: Irish,247
2021,E09000007,Aged 5 to 11 years,"Household reference person - White: Gypsy or Irish Traveller, Roma or Other White",3208
2021,E09000007,Aged 5 to 11 years,Household reference person - Other ethnic group,1275
2021,E09000007,Aged 12 to 15 years,"Household reference person - Asian, Asian British or Asian Welsh",1771
2021,E09000007,Aged 12 to 15 years,"Household reference person - Black, Black British, Black Welsh, Caribbean or African",1272
2021,E09000007,Aged 12 to 15 years,Household reference person - Mixed or Multiple ethnic groups,338
2021,E09000007,Aged 12 to 15 years,Household reference person - White,4011
2021,E09000007,Aged 12 to 15 years,"Household reference person - White: English, Welsh, Scottish, Northern Irish or British",2278
2021,E09000007,Aged 12 to 15 years,Household reference person - White: Irish,119
2021,E09000007,Aged 12 to 15 years,"Household reference person - White: Gypsy or Irish Traveller, Roma or Other White",1614
2021,E09000007,Aged 12 to 15 years,Household reference person - Other ethnic group,737
2021,E09000007,Aged 16 to 18 years,"Household reference person - Asian, Asian British or Asian Welsh",1245
2021,E09000007,Aged 16 to 18 years,"Household reference person - Black, Black British, Black Welsh, Caribbean or African",1017
2021,E09000007,Aged 16 to 18 years,Household reference person - Mixed or Multiple ethnic groups,194
2021,E09000007,Aged 16 to 18 years,Household reference person - White,2549
2021,E09000007,Aged 16 to 18 years,"Household reference person - White: English, Welsh, Scottish, Northern Irish or British",1471
2021,E09000007,Aged 16 to 18 years,Household reference person - White: Irish,83
2021,E09000007,Aged 16 to 18 years,"Household reference person - White: Gypsy or Irish Traveller, Roma or Other White",995
2021,E09000007,Aged 16 to 18 years,Household reference person - Other ethnic group,501
2021,E09000008,Aged 0 to 2 years,"Household reference person - Asian, Asian British or Asian Welsh",2879
2021,E09000008,Aged 0 to 2 years,"Household reference person - Black, Black British, Black Welsh, Caribbean or African",3921
2021,E09000008,Aged 0 to 2 years,Household reference person - Mixed or Multiple ethnic groups,911
2021,E09000008,Aged 0 to 2 years,Household reference person - White,6733
2021,E09000008,Aged 0 to 2 years,"Household reference person - White: English, Welsh, Scottish, Northern Irish or British",4670
2021,E09000008,Aged 0 to 2 years,Household reference person - White: Irish,194
2021,E09000008,Aged 0 to 2 years,"Household reference person - White: Gypsy or Irish Traveller, Roma or Other White",1869
2021,E09000008,Aged 0 to 2 years,Household reference person - Other ethnic group,699
2021,E09000008,Aged 3 to 4 years,"Household reference person - Asian, Asian British or Asian Welsh",2136
2021,E09000008,Aged 3 to 4 years,"Household reference person - Black, Black British, Black Welsh, Caribbean or African",2540
2021,E09000008,Aged 3 to 4 years,Household reference person - Mixed or Multiple ethnic groups,625
2021,E09000008,Aged 3 to 4 years,Household reference person - White,4295
2021,E09000008,Aged 3 to 4 years,"Household reference person - White: English, Welsh, Scottish, Northern Irish or British",2951
2021,E09000008,Aged 3 to 4 years,Household reference person - White: Irish,81
2021,E09000008,Aged 3 to 4 years,"Household reference person - White: Gypsy or Irish Traveller, Roma or Other White",1263
2021,E09000008,Aged 3 to 4 years,Household reference person - Other ethnic group,426
2021,E09000008,Aged 5 to 11 years,"Household reference person - Asian, Asian British or Asian Welsh",7333
2021,E09000008,Aged 5 to 11 years,"Household reference person - Black, Black British, Black Welsh, Caribbean or African",10184
2021,E09000008,Aged 5 to 11 years,Household reference person - Mixed or Multiple ethnic groups,1919
2021,E09000008,Aged 5 to 11 years,Household reference person - White,14175
2021,E09000008,Aged 5 to 11 years,"Household reference person - White: English, Welsh, Scottish, Northern Irish or British",10004
2021,E09000008,Aged 5 to 11 years,Household reference person - White: Irish,277
2021,E09000008,Aged 5 to 11 years,"Household reference person - White: Gypsy or Irish Traveller, Roma or Other White",3894
2021,E09000008,Aged 5 to 11 years,Household reference person - Other ethnic group,1620
2021,E09000008,Aged 12 to 15 years,"Household reference person - Asian, Asian British or Asian Welsh",3941
2021,E09000008,Aged 12 to 15 years,"Household reference person - Black, Black British, Black Welsh, Caribbean or African",6340
2021,E09000008,Aged 12 to 15 years,Household reference person - Mixed or Multiple ethnic groups,1003
2021,E09000008,Aged 12 to 15 years,Household reference person - White,7669
2021,E09000008,Aged 12 to 15 years,"Household reference person - White: English, Welsh, Scottish, Northern Irish or British",5602
2021,E09000008,Aged 12 to 15 years,Household reference person - White: Irish,201
2021,E09000008,Aged 12 to 15 years,"Household reference person - White: Gypsy or Irish Traveller, Roma or Other White",1866
2021,E09000008,Aged 12 to 15 years,Household reference person - Other ethnic group,915
2021,E09000008,Aged 16 to 18 years,"Household reference person - Asian, Asian British or Asian Welsh",2388
2021,E09000008,Aged 16 to 18 years,"Household reference person - Black, Black British, Black Welsh, Caribbean or African",4044
2021,E09000008,Aged 16 to 18 years,Household reference person - Mixed or Multiple ethnic groups,505
2021,E09000008,Aged 16 to 18 years,Household reference person - White,4421
2021,E09000008,Aged 16 to 18 years,"Household reference person - White: English, Welsh, Scottish, Northern Irish or British",3336
