date,geography_code,c2021_concft_11_name,c2021_frp_age_5_name,obs_value
2021,E09000002,Concealed family: Couple family: No children,Family Reference Person aged 24 years and under,153
2021,E09000002,Concealed family: Couple family: No children,Family Reference Person aged 25 to 49 years,635
2021,E09000002,Concealed family: Couple family: No children,Family Reference Person aged 50 to 64 years,119
2021,E09000002,Concealed family: Couple family: No children,Family Reference Person aged 65 years and over,195
2021,E09000002,Concealed family: Couple family: Dependent children,Family Reference Person aged 24 years and under,12
2021,E09000002,Concealed family: Couple family: Dependent children,Family Reference Person aged 25 to 49 years,404
2021,E09000002,Concealed family: Couple family: Dependent children,Family Reference Person aged 50 to 64 years,73
2021,E09000002,Concealed family: Couple family: Dependent children,Family Reference Person aged 65 years and over,30
2021,E09000002,Concealed family: Couple family: All children non-dependent,Family Reference Person aged 24 years and under,0
2021,E09000002,Concealed family: Couple family: All children non-dependent,Family Reference Person aged 25 to 49 years,12
2021,E09000002,Concealed family: Couple family: All children non-dependent,Family Reference Person aged 50 to 64 years,86
2021,E09000002,Concealed family: Couple family: All children non-dependent,Family Reference Person aged 65 years and over,60
2021,E09000002,Unconcealed family,Family Reference Person aged 24 years and under,734
2021,E09000002,Unconcealed family,Family Reference Person aged 25 to 49 years,31838
2021,E09000002,Unconcealed family,Family Reference Person aged 50 to 64 years,15509
2021,E09000002,Unconcealed family,Family Reference Person aged 65 years and over,5928
2021,E09000002,Unconcealed family: No children,Family Reference Person aged 24 years and under,192
2021,E09000002,Unconcealed family: No children,Family Reference Person aged 25 to 49 years,4270
2021,E09000002,Unconcealed family: No children,Family Reference Person aged 50 to 64 years,3103
2021,E09000002,Unconcealed family: No children,Family Reference Person aged 65 years and over,2972
2021,E09000002,Unconcealed family: Dependent children,Family Reference Person aged 24 years and under,542
2021,E09000002,Unconcealed family: Dependent children,Family Reference Person aged 25 to 49 years,25991
2021,E09000002,Unconcealed family: Dependent children,Family Reference Person aged 50 to 64 years,5715
2021,E09000002,Unconcealed family: Dependent children,Family Reference Person aged 65 years and over,191
2021,E09000002,Unconcealed family: All children non-dependent,Family Reference Person aged 24 years and under,0
2021,E09000002,Unconcealed family: All children non-dependent,Family Reference Person aged 25 to 49 years,1577
2021,E09000002,Unconcealed family: All children non-dependent,Family Reference Person aged 50 to 64 years,6691
2021,E09000002,Unconcealed family: All children non-dependent,Family Reference Person aged 65 years and over,2765
2021,E09000003,Concealed family,Family Reference Person aged 24 years and under,207
2021,E09000003,Concealed family,Family Reference Person aged 25 to 49 years,1839
2021,E09000003,Concealed family,Family Reference Person aged 50 to 64 years,439
2021,E09000003,Concealed family,Family Reference Person aged 65 years and over,901
2021,E09000003,Concealed family:Lone parent family,Family Reference Person aged 24 years and under,49
2021,E09000003,Concealed family:Lone parent family,Family Reference Person aged 25 to 49 years,463
2021,E09000003,Concealed family:Lone parent family,Family Reference Person aged 50 to 64 years,184
2021,E09000003,Concealed family:Lone parent family,Family Reference Person aged 65 years and over,240
2021,E09000003,Concealed family: Lone parent family: Dependent children,Family Reference Person aged 24 years and under,49
2021,E09000003,Concealed family: Lone parent family: Dependent children,Family Reference Person aged 25 to 49 years,418
2021,E09000003,Concealed family: Lone parent family: Dependent children,Family Reference Person aged 50 to 64 years,49
2021,E09000003,Concealed family: Lone parent family: Dependent children,Family Reference Person aged 65 years and over,63
2021,E09000003,Concealed family: Lone parent family: All children non-dependent,Family Reference Person aged 24 years and under,0
2021,E09000003,Concealed family: Lone parent family: All children non-dependent,Family Reference Person aged 25 to 49 years,45
2021,E09000003,Concealed family: Lone parent family: All children non-dependent,Family Reference Person aged 50 to 64 years,135
2021,E09000003,Concealed family: Lone parent family: All children non-dependent,Family Reference Person aged 65 years and over,177
2021,E09000003,Concealed family:Couple family,Family Reference Person aged 24 years and under,158
2021,E09000003,Concealed family:Couple family,Family Reference Person aged 25 to 49 years,1376
2021,E09000003,Concealed family:Couple family,Family Reference Person aged 50 to 64 years,255
2021,E09000003,Concealed family:Couple family,Family Reference Person aged 65 years and over,661
2021,E09000003,Concealed family: Couple family: No children,Family Reference Person aged 24 years and under,144
2021,E09000003,Concealed family: Couple family: No children,Family Reference Person aged 25 to 49 years,860
2021,E09000003,Concealed family: Couple family: No children,Family Reference Person aged 50 to 64 years,158
2021,E09000003,Concealed family: Couple family: No children,Family Reference Person aged 65 years and over,456
2021,E09000003,Concealed family: Couple family: Dependent children,Family Reference Person aged 24 years and under,13
2021,E09000003,Concealed family: Couple family: Dependent children,Family Reference Person aged 25 to 49 years,506
2021,E09000003,Concealed family: Couple family: Dependent children,Family Reference Person aged 50 to 64 years,36
2021,E09000003,Concealed family: Couple family: Dependent children,Family Reference Person aged 65 years and over,101
2021,E09000003,Concealed family: Couple family: All children non-dependent,Family Reference Person aged 24 years and under,1
2021,E09000003,Concealed family: Couple family: All children non-dependent,Family Reference Person aged 25 to 49 years,10
2021,E09000003,Concealed family: Couple family: All children non-dependent,Family Reference Person aged 50 to 64 years,61
2021,E09000003,Concealed family: Couple family: All children non-dependent,Family Reference Person aged 65 years and over,104
2021,E09000003,Unconcealed family,Family Reference Person aged 24 years and under,1134
2021,E09000003,Unconcealed family,Family Reference Person aged 25 to 49 years,50318
2021,E09000003,Unconcealed family,Family Reference Person aged 50 to 64 years,29869
2021,E09000003,Unconcealed family,Family Reference Person aged 65 years and over,19111
2021,E09000003,Unconcealed family: No children,Family Reference Person aged 24 years and under,665
2021,E09000003,Unconcealed family: No children,Family Reference Person aged 25 to 49 years,12422
2021,E09000003,Unconcealed family: No children,Family Reference Person aged 50 to 64 years,6879
2021,E09000003,Unconcealed family: No children,Family Reference Person aged 65 years and over,11674
2021,E09000003,Unconcealed family: Dependent children,Family Reference Person aged 24 years and under,467
2021,E09000003,Unconcealed family: Dependent children,Family Reference Person aged 25 to 49 years,36369
2021,E09000003,Unconcealed family: Dependent children,Family Reference Person aged 50 to 64 years,11239
2021,E09000003,Unconcealed family: Dependent children,Family Reference Person aged 65 years and over,427
2021,E09000003,Unconcealed family: All children non-dependent,Family Reference Person aged 24 years and under,2
2021,E09000003,Unconcealed family: All children non-dependent,Family Reference Person aged 25 to 49 years,1527
2021,E09000003,Unconcealed family: All children non-dependent,Family Reference Person aged 50 to 64 years,11751
2021,E09000003,Unconcealed family: All children non-dependent,Family Reference Person aged 65 years and over,7010
2021,E09000004,Concealed family,Family Reference Person aged 24 years and under,239
2021,E09000004,Concealed family,Family Reference Person aged 25 to 49 years,1068
2021,E09000004,Concealed family,Family Reference Person aged 50 to 64 years,336
2021,E09000004,Concealed family,Family Reference Person aged 65 years and over,441
2021,E09000004,Concealed family:Lone parent family,Family Reference Person aged 24 years and under,88
2021,E09000004,Concealed family:Lone parent family,Family Reference Person aged 25 to 49 years,390
2021,E09000004,Concealed family:Lone parent family,Family Reference Person aged 50 to 64 years,123
2021,E09000004,Concealed family:Lone parent family,Family Reference Person aged 65 years and over,81
2021,E09000004,Concealed family: Lone parent family: Dependent children,Family Reference Person aged 24 years and under,88
2021,E09000004,Concealed family: Lone parent family: Dependent children,Family Reference Person aged 25 to 49 years,360
2021,E09000004,Concealed family: Lone parent family: Dependent children,Family Reference Person aged 50 to 64 years,38
2021,E09000004,Concealed family: Lone parent family: Dependent children,Family Reference Person aged 65 years and over,17
2021,E09000004,Concealed family: Lone parent family: All children non-dependent,Family Reference Person aged 24 years and under,0
2021,E09000004,Concealed family: Lone parent family: All children non-dependent,Family Reference Person aged 25 to 49 years,30
2021,E09000004,Concealed family: Lone parent family: All children non-dependent,Family Reference Person aged 50 to 64 years,85
2021,E09000004,Concealed family: Lone parent family: All children non-dependent,Family Reference Person aged 65 years and over,64
2021,E09000004,Concealed family:Couple family,Family Reference Person aged 24 years and under,151
2021,E09000004,Concealed family:Couple family,Family Reference Person aged 25 to 49 years,678
2021,E09000004,Concealed family:Couple family,Family Reference Person aged 50 to 64 years,213
2021,E09000004,Concealed family:Couple family,Family Reference Person aged 65 years and over,360
2021,E09000004,Concealed family: Couple family: No children,Family Reference Person aged 24 years and under,139
2021,E09000004,Concealed family: Couple family: No children,Family Reference Person aged 25 to 49 years,452
2021,E09000004,Concealed family: Couple family: No children,Family Reference Person aged 50 to 64 years,124
2021,E09000004,Concealed family: Couple family: No children,Family Reference Person aged 65 years and over,266
2021,E09000004,Concealed family: Couple family: Dependent children,Family Reference Person aged 24 years and under,12
2021,E09000004,Concealed family: Couple family: Dependent children,Family Reference Person aged 25 to 49 years,218
2021,E09000004,Concealed family: Couple family: Dependent children,Family Reference Person aged 50 to 64 years,34
2021,E09000004,Concealed family: Couple family: Dependent children,Family Reference Person aged 65 years and over,46
2021,E09000004,Concealed family: Couple family: All children non-dependent,Family Reference Person aged 24 years and under,0
2021,E09000004,Concealed family: Couple family: All children non-dependent,Family Reference Person aged 25 to 49 years,8
2021,E09000004,Concealed family: Couple family: All children non-dependent,Family Reference Person aged 50 to 64 years,55
2021,E09000004,Concealed family: Couple family: All children non-dependent,Family Reference Person aged 65 years and over,48
2021,E09000004,Unconcealed family,Family Reference Person aged 24 years and under,635
2021,E09000004,Unconcealed family,Family Reference Person aged 25 to 49 years,32032
2021,E09000004,Unconcealed family,Family Reference Person aged 50 to 64 years,21904
2021,E09000004,Unconcealed family,Family Reference Person aged 65 years and over,13742
2021,E09000004,Unconcealed family: No children,Family Reference Person aged 24 years and under,233
2021,E09000004,Unconcealed family: No children,Family Reference Person aged 25 to 49 years,5907
2021,E09000004,Unconcealed family: No children,Family Reference Person aged 50 to 64 years,6284
2021,E09000004,Unconcealed family: No children,Family Reference Person aged 65 years and over,9511
2021,E09000004,Unconcealed family: Dependent children,Family Reference Person aged 24 years and under,398
2021,E09000004,Unconcealed family: Dependent children,Family Reference Person aged 25 to 49 years,24882
2021,E09000004,Unconcealed family: Dependent children,Family Reference Person aged 50 to 64 years,6295
2021,E09000004,Unconcealed family: Dependent children,Family Reference Person aged 65 years and over,216
2021,E09000004,Unconcealed family: All children non-dependent,Family Reference Person aged 24 years and under,4
2021,E09000004,Unconcealed family: All children non-dependent,Family Reference Person aged 25 to 49 years,1243
2021,E09000004,Unconcealed family: All children non-dependent,Family Reference Person aged 50 to 64 years,9325
2021,E09000004,Unconcealed family: All children non-dependent,Family Reference Person aged 65 years and over,4015
2021,E09000005,Concealed family,Family Reference Person aged 24 years and under,363
2021,E09000005,Concealed family,Family Reference Person aged 25 to 49 years,3840
2021,E09000005,Concealed family,Family Reference Person aged 50 to 64 years,993
2021,E09000005,Concealed family,Family Reference Person aged 65 years and over,1390
2021,E09000005,Concealed family:Lone parent family,Family Reference Person aged 24 years and under,132
2021,E09000005,Concealed family:Lone parent family,Family Reference Person aged 25 to 49 years,955
2021,E09000005,Concealed family:Lone parent family,Family Reference Person aged 50 to 64 years,407
2021,E09000005,Concealed family:Lone parent family,Family Reference Person aged 65 years and over,395
2021,E09000005,Concealed family: Lone parent family: Dependent children,Family Reference Person aged 24 years and under,129
2021,E09000005,Concealed family: Lone parent family: Dependent children,Family Reference Person aged 25 to 49 years,869
2021,E09000005,Concealed family: Lone parent family: Dependent children,Family Reference Person aged 50 to 64 years,94
2021,E09000005,Concealed family: Lone parent family: Dependent children,Family Reference Person aged 65 years and over,65
2021,E09000005,Concealed family: Lone parent family: All children non-dependent,Family Reference Person aged 24 years and under,3
2021,E09000005,Concealed family: Lone parent family: All children non-dependent,Family Reference Person aged 25 to 49 years,86
2021,E09000005,Concealed family: Lone parent family: All children non-dependent,Family Reference Person aged 50 to 64 years,313
2021,E09000005,Concealed family: Lone parent family: All children non-dependent,Family Reference Person aged 65 years and over,330
2021,E09000005,Concealed family:Couple family,Family Reference Person aged 24 years and under,231
2021,E09000005,Concealed family:Couple family,Family Reference Person aged 25 to 49 years,2885
2021,E09000005,Concealed family:Couple family,Family Reference Person aged 50 to 64 years,586
2021,E09000005,Concealed family:Couple family,Family Reference Person aged 65 years and over,995
2021,E09000005,Concealed family: Couple family: No children,Family Reference Person aged 24 years and under,199
2021,E09000005,Concealed family: Couple family: No children,Family Reference Person aged 25 to 49 years,1768
2021,E09000005,Concealed family: Couple family: No children,Family Reference Person aged 50 to 64 years,286
2021,E09000005,Concealed family: Couple family: No children,Family Reference Person aged 65 years and over,626
2021,E09000005,Concealed family: Couple family: Dependent children,Family Reference Person aged 24 years and under,32
2021,E09000005,Concealed family: Couple family: Dependent children,Family Reference Person aged 25 to 49 years,1081
2021,E09000005,Concealed family: Couple family: Dependent children,Family Reference Person aged 50 to 64 years,123
2021,E09000005,Concealed family: Couple family: Dependent children,Family Reference Person aged 65 years and over,164
2021,E09000005,Concealed family: Couple family: All children non-dependent,Family Reference Person aged 24 years and under,0
2021,E09000005,Concealed family: Couple family: All children non-dependent,Family Reference Person aged 25 to 49 years,36
2021,E09000005,Concealed family: Couple family: All children non-dependent,Family Reference Person aged 50 to 64 years,177
2021,E09000005,Concealed family: Couple family: All children non-dependent,Family Reference Person aged 65 years and over,205
2021,E09000005,Unconcealed family,Family Reference Person aged 24 years and under,1030
2021,E09000005,Unconcealed family,Family Reference Person aged 25 to 49 years,40314
2021,E09000005,Unconcealed family,Family Reference Person aged 50 to 64 years,24843
2021,E09000005,Unconcealed family,Family Reference Person aged 65 years and over,13256
2021,E09000005,Unconcealed family: No children,Family Reference Person aged 24 years and under,602
2021,E09000005,Unconcealed family: No children,Family Reference Person aged 25 to 49 years,10601
2021,E09000005,Unconcealed family: No children,Family Reference Person aged 50 to 64 years,4752
2021,E09000005,Unconcealed family: No children,Family Reference Person aged 65 years and over,5748
2021,E09000005,Unconcealed family: Dependent children,Family Reference Person aged 24 years and under,427
2021,E09000005,Unconcealed family: Dependent children,Family Reference Person aged 25 to 49 years,28048
2021,E09000005,Unconcealed family: Dependent children,Family Reference Person aged 50 to 64 years,9152
2021,E09000005,Unconcealed family: Dependent children,Family Reference Person aged 65 years and over,427
2021,E09000005,Unconcealed family: All children non-dependent,Family Reference Person aged 24 years and under,1
2021,E09000005,Unconcealed family: All children non-dependent,Family Reference Person aged 25 to 49 years,1665
2021,E09000005,Unconcealed family: All children non-dependent,Family Reference Person aged 50 to 64 years,10939
2021,E09000005,Unconcealed family: All children non-dependent,Family Reference Person aged 65 years and over,7081
2021,E09000006,Concealed family,Family Reference Person aged 24 years and under,185
2021,E09000006,Concealed family,Family Reference Person aged 25 to 49 years,877
2021,E09000006,Concealed family,Family Reference Person aged 50 to 64 years,302
2021,E09000006,Concealed family,Family Reference Person aged 65 years and over,499
2021,E09000006,Concealed family:Lone parent family,Family Reference Person aged 24 years and under,55
2021,E09000006,Concealed family:Lone parent family,Family Reference Person aged 25 to 49 years,317
2021,E09000006,Concealed family:Lone parent family,Family Reference Person aged 50 to 64 years,104
2021,E09000006,Concealed family:Lone parent family,Family Reference Person aged 65 years and over,103
2021,E09000006,Concealed family: Lone parent family: Dependent children,Family Reference Person aged 24 years and under,55
2021,E09000006,Concealed family: Lone parent family: Dependent children,Family Reference Person aged 25 to 49 years,298
2021,E09000006,Concealed family: Lone parent family: Dependent children,Family Reference Person aged 50 to 64 years,20
2021,E09000006,Concealed family: Lone parent family: Dependent children,Family Reference Person aged 65 years and over,20
2021,E09000006,Concealed family: Lone parent family: All children non-dependent,Family Reference Person aged 24 years and under,0
2021,E09000006,Concealed family: Lone parent family: All children non-dependent,Family Reference Person aged 25 to 49 years,19
2021,E09000006,Concealed family: Lone parent family: All children non-dependent,Family Reference Person aged 50 to 64 years,84
2021,E09000006,Concealed family: Lone parent family: All children non-dependent,Family Reference Person aged 65 years and over,83
2021,E09000006,Concealed family:Couple family,Family Reference Person aged 24 years and under,130
2021,E09000006,Concealed family:Couple family,Family Reference Person aged 25 to 49 years,560
2021,E09000006,Concealed family:Couple family,Family Reference Person aged 50 to 64 years,198
2021,E09000006,Concealed family:Couple family,Family Reference Person aged 65 years and over,396
2021,E09000006,Concealed family: Couple family: No children,Family Reference Person aged 24 years and under,118
2021,E09000006,Concealed family: Couple family: No children,Family Reference Person aged 25 to 49 years,402
2021,E09000006,Concealed family: Couple family: No children,Family Reference Person aged 50 to 64 years,111
2021,E09000006,Concealed family: Couple family: No children,Family Reference Person aged 65 years and over,292
2021,E09000006,Concealed family: Couple family: Dependent children,Family Reference Person aged 24 years and under,12
2021,E09000006,Concealed family: Couple family: Dependent children,Family Reference Person aged 25 to 49 years,155
2021,E09000006,Concealed family: Couple family: Dependent children,Family Reference Person aged 50 to 64 years,33
2021,E09000006,Concealed family: Couple family: Dependent children,Family Reference Person aged 65 years and over,53
2021,E09000006,Concealed family: Couple family: All children non-dependent,Family Reference Person aged 24 years and under,0
2021,E09000006,Concealed family: Couple family: All children non-dependent,Family Reference Person aged 25 to 49 years,3
2021,E09000006,Concealed family: Couple family: All children non-dependent,Family Reference Person aged 50 to 64 years,54
2021,E09000006,Concealed family: Couple family: All children non-dependent,Family Reference Person aged 65 years and over,51
2021,E09000006,Unconcealed family,Family Reference Person aged 24 years and under,822
2021,E09000006,Unconcealed family,Family Reference Person aged 25 to 49 years,44567
2021,E09000006,Unconcealed family,Family Reference Person aged 50 to 64 years,29064
2021,E09000006,Unconcealed family,Family Reference Person aged 65 years and over,19695
2021,E09000006,Unconcealed family: No children,Family Reference Person aged 24 years and under,390
2021,E09000006,Unconcealed family: No children,Family Reference Person aged 25 to 49 years,10757
2021,E09000006,Unconcealed family: No children,Family Reference Person aged 50 to 64 years,9042
2021,E09000006,Unconcealed family: No children,Family Reference Person aged 65 years and over,14242
2021,E09000006,Unconcealed family: Dependent children,Family Reference Person aged 24 years and under,429
2021,E09000006,Unconcealed family: Dependent children,Family Reference Person aged 25 to 49 years,32548
2021,E09000006,Unconcealed family: Dependent children,Family Reference Person aged 50 to 64 years,9411
2021,E09000006,Unconcealed family: Dependent children,Family Reference Person aged 65 years and over,236
2021,E09000006,Unconcealed family: All children non-dependent,Family Reference Person aged 24 years and under,3
2021,E09000006,Unconcealed family: All children non-dependent,Family Reference Person aged 25 to 49 years,1262
2021,E09000006,Unconcealed family: All children non-dependent,Family Reference Person aged 50 to 64 years,10611
2021,E09000006,Unconcealed family: All children non-dependent,Family Reference Person aged 65 years and over,5217
2021,E09000007,Concealed family,Family Reference Person aged 24 years and under,75
2021,E09000007,Concealed family,Family Reference Person aged 25 to 49 years,425
2021,E09000007,Concealed family,Family Reference Person aged 50 to 64 years,182
2021,E09000007,Concealed family,Family Reference Person aged 65 years and over,319
2021,E09000007,Concealed family:Lone parent family,Family Reference Person aged 24 years and under,37
2021,E09000007,Concealed family:Lone parent family,Family Reference Person aged 25 to 49 years,179
2021,E09000007,Concealed family:Lone parent family,Family Reference Person aged 50 to 64 years,84
2021,E09000007,Concealed family:Lone parent family,Family Reference Person aged 65 years and over,136
2021,E09000007,Concealed family: Lone parent family: Dependent children,Family Reference Person aged 24 years and under,37
2021,E09000007,Concealed family: Lone parent family: Dependent children,Family Reference Person aged 25 to 49 years,168
2021,E09000007,Concealed family: Lone parent family: Dependent children,Family Reference Person aged 50 to 64 years,24
2021,E09000007,Concealed family: Lone parent family: Dependent children,Family Reference Person aged 65 years and over,45
2021,E09000007,Concealed family: Lone parent family: All children non-dependent,Family Reference Person aged 24 years and under,0
2021,E09000007,Concealed family: Lone parent family: All children non-dependent,Family Reference Person aged 25 to 49 years,11
2021,E09000007,Concealed family: Lone parent family: All children non-dependent,Family Reference Person aged 50 to 64 years,60
2021,E09000007,Concealed family: Lone parent family: All children non-dependent,Family Reference Person aged 65 years and over,91
2021,E09000007,Concealed family:Couple family,Family Reference Person aged 24 years and under,38
2021,E09000007,Concealed family:Couple family,Family Reference Person aged 25 to 49 years,246
2021,E09000007,Concealed family:Couple family,Family Reference Person aged 50 to 64 years,98
2021,E09000007,Concealed family:Couple family,Family Reference Person aged 65 years and over,183
2021,E09000007,Concealed family: Couple family: No children,Family Reference Person aged 24 years and under,37
2021,E09000007,Concealed family: Couple family: No children,Family Reference Person aged 25 to 49 years,171
2021,E09000007,Concealed family: Couple family: No children,Family Reference Person aged 50 to 64 years,39
2021,E09000007,Concealed family: Couple family: No children,Family Reference Person aged 65 years and over,115
2021,E09000007,Concealed family: Couple family: Dependent children,Family Reference Person aged 24 years and under,1
2021,E09000007,Concealed family: Couple family: Dependent children,Family Reference Person aged 25 to 49 years,66
2021,E09000007,Concealed family: Couple family: Dependent children,Family Reference Person aged 50 to 64 years,28
2021,E09000007,Concealed family: Couple family: Dependent children,Family Reference Person aged 65 years and over,26
2021,E09000007,Concealed family: Couple family: All children non-dependent,Family Reference Person aged 24 years and under,0
2021,E09000007,Concealed family: Couple family: All children non-dependent,Family Reference Person aged 25 to 49 years,9
2021,E09000007,Concealed family: Couple family: All children non-dependent,Family Reference Person aged 50 to 64 years,31
2021,E09000007,Concealed family: Couple family: All children non-dependent,Family Reference Person aged 65 years and over,42
2021,E09000007,Unconcealed family,Family Reference Person aged 24 years and under,803
2021,E09000007,Unconcealed family,Family Reference Person aged 25 to 49 years,26545
2021,E09000007,Unconcealed family,Family Reference Person aged 50 to 64 years,13722
2021,E09000007,Unconcealed family,Family Reference Person aged 65 years and over,7263
2021,E09000007,Unconcealed family: No children,Family Reference Person aged 24 years and under,633
2021,E09000007,Unconcealed family: No children,Family Reference Person aged 25 to 49 years,11007
2021,E09000007,Unconcealed family: No children,Family Reference Person aged 50 to 64 years,3536
2021,E09000007,Unconcealed family: No children,Family Reference Person aged 65 years and over,3969
2021,E09000007,Unconcealed family: Dependent children,Family Reference Person aged 24 years and under,170
2021,E09000007,Unconcealed family: Dependent children,Family Reference Person aged 25 to 49 years,14869
2021,E09000007,Unconcealed family: Dependent children,Family Reference Person aged 50 to 64 years,5392
2021,E09000007,Unconcealed family: Dependent children,Family Reference Person aged 65 years and over,282
2021,E09000007,Unconcealed family: All children non-dependent,Family Reference Person aged 24 years and under,0
2021,E09000007,Unconcealed family: All children non-dependent,Family Reference Person aged 25 to 49 years,669
2021,E09000007,Unconcealed family: All children non-dependent,Family Reference Person aged 50 to 64 years,4794
2021,E09000007,Unconcealed family: All children non-dependent,Family Reference Person aged 65 years and over,3012
2021,E09000008,Concealed family,Family Reference Person aged 24 years and under,326
