date,geography_code,c_bedrooms_name,c_age_name,c_typaccom_name,obs_value
2011,E09000025,1 bedroom,Age 10 to 18,Whole house or bungalow: Detached,78
2011,E09000025,1 bedroom,Age 10 to 18,Whole house or bungalow: Semi-detached,91
2011,E09000025,1 bedroom,Age 10 to 18,Whole house or bungalow: Terraced (including end-terrace),154
2011,E09000025,1 bedroom,Age 10 to 18,"Flat, maisonette or apartment, or mobile/temporary accommodation",917
2011,E09000025,2 bedrooms,Age 0 to 9,Whole house or bungalow: Detached,1141
2011,E09000025,2 bedrooms,Age 0 to 9,Whole house or bungalow: Semi-detached,1409
2011,E09000025,2 bedrooms,Age 0 to 9,Whole house or bungalow: Terraced (including end-terrace),4019
2011,E09000025,2 bedrooms,Age 0 to 9,"Flat, maisonette or apartment, or mobile/temporary accommodation",10772
2011,E09000025,2 bedrooms,Age 10 to 18,Whole house or bungalow: Detached,524
2011,E09000025,2 bedrooms,Age 10 to 18,Whole house or bungalow: Semi-detached,751
2011,E09000025,2 bedrooms,Age 10 to 18,Whole house or bungalow: Terraced (including end-terrace),2144
2011,E09000025,2 bedrooms,Age 10 to 18,"Flat, maisonette or apartment, or mobile/temporary accommodation",5046
2011,E09000025,3 bedrooms,Age 0 to 9,Whole house or bungalow: Detached,2430
2011,E09000025,3 bedrooms,Age 0 to 9,Whole house or bungalow: Semi-detached,2799
2011,E09000025,3 bedrooms,Age 0 to 9,Whole house or bungalow: Terraced (including end-terrace),9324
2011,E09000025,3 bedrooms,Age 0 to 9,"Flat, maisonette or apartment, or mobile/temporary accommodation",3577
2011,E09000025,3 bedrooms,Age 10 to 18,Whole house or bungalow: Detached,1934
2011,E09000025,3 bedrooms,Age 10 to 18,Whole house or bungalow: Semi-detached,2839
2011,E09000025,3 bedrooms,Age 10 to 18,Whole house or bungalow: Terraced (including end-terrace),8511
2011,E09000025,3 bedrooms,Age 10 to 18,"Flat, maisonette or apartment, or mobile/temporary accommodation",3439
2011,E09000025,4 or more bedrooms,Age 0 to 9,Whole house or bungalow: Detached,1042
2011,E09000025,4 or more bedrooms,Age 0 to 9,Whole house or bungalow: Semi-detached,1374
2011,E09000025,4 or more bedrooms,Age 0 to 9,Whole house or bungalow: Terraced (including end-terrace),3494
2011,E09000025,4 or more bedrooms,Age 0 to 9,"Flat, maisonette or apartment, or mobile/temporary accommodation",462
2011,E09000025,4 or more bedrooms,Age 10 to 18,Whole house or bungalow: Detached,1187
2011,E09000025,4 or more bedrooms,Age 10 to 18,Whole house or bungalow: Semi-detached,1611
2011,E09000025,4 or more bedrooms,Age 10 to 18,Whole house or bungalow: Terraced (including end-terrace),3870
2011,E09000025,4 or more bedrooms,Age 10 to 18,"Flat, maisonette or apartment, or mobile/temporary accommodation",344
2011,E09000028,1 bedroom,Age 0 to 9,Whole house or bungalow: Detached,47
2011,E09000028,1 bedroom,Age 0 to 9,Whole house or bungalow: Semi-detached,81
2011,E09000028,1 bedroom,Age 0 to 9,Whole house or bungalow: Terraced (including end-terrace),79
2011,E09000028,1 bedroom,Age 0 to 9,"Flat, maisonette or apartment, or mobile/temporary accommodation",4435
2011,E09000028,1 bedroom,Age 10 to 18,Whole house or bungalow: Detached,19
2011,E09000028,1 bedroom,Age 10 to 18,Whole house or bungalow: Semi-detached,25
2011,E09000028,1 bedroom,Age 10 to 18,Whole house or bungalow: Terraced (including end-terrace),27
2011,E09000028,1 bedroom,Age 10 to 18,"Flat, maisonette or apartment, or mobile/temporary accommodation",1063
2011,E09000028,2 bedrooms,Age 0 to 9,Whole house or bungalow: Detached,177
2011,E09000028,2 bedrooms,Age 0 to 9,Whole house or bungalow: Semi-detached,390
2011,E09000028,2 bedrooms,Age 0 to 9,Whole house or bungalow: Terraced (including end-terrace),966
2011,E09000028,2 bedrooms,Age 0 to 9,"Flat, maisonette or apartment, or mobile/temporary accommodation",14158
2011,E09000028,2 bedrooms,Age 10 to 18,Whole house or bungalow: Detached,92
2011,E09000028,2 bedrooms,Age 10 to 18,Whole house or bungalow: Semi-detached,258
2011,E09000028,2 bedrooms,Age 10 to 18,Whole house or bungalow: Terraced (including end-terrace),560
2011,E09000028,2 bedrooms,Age 10 to 18,"Flat, maisonette or apartment, or mobile/temporary accommodation",6541
2011,E09000028,3 bedrooms,Age 0 to 9,Whole house or bungalow: Detached,351
2011,E09000028,3 bedrooms,Age 0 to 9,Whole house or bungalow: Semi-detached,975
2011,E09000028,3 bedrooms,Age 0 to 9,Whole house or bungalow: Terraced (including end-terrace),2952
2011,E09000028,3 bedrooms,Age 0 to 9,"Flat, maisonette or apartment, or mobile/temporary accommodation",6031
2011,E09000028,3 bedrooms,Age 10 to 18,Whole house or bungalow: Detached,314
2011,E09000028,3 bedrooms,Age 10 to 18,Whole house or bungalow: Semi-detached,910
2011,E09000028,3 bedrooms,Age 10 to 18,Whole house or bungalow: Terraced (including end-terrace),2263
2011,E09000028,3 bedrooms,Age 10 to 18,"Flat, maisonette or apartment, or mobile/temporary accommodation",6108
2011,E09000028,4 or more bedrooms,Age 0 to 9,Whole house or bungalow: Detached,483
2011,E09000028,4 or more bedrooms,Age 0 to 9,Whole house or bungalow: Semi-detached,1579
2011,E09000028,4 or more bedrooms,Age 0 to 9,Whole house or bungalow: Terraced (including end-terrace),2399
2011,E09000028,4 or more bedrooms,Age 0 to 9,"Flat, maisonette or apartment, or mobile/temporary accommodation",1166
2011,E09000028,4 or more bedrooms,Age 10 to 18,Whole house or bungalow: Detached,550
2011,E09000028,4 or more bedrooms,Age 10 to 18,Whole house or bungalow: Semi-detached,1541
2011,E09000028,4 or more bedrooms,Age 10 to 18,Whole house or bungalow: Terraced (including end-terrace),2080
2011,E09000028,4 or more bedrooms,Age 10 to 18,"Flat, maisonette or apartment, or mobile/temporary accommodation",1455
2011,E09000030,1 bedroom,Age 0 to 9,Whole house or bungalow: Detached,24
2011,E09000030,1 bedroom,Age 0 to 9,Whole house or bungalow: Semi-detached,30
2011,E09000030,1 bedroom,Age 0 to 9,Whole house or bungalow: Terraced (including end-terrace),56
2011,E09000030,1 bedroom,Age 0 to 9,"Flat, maisonette or apartment, or mobile/temporary accommodation",2659
2011,E09000030,1 bedroom,Age 10 to 18,Whole house or bungalow: Detached,20
2011,E09000030,1 bedroom,Age 10 to 18,Whole house or bungalow: Semi-detached,21
2011,E09000030,1 bedroom,Age 10 to 18,Whole house or bungalow: Terraced (including end-terrace),19
2011,E09000030,1 bedroom,Age 10 to 18,"Flat, maisonette or apartment, or mobile/temporary accommodation",502
2011,E09000030,2 bedrooms,Age 0 to 9,Whole house or bungalow: Detached,124
2011,E09000030,2 bedrooms,Age 0 to 9,Whole house or bungalow: Semi-detached,257
2011,E09000030,2 bedrooms,Age 0 to 9,Whole house or bungalow: Terraced (including end-terrace),717
2011,E09000030,2 bedrooms,Age 0 to 9,"Flat, maisonette or apartment, or mobile/temporary accommodation",16629
2011,E09000030,2 bedrooms,Age 10 to 18,Whole house or bungalow: Detached,72
2011,E09000030,2 bedrooms,Age 10 to 18,Whole house or bungalow: Semi-detached,165
2011,E09000030,2 bedrooms,Age 10 to 18,Whole house or bungalow: Terraced (including end-terrace),382
2011,E09000030,2 bedrooms,Age 10 to 18,"Flat, maisonette or apartment, or mobile/temporary accommodation",6804
2011,E09000030,3 bedrooms,Age 0 to 9,Whole house or bungalow: Detached,250
2011,E09000030,3 bedrooms,Age 0 to 9,Whole house or bungalow: Semi-detached,376
2011,E09000030,3 bedrooms,Age 0 to 9,Whole house or bungalow: Terraced (including end-terrace),1583
2011,E09000030,3 bedrooms,Age 0 to 9,"Flat, maisonette or apartment, or mobile/temporary accommodation",7820
2011,E09000030,3 bedrooms,Age 10 to 18,Whole house or bungalow: Detached,305
2011,E09000030,3 bedrooms,Age 10 to 18,Whole house or bungalow: Semi-detached,414
2011,E09000030,3 bedrooms,Age 10 to 18,Whole house or bungalow: Terraced (including end-terrace),1459
2011,E09000030,3 bedrooms,Age 10 to 18,"Flat, maisonette or apartment, or mobile/temporary accommodation",6854
2011,E09000030,4 or more bedrooms,Age 0 to 9,Whole house or bungalow: Detached,266
2011,E09000030,4 or more bedrooms,Age 0 to 9,Whole house or bungalow: Semi-detached,457
2011,E09000030,4 or more bedrooms,Age 0 to 9,Whole house or bungalow: Terraced (including end-terrace),1300
2011,E09000030,4 or more bedrooms,Age 0 to 9,"Flat, maisonette or apartment, or mobile/temporary accommodation",1724
2011,E09000030,4 or more bedrooms,Age 10 to 18,Whole house or bungalow: Detached,402
2011,E09000030,4 or more bedrooms,Age 10 to 18,Whole house or bungalow: Semi-detached,638
2011,E09000030,4 or more bedrooms,Age 10 to 18,Whole house or bungalow: Terraced (including end-terrace),1557
2011,E09000030,4 or more bedrooms,Age 10 to 18,"Flat, maisonette or apartment, or mobile/temporary accommodation",2204
2011,E09000032,1 bedroom,Age 0 to 9,Whole house or bungalow: Detached,41
2011,E09000032,1 bedroom,Age 0 to 9,Whole house or bungalow: Semi-detached,50
2011,E09000032,1 bedroom,Age 0 to 9,Whole house or bungalow: Terraced (including end-terrace),72
2011,E09000032,1 bedroom,Age 0 to 9,"Flat, maisonette or apartment, or mobile/temporary accommodation",1958
2011,E09000032,1 bedroom,Age 10 to 18,Whole house or bungalow: Detached,8
2011,E09000032,1 bedroom,Age 10 to 18,Whole house or bungalow: Semi-detached,25
2011,E09000032,1 bedroom,Age 10 to 18,Whole house or bungalow: Terraced (including end-terrace),33
2011,E09000032,1 bedroom,Age 10 to 18,"Flat, maisonette or apartment, or mobile/temporary accommodation",553
2011,E09000032,2 bedrooms,Age 0 to 9,Whole house or bungalow: Detached,183
2011,E09000032,2 bedrooms,Age 0 to 9,Whole house or bungalow: Semi-detached,381
2011,E09000032,2 bedrooms,Age 0 to 9,Whole house or bungalow: Terraced (including end-terrace),1159
2011,E09000032,2 bedrooms,Age 0 to 9,"Flat, maisonette or apartment, or mobile/temporary accommodation",9416
2011,E09000032,2 bedrooms,Age 10 to 18,Whole house or bungalow: Detached,68
2011,E09000032,2 bedrooms,Age 10 to 18,Whole house or bungalow: Semi-detached,147
2011,E09000032,2 bedrooms,Age 10 to 18,Whole house or bungalow: Terraced (including end-terrace),488
2011,E09000032,2 bedrooms,Age 10 to 18,"Flat, maisonette or apartment, or mobile/temporary accommodation",4006
2011,E09000032,3 bedrooms,Age 0 to 9,Whole house or bungalow: Detached,403
2011,E09000032,3 bedrooms,Age 0 to 9,Whole house or bungalow: Semi-detached,1173
2011,E09000032,3 bedrooms,Age 0 to 9,Whole house or bungalow: Terraced (including end-terrace),3803
2011,E09000032,3 bedrooms,Age 0 to 9,"Flat, maisonette or apartment, or mobile/temporary accommodation",4289
2011,E09000032,3 bedrooms,Age 10 to 18,Whole house or bungalow: Detached,296
2011,E09000032,3 bedrooms,Age 10 to 18,Whole house or bungalow: Semi-detached,914
2011,E09000032,3 bedrooms,Age 10 to 18,Whole house or bungalow: Terraced (including end-terrace),2217
2011,E09000032,3 bedrooms,Age 10 to 18,"Flat, maisonette or apartment, or mobile/temporary accommodation",3422
2011,E09000032,4 or more bedrooms,Age 0 to 9,Whole house or bungalow: Detached,1037
2011,E09000032,4 or more bedrooms,Age 0 to 9,Whole house or bungalow: Semi-detached,3039
2011,E09000032,4 or more bedrooms,Age 0 to 9,Whole house or bungalow: Terraced (including end-terrace),8299
2011,E09000032,4 or more bedrooms,Age 0 to 9,"Flat, maisonette or apartment, or mobile/temporary accommodation",925
2011,E09000032,4 or more bedrooms,Age 10 to 18,Whole house or bungalow: Detached,998
2011,E09000032,4 or more bedrooms,Age 10 to 18,Whole house or bungalow: Semi-detached,2332
2011,E09000032,4 or more bedrooms,Age 10 to 18,Whole house or bungalow: Terraced (including end-terrace),3921
2011,E09000032,4 or more bedrooms,Age 10 to 18,"Flat, maisonette or apartment, or mobile/temporary accommodation",939
2011,E09000033,1 bedroom,Age 0 to 9,Whole house or bungalow: Detached,22
2011,E09000033,1 bedroom,Age 0 to 9,Whole house or bungalow: Semi-detached,24
2011,E09000033,1 bedroom,Age 0 to 9,Whole house or bungalow: Terraced (including end-terrace),32
2011,E09000033,1 bedroom,Age 0 to 9,"Flat, maisonette or apartment, or mobile/temporary accommodation",2322
2011,E09000033,1 bedroom,Age 10 to 18,Whole house or bungalow: Detached,6
2011,E09000033,1 bedroom,Age 10 to 18,Whole house or bungalow: Semi-detached,1
2011,E09000033,1 bedroom,Age 10 to 18,Whole house or bungalow: Terraced (including end-terrace),8
2011,E09000033,1 bedroom,Age 10 to 18,"Flat, maisonette or apartment, or mobile/temporary accommodation",684
2011,E09000033,2 bedrooms,Age 0 to 9,Whole house or bungalow: Detached,95
2011,E09000033,2 bedrooms,Age 0 to 9,Whole house or bungalow: Semi-detached,140
2011,E09000033,2 bedrooms,Age 0 to 9,Whole house or bungalow: Terraced (including end-terrace),430
2011,E09000033,2 bedrooms,Age 0 to 9,"Flat, maisonette or apartment, or mobile/temporary accommodation",8719
2011,E09000033,2 bedrooms,Age 10 to 18,Whole house or bungalow: Detached,48
2011,E09000033,2 bedrooms,Age 10 to 18,Whole house or bungalow: Semi-detached,116
2011,E09000033,2 bedrooms,Age 10 to 18,Whole house or bungalow: Terraced (including end-terrace),278
2011,E09000033,2 bedrooms,Age 10 to 18,"Flat, maisonette or apartment, or mobile/temporary accommodation",4426
2011,E09000033,3 bedrooms,Age 0 to 9,Whole house or bungalow: Detached,87
2011,E09000033,3 bedrooms,Age 0 to 9,Whole house or bungalow: Semi-detached,174
2011,E09000033,3 bedrooms,Age 0 to 9,Whole house or bungalow: Terraced (including end-terrace),787
2011,E09000033,3 bedrooms,Age 0 to 9,"Flat, maisonette or apartment, or mobile/temporary accommodation",5898
2011,E09000033,3 bedrooms,Age 10 to 18,Whole house or bungalow: Detached,81
2011,E09000033,3 bedrooms,Age 10 to 18,Whole house or bungalow: Semi-detached,149
2011,E09000033,3 bedrooms,Age 10 to 18,Whole house or bungalow: Terraced (including end-terrace),446
2011,E09000033,3 bedrooms,Age 10 to 18,"Flat, maisonette or apartment, or mobile/temporary accommodation",4640
2011,E09000033,4 or more bedrooms,Age 0 to 9,Whole house or bungalow: Detached,290
2011,E09000033,4 or more bedrooms,Age 0 to 9,Whole house or bungalow: Semi-detached,473
2011,E09000033,4 or more bedrooms,Age 0 to 9,Whole house or bungalow: Terraced (including end-terrace),1291
2011,E09000033,4 or more bedrooms,Age 0 to 9,"Flat, maisonette or apartment, or mobile/temporary accommodation",1526
2011,E09000033,4 or more bedrooms,Age 10 to 18,Whole house or bungalow: Detached,373
2011,E09000033,4 or more bedrooms,Age 10 to 18,Whole house or bungalow: Semi-detached,428
2011,E09000033,4 or more bedrooms,Age 10 to 18,Whole house or bungalow: Terraced (including end-terrace),1041
2011,E09000033,4 or more bedrooms,Age 10 to 18,"Flat, maisonette or apartment, or mobile/temporary accommodation",1433
2011,E09000002,1 bedroom,Age 0 to 9,Whole house or bungalow: Detached,44
2011,E09000002,1 bedroom,Age 0 to 9,Whole house or bungalow: Semi-detached,78
2011,E09000002,1 bedroom,Age 0 to 9,Whole house or bungalow: Terraced (including end-terrace),101
2011,E09000002,1 bedroom,Age 0 to 9,"Flat, maisonette or apartment, or mobile/temporary accommodation",1778
2011,E09000002,1 bedroom,Age 10 to 18,Whole house or bungalow: Detached,21
2011,E09000002,1 bedroom,Age 10 to 18,Whole house or bungalow: Semi-detached,37
2011,E09000002,1 bedroom,Age 10 to 18,Whole house or bungalow: Terraced (including end-terrace),56
2011,E09000002,1 bedroom,Age 10 to 18,"Flat, maisonette or apartment, or mobile/temporary accommodation",270
2011,E09000002,2 bedrooms,Age 0 to 9,Whole house or bungalow: Detached,771
2011,E09000002,2 bedrooms,Age 0 to 9,Whole house or bungalow: Semi-detached,1794
2011,E09000002,2 bedrooms,Age 0 to 9,Whole house or bungalow: Terraced (including end-terrace),5367
2011,E09000002,2 bedrooms,Age 0 to 9,"Flat, maisonette or apartment, or mobile/temporary accommodation",5754
2011,E09000002,2 bedrooms,Age 10 to 18,Whole house or bungalow: Detached,249
2011,E09000002,2 bedrooms,Age 10 to 18,Whole house or bungalow: Semi-detached,768
2011,E09000002,2 bedrooms,Age 10 to 18,Whole house or bungalow: Terraced (including end-terrace),2521
2011,E09000002,2 bedrooms,Age 10 to 18,"Flat, maisonette or apartment, or mobile/temporary accommodation",1385
2011,E09000002,3 bedrooms,Age 0 to 9,Whole house or bungalow: Detached,1002
2011,E09000002,3 bedrooms,Age 0 to 9,Whole house or bungalow: Semi-detached,3926
2011,E09000002,3 bedrooms,Age 0 to 9,Whole house or bungalow: Terraced (including end-terrace),7268
2011,E09000002,3 bedrooms,Age 0 to 9,"Flat, maisonette or apartment, or mobile/temporary accommodation",2412
2011,E09000002,3 bedrooms,Age 10 to 18,Whole house or bungalow: Detached,647
2011,E09000002,3 bedrooms,Age 10 to 18,Whole house or bungalow: Semi-detached,3410
2011,E09000002,3 bedrooms,Age 10 to 18,Whole house or bungalow: Terraced (including end-terrace),6622
2011,E09000002,3 bedrooms,Age 10 to 18,"Flat, maisonette or apartment, or mobile/temporary accommodation",1911
2011,E09000002,4 or more bedrooms,Age 0 to 9,Whole house or bungalow: Detached,265
2011,E09000002,4 or more bedrooms,Age 0 to 9,Whole house or bungalow: Semi-detached,970
2011,E09000002,4 or more bedrooms,Age 0 to 9,Whole house or bungalow: Terraced (including end-terrace),1337
2011,E09000002,4 or more bedrooms,Age 0 to 9,"Flat, maisonette or apartment, or mobile/temporary accommodation",130
2011,E09000002,4 or more bedrooms,Age 10 to 18,Whole house or bungalow: Detached,224
2011,E09000002,4 or more bedrooms,Age 10 to 18,Whole house or bungalow: Semi-detached,1392
2011,E09000002,4 or more bedrooms,Age 10 to 18,Whole house or bungalow: Terraced (including end-terrace),1665
2011,E09000002,4 or more bedrooms,Age 10 to 18,"Flat, maisonette or apartment, or mobile/temporary accommodation",120
2011,E09000003,1 bedroom,Age 0 to 9,Whole house or bungalow: Detached,54
2011,E09000003,1 bedroom,Age 0 to 9,Whole house or bungalow: Semi-detached,130
2011,E09000003,1 bedroom,Age 0 to 9,Whole house or bungalow: Terraced (including end-terrace),94
2011,E09000003,1 bedroom,Age 0 to 9,"Flat, maisonette or apartment, or mobile/temporary accommodation",1903
2011,E09000003,1 bedroom,Age 10 to 18,Whole house or bungalow: Detached,27
2011,E09000003,1 bedroom,Age 10 to 18,Whole house or bungalow: Semi-detached,85
2011,E09000003,1 bedroom,Age 10 to 18,Whole house or bungalow: Terraced (including end-terrace),49
2011,E09000003,1 bedroom,Age 10 to 18,"Flat, maisonette or apartment, or mobile/temporary accommodation",523
2011,E09000003,2 bedrooms,Age 0 to 9,Whole house or bungalow: Detached,431
2011,E09000003,2 bedrooms,Age 0 to 9,Whole house or bungalow: Semi-detached,1434
2011,E09000003,2 bedrooms,Age 0 to 9,Whole house or bungalow: Terraced (including end-terrace),1695
2011,E09000003,2 bedrooms,Age 0 to 9,"Flat, maisonette or apartment, or mobile/temporary accommodation",11162
2011,E09000003,2 bedrooms,Age 10 to 18,Whole house or bungalow: Detached,215
2011,E09000003,2 bedrooms,Age 10 to 18,Whole house or bungalow: Semi-detached,778
2011,E09000003,2 bedrooms,Age 10 to 18,Whole house or bungalow: Terraced (including end-terrace),1103
2011,E09000003,2 bedrooms,Age 10 to 18,"Flat, maisonette or apartment, or mobile/temporary accommodation",4336
2011,E09000003,3 bedrooms,Age 0 to 9,Whole house or bungalow: Detached,1320
2011,E09000003,3 bedrooms,Age 0 to 9,Whole house or bungalow: Semi-detached,7743
2011,E09000003,3 bedrooms,Age 0 to 9,Whole house or bungalow: Terraced (including end-terrace),4473
2011,E09000003,3 bedrooms,Age 0 to 9,"Flat, maisonette or apartment, or mobile/temporary accommodation",2641
2011,E09000003,3 bedrooms,Age 10 to 18,Whole house or bungalow: Detached,1111
2011,E09000003,3 bedrooms,Age 10 to 18,Whole house or bungalow: Semi-detached,6168
2011,E09000003,3 bedrooms,Age 10 to 18,Whole house or bungalow: Terraced (including end-terrace),3851
2011,E09000003,3 bedrooms,Age 10 to 18,"Flat, maisonette or apartment, or mobile/temporary accommodation",2073
2011,E09000003,4 or more bedrooms,Age 0 to 9,Whole house or bungalow: Detached,4329
2011,E09000003,4 or more bedrooms,Age 0 to 9,Whole house or bungalow: Semi-detached,8258
2011,E09000003,4 or more bedrooms,Age 0 to 9,Whole house or bungalow: Terraced (including end-terrace),2477
2011,E09000003,4 or more bedrooms,Age 0 to 9,"Flat, maisonette or apartment, or mobile/temporary accommodation",441
2011,E09000003,4 or more bedrooms,Age 10 to 18,Whole house or bungalow: Detached,4938
2011,E09000003,4 or more bedrooms,Age 10 to 18,Whole house or bungalow: Semi-detached,8394
2011,E09000003,4 or more bedrooms,Age 10 to 18,Whole house or bungalow: Terraced (including end-terrace),2410
2011,E09000003,4 or more bedrooms,Age 10 to 18,"Flat, maisonette or apartment, or mobile/temporary accommodation",371
2011,E09000004,1 bedroom,Age 0 to 9,Whole house or bungalow: Detached,26
2011,E09000004,1 bedroom,Age 0 to 9,Whole house or bungalow: Semi-detached,76
2011,E09000004,1 bedroom,Age 0 to 9,Whole house or bungalow: Terraced (including end-terrace),41
2011,E09000004,1 bedroom,Age 0 to 9,"Flat, maisonette or apartment, or mobile/temporary accommodation",626
2011,E09000004,1 bedroom,Age 10 to 18,Whole house or bungalow: Detached,13
2011,E09000004,1 bedroom,Age 10 to 18,Whole house or bungalow: Semi-detached,74
2011,E09000004,1 bedroom,Age 10 to 18,Whole house or bungalow: Terraced (including end-terrace),27
2011,E09000004,1 bedroom,Age 10 to 18,"Flat, maisonette or apartment, or mobile/temporary accommodation",123
2011,E09000004,2 bedrooms,Age 0 to 9,Whole house or bungalow: Detached,126
2011,E09000004,2 bedrooms,Age 0 to 9,Whole house or bungalow: Semi-detached,1097
2011,E09000004,2 bedrooms,Age 0 to 9,Whole house or bungalow: Terraced (including end-terrace),1977
2011,E09000004,2 bedrooms,Age 0 to 9,"Flat, maisonette or apartment, or mobile/temporary accommodation",4022
2011,E09000004,2 bedrooms,Age 10 to 18,Whole house or bungalow: Detached,85
2011,E09000004,2 bedrooms,Age 10 to 18,Whole house or bungalow: Semi-detached,584
2011,E09000004,2 bedrooms,Age 10 to 18,Whole house or bungalow: Terraced (including end-terrace),803
2011,E09000004,2 bedrooms,Age 10 to 18,"Flat, maisonette or apartment, or mobile/temporary accommodation",1296
2011,E09000004,3 bedrooms,Age 0 to 9,Whole house or bungalow: Detached,677
2011,E09000004,3 bedrooms,Age 0 to 9,Whole house or bungalow: Semi-detached,7648
2011,E09000004,3 bedrooms,Age 0 to 9,Whole house or bungalow: Terraced (including end-terrace),5405
2011,E09000004,3 bedrooms,Age 0 to 9,"Flat, maisonette or apartment, or mobile/temporary accommodation",905
2011,E09000004,3 bedrooms,Age 10 to 18,Whole house or bungalow: Detached,571
2011,E09000004,3 bedrooms,Age 10 to 18,Whole house or bungalow: Semi-detached,7414
2011,E09000004,3 bedrooms,Age 10 to 18,Whole house or bungalow: Terraced (including end-terrace),4787
2011,E09000004,3 bedrooms,Age 10 to 18,"Flat, maisonette or apartment, or mobile/temporary accommodation",726
2011,E09000004,4 or more bedrooms,Age 0 to 9,Whole house or bungalow: Detached,1000
2011,E09000004,4 or more bedrooms,Age 0 to 9,Whole house or bungalow: Semi-detached,4113
2011,E09000004,4 or more bedrooms,Age 0 to 9,Whole house or bungalow: Terraced (including end-terrace),1260
2011,E09000004,4 or more bedrooms,Age 0 to 9,"Flat, maisonette or apartment, or mobile/temporary accommodation",196
2011,E09000004,4 or more bedrooms,Age 10 to 18,Whole house or bungalow: Detached,1417
2011,E09000004,4 or more bedrooms,Age 10 to 18,Whole house or bungalow: Semi-detached,5972
2011,E09000004,4 or more bedrooms,Age 10 to 18,Whole house or bungalow: Terraced (including end-terrace),1708
2011,E09000004,4 or more bedrooms,Age 10 to 18,"Flat, maisonette or apartment, or mobile/temporary accommodation",186
2011,E09000005,1 bedroom,Age 0 to 9,Whole house or bungalow: Detached,95
2011,E09000005,1 bedroom,Age 0 to 9,Whole house or bungalow: Semi-detached,197
2011,E09000005,1 bedroom,Age 0 to 9,Whole house or bungalow: Terraced (including end-terrace),122
2011,E09000005,1 bedroom,Age 0 to 9,"Flat, maisonette or apartment, or mobile/temporary accommodation",3066
2011,E09000005,1 bedroom,Age 10 to 18,Whole house or bungalow: Detached,30
2011,E09000005,1 bedroom,Age 10 to 18,Whole house or bungalow: Semi-detached,122
2011,E09000005,1 bedroom,Age 10 to 18,Whole house or bungalow: Terraced (including end-terrace),63
2011,E09000005,1 bedroom,Age 10 to 18,"Flat, maisonette or apartment, or mobile/temporary accommodation",815
2011,E09000005,2 bedrooms,Age 0 to 9,Whole house or bungalow: Detached,487
2011,E09000005,2 bedrooms,Age 0 to 9,Whole house or bungalow: Semi-detached,1108
2011,E09000005,2 bedrooms,Age 0 to 9,Whole house or bungalow: Terraced (including end-terrace),923
2011,E09000005,2 bedrooms,Age 0 to 9,"Flat, maisonette or apartment, or mobile/temporary accommodation",12416
2011,E09000005,2 bedrooms,Age 10 to 18,Whole house or bungalow: Detached,296
2011,E09000005,2 bedrooms,Age 10 to 18,Whole house or bungalow: Semi-detached,623
2011,E09000005,2 bedrooms,Age 10 to 18,Whole house or bungalow: Terraced (including end-terrace),609
2011,E09000005,2 bedrooms,Age 10 to 18,"Flat, maisonette or apartment, or mobile/temporary accommodation",5553
2011,E09000005,3 bedrooms,Age 0 to 9,Whole house or bungalow: Detached,1377
2011,E09000005,3 bedrooms,Age 0 to 9,Whole house or bungalow: Semi-detached,5249
2011,E09000005,3 bedrooms,Age 0 to 9,Whole house or bungalow: Terraced (including end-terrace),3367
2011,E09000005,3 bedrooms,Age 0 to 9,"Flat, maisonette or apartment, or mobile/temporary accommodation",3451
2011,E09000005,3 bedrooms,Age 10 to 18,Whole house or bungalow: Detached,1249
2011,E09000005,3 bedrooms,Age 10 to 18,Whole house or bungalow: Semi-detached,5434
2011,E09000005,3 bedrooms,Age 10 to 18,Whole house or bungalow: Terraced (including end-terrace),3463
2011,E09000005,3 bedrooms,Age 10 to 18,"Flat, maisonette or apartment, or mobile/temporary accommodation",2918
2011,E09000005,4 or more bedrooms,Age 0 to 9,Whole house or bungalow: Detached,1645
2011,E09000005,4 or more bedrooms,Age 0 to 9,Whole house or bungalow: Semi-detached,4177
2011,E09000005,4 or more bedrooms,Age 0 to 9,Whole house or bungalow: Terraced (including end-terrace),2599
2011,E09000005,4 or more bedrooms,Age 0 to 9,"Flat, maisonette or apartment, or mobile/temporary accommodation",802
2011,E09000005,4 or more bedrooms,Age 10 to 18,Whole house or bungalow: Detached,1921
2011,E09000005,4 or more bedrooms,Age 10 to 18,Whole house or bungalow: Semi-detached,4907
2011,E09000005,4 or more bedrooms,Age 10 to 18,Whole house or bungalow: Terraced (including end-terrace),2708
2011,E09000005,4 or more bedrooms,Age 10 to 18,"Flat, maisonette or apartment, or mobile/temporary accommodation",587
2011,E09000006,1 bedroom,Age 0 to 9,Whole house or bungalow: Detached,24
2011,E09000006,1 bedroom,Age 0 to 9,Whole house or bungalow: Semi-detached,55
2011,E09000006,1 bedroom,Age 0 to 9,Whole house or bungalow: Terraced (including end-terrace),46
2011,E09000006,1 bedroom,Age 0 to 9,"Flat, maisonette or apartment, or mobile/temporary accommodation",1009
2011,E09000006,1 bedroom,Age 10 to 18,Whole house or bungalow: Detached,21
2011,E09000006,1 bedroom,Age 10 to 18,Whole house or bungalow: Semi-detached,36
2011,E09000006,1 bedroom,Age 10 to 18,Whole house or bungalow: Terraced (including end-terrace),37
2011,E09000006,1 bedroom,Age 10 to 18,"Flat, maisonette or apartment, or mobile/temporary accommodation",186
