date,geography_code,family_status_name,dependent_children_name,economic_activity_name,obs_value
2011,E41000293,Couple family: One parent working,One dependent child in family,Economically active: In employment: Employee: Part-time (including full-time students),389
2011,E41000293,Couple family: One parent working,One dependent child in family,Economically active: In employment: Employee: Full-time (including full-time students),1283
2011,E41000293,Couple family: One parent working,One dependent child in family,Economically active: In employment: Self-employed: Part-time (including full-time students),137
2011,E41000293,Couple family: One parent working,One dependent child in family,Economically active: In employment: Self-employed: Full-time (including full-time students),345
2011,E41000293,Couple family: One parent working,One dependent child in family,Economically active: Unemployed (including full-time students),527
2011,E41000293,Couple family: One parent working,One dependent child in family,Economically inactive: Retired,36
2011,E41000293,Couple family: One parent working,One dependent child in family,Economically inactive: Student (including full-time students),118
2011,E41000293,Couple family: One parent working,One dependent child in family,Economically inactive: Looking after home or family,1036
2011,E41000293,Couple family: One parent working,One dependent child in family,Economically inactive: Long-term sick or disabled,160
2011,E41000293,Couple family: One parent working,One dependent child in family,Economically inactive: Other,272
2011,E41000293,Couple family: One parent working,Two dependent children in family,Economically active: In employment: Employee: Part-time (including full-time students),483
2011,E41000293,Couple family: One parent working,Two dependent children in family,Economically active: In employment: Employee: Full-time (including full-time students),1332
2011,E41000293,Couple family: One parent working,Two dependent children in family,Economically active: In employment: Self-employed: Part-time (including full-time students),191
2011,E41000293,Couple family: One parent working,Two dependent children in family,Economically active: In employment: Self-employed: Full-time (including full-time students),420
2011,E41000293,Couple family: One parent working,Two dependent children in family,Economically active: Unemployed (including full-time students),482
2011,E41000293,Couple family: One parent working,Two dependent children in family,Economically inactive: Retired,11
2011,E41000293,Couple family: One parent working,Two dependent children in family,Economically inactive: Student (including full-time students),137
2011,E41000293,Couple family: One parent working,Two dependent children in family,Economically inactive: Looking after home or family,1412
2011,E41000293,Couple family: One parent working,Two dependent children in family,Economically inactive: Long-term sick or disabled,117
2011,E41000293,Couple family: One parent working,Two dependent children in family,Economically inactive: Other,267
2011,E41000293,Couple family: One parent working,Three or more dependent children in family,Economically active: In employment: Employee: Part-time (including full-time students),455
2011,E41000293,Couple family: One parent working,Three or more dependent children in family,Economically active: In employment: Employee: Full-time (including full-time students),864
2011,E41000293,Couple family: One parent working,Three or more dependent children in family,Economically active: In employment: Self-employed: Part-time (including full-time students),222
2011,E41000293,Couple family: One parent working,Three or more dependent children in family,Economically active: In employment: Self-employed: Full-time (including full-time students),293
2011,E41000293,Couple family: One parent working,Three or more dependent children in family,Economically active: Unemployed (including full-time students),312
2011,E41000293,Couple family: One parent working,Three or more dependent children in family,Economically inactive: Retired,9
2011,E41000293,Couple family: One parent working,Three or more dependent children in family,Economically inactive: Student (including full-time students),110
2011,E41000293,Couple family: One parent working,Three or more dependent children in family,Economically inactive: Looking after home or family,1150
2011,E41000293,Couple family: One parent working,Three or more dependent children in family,Economically inactive: Long-term sick or disabled,69
2011,E41000293,Couple family: One parent working,Three or more dependent children in family,Economically inactive: Other,184
2011,E41000293,Couple family: No parents working,One dependent child in family,Economically active: In employment: Employee: Part-time (including full-time students),0
2011,E41000293,Couple family: No parents working,One dependent child in family,Economically active: In employment: Employee: Full-time (including full-time students),0
2011,E41000293,Couple family: No parents working,One dependent child in family,Economically active: In employment: Self-employed: Part-time (including full-time students),0
2011,E41000293,Couple family: No parents working,One dependent child in family,Economically active: In employment: Self-employed: Full-time (including full-time students),0
2011,E41000293,Couple family: No parents working,One dependent child in family,Economically active: Unemployed (including full-time students),300
2011,E41000293,Couple family: No parents working,One dependent child in family,Economically inactive: Retired,87
2011,E41000293,Couple family: No parents working,One dependent child in family,Economically inactive: Student (including full-time students),63
2011,E41000293,Couple family: No parents working,One dependent child in family,Economically inactive: Looking after home or family,338
2011,E41000293,Couple family: No parents working,One dependent child in family,Economically inactive: Long-term sick or disabled,259
2011,E41000293,Couple family: No parents working,One dependent child in family,Economically inactive: Other,191
2011,E41000293,Couple family: No parents working,Two dependent children in family,Economically active: In employment: Employee: Part-time (including full-time students),0
2011,E41000293,Couple family: No parents working,Two dependent children in family,Economically active: In employment: Employee: Full-time (including full-time students),0
2011,E41000293,Couple family: No parents working,Two dependent children in family,Economically active: In employment: Self-employed: Part-time (including full-time students),0
2011,E41000293,Couple family: No parents working,Two dependent children in family,Economically active: In employment: Self-employed: Full-time (including full-time students),0
2011,E41000293,Couple family: No parents working,Two dependent children in family,Economically active: Unemployed (including full-time students),339
2011,E41000293,Couple family: No parents working,Two dependent children in family,Economically inactive: Retired,30
2011,E41000293,Couple family: No parents working,Two dependent children in family,Economically inactive: Student (including full-time students),62
2011,E41000293,Couple family: No parents working,Two dependent children in family,Economically inactive: Looking after home or family,381
2011,E41000293,Couple family: No parents working,Two dependent children in family,Economically inactive: Long-term sick or disabled,178
2011,E41000293,Couple family: No parents working,Two dependent children in family,Economically inactive: Other,160
2011,E41000293,Couple family: No parents working,Three or more dependent children in family,Economically active: In employment: Employee: Part-time (including full-time students),0
2011,E41000293,Couple family: No parents working,Three or more dependent children in family,Economically active: In employment: Employee: Full-time (including full-time students),0
2011,E41000293,Couple family: No parents working,Three or more dependent children in family,Economically active: In employment: Self-employed: Part-time (including full-time students),0
2011,E41000293,Couple family: No parents working,Three or more dependent children in family,Economically active: In employment: Self-employed: Full-time (including full-time students),0
2011,E41000293,Couple family: No parents working,Three or more dependent children in family,Economically active: Unemployed (including full-time students),289
2011,E41000293,Couple family: No parents working,Three or more dependent children in family,Economically inactive: Retired,16
2011,E41000293,Couple family: No parents working,Three or more dependent children in family,Economically inactive: Student (including full-time students),64
2011,E41000293,Couple family: No parents working,Three or more dependent children in family,Economically inactive: Looking after home or family,476
2011,E41000293,Couple family: No parents working,Three or more dependent children in family,Economically inactive: Long-term sick or disabled,207
2011,E41000293,Couple family: No parents working,Three or more dependent children in family,Economically inactive: Other,188
2011,E41000293,Lone parent family: Parent working,One dependent child in family,Economically active: In employment: Employee: Part-time (including full-time students),1386
2011,E41000293,Lone parent family: Parent working,One dependent child in family,Economically active: In employment: Employee: Full-time (including full-time students),1649
2011,E41000293,Lone parent family: Parent working,One dependent child in family,Economically active: In employment: Self-employed: Part-time (including full-time students),246
2011,E41000293,Lone parent family: Parent working,One dependent child in family,Economically active: In employment: Self-employed: Full-time (including full-time students),167
2011,E41000293,Lone parent family: Parent working,One dependent child in family,Economically active: Unemployed (including full-time students),0
2011,E41000293,Lone parent family: Parent working,One dependent child in family,Economically inactive: Retired,0
2011,E41000293,Lone parent family: Parent working,One dependent child in family,Economically inactive: Student (including full-time students),0
2011,E41000293,Lone parent family: Parent working,One dependent child in family,Economically inactive: Looking after home or family,0
2011,E41000293,Lone parent family: Parent working,One dependent child in family,Economically inactive: Long-term sick or disabled,0
2011,E41000293,Lone parent family: Parent working,One dependent child in family,Economically inactive: Other,0
2011,E41000293,Lone parent family: Parent working,Two dependent children in family,Economically active: In employment: Employee: Part-time (including full-time students),778
2011,E41000293,Lone parent family: Parent working,Two dependent children in family,Economically active: In employment: Employee: Full-time (including full-time students),605
2011,E41000293,Lone parent family: Parent working,Two dependent children in family,Economically active: In employment: Self-employed: Part-time (including full-time students),170
2011,E41000293,Lone parent family: Parent working,Two dependent children in family,Economically active: In employment: Self-employed: Full-time (including full-time students),61
2011,E41000293,Lone parent family: Parent working,Two dependent children in family,Economically active: Unemployed (including full-time students),0
2011,E41000293,Lone parent family: Parent working,Two dependent children in family,Economically inactive: Retired,0
2011,E41000293,Lone parent family: Parent working,Two dependent children in family,Economically inactive: Student (including full-time students),0
2011,E41000293,Lone parent family: Parent working,Two dependent children in family,Economically inactive: Looking after home or family,0
2011,E41000293,Lone parent family: Parent working,Two dependent children in family,Economically inactive: Long-term sick or disabled,0
2011,E41000293,Lone parent family: Parent working,Two dependent children in family,Economically inactive: Other,0
2011,E41000293,Lone parent family: Parent working,Three or more dependent children in family,Economically active: In employment: Employee: Part-time (including full-time students),362
2011,E41000293,Lone parent family: Parent working,Three or more dependent children in family,Economically active: In employment: Employee: Full-time (including full-time students),210
2011,E41000293,Lone parent family: Parent working,Three or more dependent children in family,Economically active: In employment: Self-employed: Part-time (including full-time students),64
2011,E41000293,Lone parent family: Parent working,Three or more dependent children in family,Economically active: In employment: Self-employed: Full-time (including full-time students),29
2011,E41000293,Lone parent family: Parent working,Three or more dependent children in family,Economically active: Unemployed (including full-time students),0
2011,E41000293,Lone parent family: Parent working,Three or more dependent children in family,Economically inactive: Retired,0
2011,E41000293,Lone parent family: Parent working,Three or more dependent children in family,Economically inactive: Student (including full-time students),0
2011,E41000293,Lone parent family: Parent working,Three or more dependent children in family,Economically inactive: Looking after home or family,0
2011,E41000293,Lone parent family: Parent working,Three or more dependent children in family,Economically inactive: Long-term sick or disabled,0
2011,E41000293,Lone parent family: Parent working,Three or more dependent children in family,Economically inactive: Other,0
2011,E41000293,Lone parent family: Parent not working,One dependent child in family,Economically active: In employment: Employee: Part-time (including full-time students),0
2011,E41000293,Lone parent family: Parent not working,One dependent child in family,Economically active: In employment: Employee: Full-time (including full-time students),0
2011,E41000293,Lone parent family: Parent not working,One dependent child in family,Economically active: In employment: Self-employed: Part-time (including full-time students),0
2011,E41000293,Lone parent family: Parent not working,One dependent child in family,Economically active: In employment: Self-employed: Full-time (including full-time students),0
2011,E41000293,Lone parent family: Parent not working,One dependent child in family,Economically active: Unemployed (including full-time students),834
2011,E41000293,Lone parent family: Parent not working,One dependent child in family,Economically inactive: Retired,155
2011,E41000293,Lone parent family: Parent not working,One dependent child in family,Economically inactive: Student (including full-time students),289
2011,E41000293,Lone parent family: Parent not working,One dependent child in family,Economically inactive: Looking after home or family,1000
2011,E41000293,Lone parent family: Parent not working,One dependent child in family,Economically inactive: Long-term sick or disabled,449
2011,E41000293,Lone parent family: Parent not working,One dependent child in family,Economically inactive: Other,403
2011,E41000293,Lone parent family: Parent not working,Two dependent children in family,Economically active: In employment: Employee: Part-time (including full-time students),0
2011,E41000293,Lone parent family: Parent not working,Two dependent children in family,Economically active: In employment: Employee: Full-time (including full-time students),0
2011,E41000293,Lone parent family: Parent not working,Two dependent children in family,Economically active: In employment: Self-employed: Part-time (including full-time students),0
2011,E41000293,Lone parent family: Parent not working,Two dependent children in family,Economically active: In employment: Self-employed: Full-time (including full-time students),0
2011,E41000293,Lone parent family: Parent not working,Two dependent children in family,Economically active: Unemployed (including full-time students),460
2011,E41000293,Lone parent family: Parent not working,Two dependent children in family,Economically inactive: Retired,7
2011,E41000293,Lone parent family: Parent not working,Two dependent children in family,Economically inactive: Student (including full-time students),154
2011,E41000293,Lone parent family: Parent not working,Two dependent children in family,Economically inactive: Looking after home or family,810
2011,E41000293,Lone parent family: Parent not working,Two dependent children in family,Economically inactive: Long-term sick or disabled,168
2011,E41000293,Lone parent family: Parent not working,Two dependent children in family,Economically inactive: Other,211
2011,E41000293,Lone parent family: Parent not working,Three or more dependent children in family,Economically active: In employment: Employee: Part-time (including full-time students),0
2011,E41000293,Lone parent family: Parent not working,Three or more dependent children in family,Economically active: In employment: Employee: Full-time (including full-time students),0
2011,E41000293,Lone parent family: Parent not working,Three or more dependent children in family,Economically active: In employment: Self-employed: Part-time (including full-time students),0
2011,E41000293,Lone parent family: Parent not working,Three or more dependent children in family,Economically active: In employment: Self-employed: Full-time (including full-time students),0
2011,E41000293,Lone parent family: Parent not working,Three or more dependent children in family,Economically active: Unemployed (including full-time students),261
2011,E41000293,Lone parent family: Parent not working,Three or more dependent children in family,Economically inactive: Retired,11
2011,E41000293,Lone parent family: Parent not working,Three or more dependent children in family,Economically inactive: Student (including full-time students),124
2011,E41000293,Lone parent family: Parent not working,Three or more dependent children in family,Economically inactive: Looking after home or family,812
2011,E41000293,Lone parent family: Parent not working,Three or more dependent children in family,Economically inactive: Long-term sick or disabled,73
2011,E41000293,Lone parent family: Parent not working,Three or more dependent children in family,Economically inactive: Other,137
2011,E41000294,Couple family: Both parents working,One dependent child in family,Economically active: In employment: Employee: Part-time (including full-time students),3320
2011,E41000294,Couple family: Both parents working,One dependent child in family,Economically active: In employment: Employee: Full-time (including full-time students),9172
2011,E41000294,Couple family: Both parents working,One dependent child in family,Economically active: In employment: Self-employed: Part-time (including full-time students),1377
2011,E41000294,Couple family: Both parents working,One dependent child in family,Economically active: In employment: Self-employed: Full-time (including full-time students),2841
2011,E41000294,Couple family: Both parents working,One dependent child in family,Economically active: Unemployed (including full-time students),0
2011,E41000294,Couple family: Both parents working,One dependent child in family,Economically inactive: Retired,0
2011,E41000294,Couple family: Both parents working,One dependent child in family,Economically inactive: Student (including full-time students),0
2011,E41000294,Couple family: Both parents working,One dependent child in family,Economically inactive: Looking after home or family,0
2011,E41000294,Couple family: Both parents working,One dependent child in family,Economically inactive: Long-term sick or disabled,0
2011,E41000294,Couple family: Both parents working,One dependent child in family,Economically inactive: Other,0
2011,E41000294,Couple family: Both parents working,Two dependent children in family,Economically active: In employment: Employee: Part-time (including full-time students),4114
2011,E41000294,Couple family: Both parents working,Two dependent children in family,Economically active: In employment: Employee: Full-time (including full-time students),7972
2011,E41000294,Couple family: Both parents working,Two dependent children in family,Economically active: In employment: Self-employed: Part-time (including full-time students),1559
2011,E41000294,Couple family: Both parents working,Two dependent children in family,Economically active: In employment: Self-employed: Full-time (including full-time students),2685
2011,E41000294,Couple family: Both parents working,Two dependent children in family,Economically active: Unemployed (including full-time students),0
2011,E41000294,Couple family: Both parents working,Two dependent children in family,Economically inactive: Retired,0
2011,E41000294,Couple family: Both parents working,Two dependent children in family,Economically inactive: Student (including full-time students),0
2011,E41000294,Couple family: Both parents working,Two dependent children in family,Economically inactive: Looking after home or family,0
2011,E41000294,Couple family: Both parents working,Two dependent children in family,Economically inactive: Long-term sick or disabled,0
2011,E41000294,Couple family: Both parents working,Two dependent children in family,Economically inactive: Other,0
2011,E41000294,Couple family: Both parents working,Three or more dependent children in family,Economically active: In employment: Employee: Part-time (including full-time students),1928
2011,E41000294,Couple family: Both parents working,Three or more dependent children in family,Economically active: In employment: Employee: Full-time (including full-time students),2621
2011,E41000294,Couple family: Both parents working,Three or more dependent children in family,Economically active: In employment: Self-employed: Part-time (including full-time students),705
2011,E41000294,Couple family: Both parents working,Three or more dependent children in family,Economically active: In employment: Self-employed: Full-time (including full-time students),1198
2011,E41000294,Couple family: Both parents working,Three or more dependent children in family,Economically active: Unemployed (including full-time students),0
2011,E41000294,Couple family: Both parents working,Three or more dependent children in family,Economically inactive: Retired,0
2011,E41000294,Couple family: Both parents working,Three or more dependent children in family,Economically inactive: Student (including full-time students),0
2011,E41000294,Couple family: Both parents working,Three or more dependent children in family,Economically inactive: Looking after home or family,0
2011,E41000294,Couple family: Both parents working,Three or more dependent children in family,Economically inactive: Long-term sick or disabled,0
2011,E41000294,Couple family: Both parents working,Three or more dependent children in family,Economically inactive: Other,0
2011,E41000294,Couple family: One parent working,One dependent child in family,Economically active: In employment: Employee: Part-time (including full-time students),627
2011,E41000294,Couple family: One parent working,One dependent child in family,Economically active: In employment: Employee: Full-time (including full-time students),2004
2011,E41000294,Couple family: One parent working,One dependent child in family,Economically active: In employment: Self-employed: Part-time (including full-time students),304
2011,E41000294,Couple family: One parent working,One dependent child in family,Economically active: In employment: Self-employed: Full-time (including full-time students),790
2011,E41000294,Couple family: One parent working,One dependent child in family,Economically active: Unemployed (including full-time students),575
2011,E41000294,Couple family: One parent working,One dependent child in family,Economically inactive: Retired,158
2011,E41000294,Couple family: One parent working,One dependent child in family,Economically inactive: Student (including full-time students),225
2011,E41000294,Couple family: One parent working,One dependent child in family,Economically inactive: Looking after home or family,2135
2011,E41000294,Couple family: One parent working,One dependent child in family,Economically inactive: Long-term sick or disabled,184
2011,E41000294,Couple family: One parent working,One dependent child in family,Economically inactive: Other,427
2011,E41000294,Couple family: One parent working,Two dependent children in family,Economically active: In employment: Employee: Part-time (including full-time students),710
2011,E41000294,Couple family: One parent working,Two dependent children in family,Economically active: In employment: Employee: Full-time (including full-time students),2567
2011,E41000294,Couple family: One parent working,Two dependent children in family,Economically active: In employment: Self-employed: Part-time (including full-time students),342
2011,E41000294,Couple family: One parent working,Two dependent children in family,Economically active: In employment: Self-employed: Full-time (including full-time students),950
2011,E41000294,Couple family: One parent working,Two dependent children in family,Economically active: Unemployed (including full-time students),598
2011,E41000294,Couple family: One parent working,Two dependent children in family,Economically inactive: Retired,40
2011,E41000294,Couple family: One parent working,Two dependent children in family,Economically inactive: Student (including full-time students),284
2011,E41000294,Couple family: One parent working,Two dependent children in family,Economically inactive: Looking after home or family,3089
2011,E41000294,Couple family: One parent working,Two dependent children in family,Economically inactive: Long-term sick or disabled,134
2011,E41000294,Couple family: One parent working,Two dependent children in family,Economically inactive: Other,424
2011,E41000294,Couple family: One parent working,Three or more dependent children in family,Economically active: In employment: Employee: Part-time (including full-time students),671
2011,E41000294,Couple family: One parent working,Three or more dependent children in family,Economically active: In employment: Employee: Full-time (including full-time students),1340
2011,E41000294,Couple family: One parent working,Three or more dependent children in family,Economically active: In employment: Self-employed: Part-time (including full-time students),355
2011,E41000294,Couple family: One parent working,Three or more dependent children in family,Economically active: In employment: Self-employed: Full-time (including full-time students),731
2011,E41000294,Couple family: One parent working,Three or more dependent children in family,Economically active: Unemployed (including full-time students),273
2011,E41000294,Couple family: One parent working,Three or more dependent children in family,Economically inactive: Retired,11
2011,E41000294,Couple family: One parent working,Three or more dependent children in family,Economically inactive: Student (including full-time students),182
2011,E41000294,Couple family: One parent working,Three or more dependent children in family,Economically inactive: Looking after home or family,2275
2011,E41000294,Couple family: One parent working,Three or more dependent children in family,Economically inactive: Long-term sick or disabled,67
2011,E41000294,Couple family: One parent working,Three or more dependent children in family,Economically inactive: Other,289
2011,E41000294,Couple family: No parents working,One dependent child in family,Economically active: In employment: Employee: Part-time (including full-time students),0
2011,E41000294,Couple family: No parents working,One dependent child in family,Economically active: In employment: Employee: Full-time (including full-time students),0
2011,E41000294,Couple family: No parents working,One dependent child in family,Economically active: In employment: Self-employed: Part-time (including full-time students),0
2011,E41000294,Couple family: No parents working,One dependent child in family,Economically active: In employment: Self-employed: Full-time (including full-time students),0
2011,E41000294,Couple family: No parents working,One dependent child in family,Economically active: Unemployed (including full-time students),313
2011,E41000294,Couple family: No parents working,One dependent child in family,Economically inactive: Retired,213
2011,E41000294,Couple family: No parents working,One dependent child in family,Economically inactive: Student (including full-time students),131
2011,E41000294,Couple family: No parents working,One dependent child in family,Economically inactive: Looking after home or family,374
2011,E41000294,Couple family: No parents working,One dependent child in family,Economically inactive: Long-term sick or disabled,263
2011,E41000294,Couple family: No parents working,One dependent child in family,Economically inactive: Other,224
2011,E41000294,Couple family: No parents working,Two dependent children in family,Economically active: In employment: Employee: Part-time (including full-time students),0
2011,E41000294,Couple family: No parents working,Two dependent children in family,Economically active: In employment: Employee: Full-time (including full-time students),0
2011,E41000294,Couple family: No parents working,Two dependent children in family,Economically active: In employment: Self-employed: Part-time (including full-time students),0
2011,E41000294,Couple family: No parents working,Two dependent children in family,Economically active: In employment: Self-employed: Full-time (including full-time students),0
2011,E41000294,Couple family: No parents working,Two dependent children in family,Economically active: Unemployed (including full-time students),279
2011,E41000294,Couple family: No parents working,Two dependent children in family,Economically inactive: Retired,66
2011,E41000294,Couple family: No parents working,Two dependent children in family,Economically inactive: Student (including full-time students),110
2011,E41000294,Couple family: No parents working,Two dependent children in family,Economically inactive: Looking after home or family,396
2011,E41000294,Couple family: No parents working,Two dependent children in family,Economically inactive: Long-term sick or disabled,196
2011,E41000294,Couple family: No parents working,Two dependent children in family,Economically inactive: Other,165
2011,E41000294,Couple family: No parents working,Three or more dependent children in family,Economically active: In employment: Employee: Part-time (including full-time students),0
2011,E41000294,Couple family: No parents working,Three or more dependent children in family,Economically active: In employment: Employee: Full-time (including full-time students),0
2011,E41000294,Couple family: No parents working,Three or more dependent children in family,Economically active: In employment: Self-employed: Part-time (including full-time students),0
2011,E41000294,Couple family: No parents working,Three or more dependent children in family,Economically active: In employment: Self-employed: Full-time (including full-time students),0
2011,E41000294,Couple family: No parents working,Three or more dependent children in family,Economically active: Unemployed (including full-time students),212
2011,E41000294,Couple family: No parents working,Three or more dependent children in family,Economically inactive: Retired,35
2011,E41000294,Couple family: No parents working,Three or more dependent children in family,Economically inactive: Student (including full-time students),83
2011,E41000294,Couple family: No parents working,Three or more dependent children in family,Economically inactive: Looking after home or family,430
2011,E41000294,Couple family: No parents working,Three or more dependent children in family,Economically inactive: Long-term sick or disabled,182
2011,E41000294,Couple family: No parents working,Three or more dependent children in family,Economically inactive: Other,190
2011,E41000294,Lone parent family: Parent working,One dependent child in family,Economically active: In employment: Employee: Part-time (including full-time students),1580
2011,E41000294,Lone parent family: Parent working,One dependent child in family,Economically active: In employment: Employee: Full-time (including full-time students),1840
2011,E41000294,Lone parent family: Parent working,One dependent child in family,Economically active: In employment: Self-employed: Part-time (including full-time students),453
2011,E41000294,Lone parent family: Parent working,One dependent child in family,Economically active: In employment: Self-employed: Full-time (including full-time students),327
2011,E41000294,Lone parent family: Parent working,One dependent child in family,Economically active: Unemployed (including full-time students),0
2011,E41000294,Lone parent family: Parent working,One dependent child in family,Economically inactive: Retired,0
2011,E41000294,Lone parent family: Parent working,One dependent child in family,Economically inactive: Student (including full-time students),0
2011,E41000294,Lone parent family: Parent working,One dependent child in family,Economically inactive: Looking after home or family,0
2011,E41000294,Lone parent family: Parent working,One dependent child in family,Economically inactive: Long-term sick or disabled,0
2011,E41000294,Lone parent family: Parent working,One dependent child in family,Economically inactive: Other,0
2011,E41000294,Lone parent family: Parent working,Two dependent children in family,Economically active: In employment: Employee: Part-time (including full-time students),823
2011,E41000294,Lone parent family: Parent working,Two dependent children in family,Economically active: In employment: Employee: Full-time (including full-time students),642
2011,E41000294,Lone parent family: Parent working,Two dependent children in family,Economically active: In employment: Self-employed: Part-time (including full-time students),239
2011,E41000294,Lone parent family: Parent working,Two dependent children in family,Economically active: In employment: Self-employed: Full-time (including full-time students),157
2011,E41000294,Lone parent family: Parent working,Two dependent children in family,Economically active: Unemployed (including full-time students),0
2011,E41000294,Lone parent family: Parent working,Two dependent children in family,Economically inactive: Retired,0
2011,E41000294,Lone parent family: Parent working,Two dependent children in family,Economically inactive: Student (including full-time students),0
2011,E41000294,Lone parent family: Parent working,Two dependent children in family,Economically inactive: Looking after home or family,0
2011,E41000294,Lone parent family: Parent working,Two dependent children in family,Economically inactive: Long-term sick or disabled,0
2011,E41000294,Lone parent family: Parent working,Two dependent children in family,Economically inactive: Other,0
2011,E41000294,Lone parent family: Parent working,Three or more dependent children in family,Economically active: In employment: Employee: Part-time (including full-time students),371
2011,E41000294,Lone parent family: Parent working,Three or more dependent children in family,Economically active: In employment: Employee: Full-time (including full-time students),193
2011,E41000294,Lone parent family: Parent working,Three or more dependent children in family,Economically active: In employment: Self-employed: Part-time (including full-time students),92
2011,E41000294,Lone parent family: Parent working,Three or more dependent children in family,Economically active: In employment: Self-employed: Full-time (including full-time students),41
2011,E41000294,Lone parent family: Parent working,Three or more dependent children in family,Economically active: Unemployed (including full-time students),0
2011,E41000294,Lone parent family: Parent working,Three or more dependent children in family,Economically inactive: Retired,0
2011,E41000294,Lone parent family: Parent working,Three or more dependent children in family,Economically inactive: Student (including full-time students),0
2011,E41000294,Lone parent family: Parent working,Three or more dependent children in family,Economically inactive: Looking after home or family,0
2011,E41000294,Lone parent family: Parent working,Three or more dependent children in family,Economically inactive: Long-term sick or disabled,0
2011,E41000294,Lone parent family: Parent working,Three or more dependent children in family,Economically inactive: Other,0
2011,E41000294,Lone parent family: Parent not working,One dependent child in family,Economically active: In employment: Employee: Part-time (including full-time students),0
2011,E41000294,Lone parent family: Parent not working,One dependent child in family,Economically active: In employment: Employee: Full-time (including full-time students),0
2011,E41000294,Lone parent family: Parent not working,One dependent child in family,Economically active: In employment: Self-employed: Part-time (including full-time students),0
2011,E41000294,Lone parent family: Parent not working,One dependent child in family,Economically active: In employment: Self-employed: Full-time (including full-time students),0
2011,E41000294,Lone parent family: Parent not working,One dependent child in family,Economically active: Unemployed (including full-time students),769
2011,E41000294,Lone parent family: Parent not working,One dependent child in family,Economically inactive: Retired,143
2011,E41000294,Lone parent family: Parent not working,One dependent child in family,Economically inactive: Student (including full-time students),326
2011,E41000294,Lone parent family: Parent not working,One dependent child in family,Economically inactive: Looking after home or family,820
2011,E41000294,Lone parent family: Parent not working,One dependent child in family,Economically inactive: Long-term sick or disabled,452
2011,E41000294,Lone parent family: Parent not working,One dependent child in family,Economically inactive: Other,397
2011,E41000294,Lone parent family: Parent not working,Two dependent children in family,Economically active: In employment: Employee: Part-time (including full-time students),0
2011,E41000294,Lone parent family: Parent not working,Two dependent children in family,Economically active: In employment: Employee: Full-time (including full-time students),0
