date,geography_code,c_dpcfamuk11_name,c_fmtfamuk11_name,obs_value
2011,E09000007,Two dependent children in family; youngest aged 0 to 4,Couple family: Cohabiting: No children or non step-family (all children belong to both members of the couple),431
2011,E09000007,Two dependent children in family; youngest aged 0 to 4,Couple family: Cohabiting: Step-family,24
2011,E09000007,Two dependent children in family; youngest aged 0 to 4,Lone parent family: Male parent,36
2011,E09000007,Two dependent children in family; youngest aged 0 to 4,Lone parent family: Female parent,641
2011,E09000007,Two dependent children in family; youngest aged 5 to 9,Couple family: Married or same-sex civil partnership: No children or non step-family (all children belong to both members of the couple),1207
2011,E09000007,Two dependent children in family; youngest aged 5 to 9,Couple family: Married or same-sex civil partnership: Step-family,37
2011,E09000007,Two dependent children in family; youngest aged 5 to 9,Couple family: Cohabiting: No children or non step-family (all children belong to both members of the couple),156
2011,E09000007,Two dependent children in family; youngest aged 5 to 9,Couple family: Cohabiting: Step-family,27
2011,E09000007,Two dependent children in family; youngest aged 5 to 9,Lone parent family: Male parent,16
2011,E09000007,Two dependent children in family; youngest aged 5 to 9,Lone parent family: Female parent,535
2011,E09000007,Two dependent children in family; youngest aged 10 to 15,Couple family: Married or same-sex civil partnership: No children or non step-family (all children belong to both members of the couple),1022
2011,E09000007,Two dependent children in family; youngest aged 10 to 15,Couple family: Married or same-sex civil partnership: Step-family,39
2011,E09000007,Two dependent children in family; youngest aged 10 to 15,Couple family: Cohabiting: No children or non step-family (all children belong to both members of the couple),118
2011,E09000007,Two dependent children in family; youngest aged 10 to 15,Couple family: Cohabiting: Step-family,13
2011,E09000007,Two dependent children in family; youngest aged 10 to 15,Lone parent family: Male parent,38
2011,E09000007,Two dependent children in family; youngest aged 10 to 15,Lone parent family: Female parent,487
2011,E09000007,Two dependent children in family; youngest aged 16 to 18,Couple family: Married or same-sex civil partnership: No children or non step-family (all children belong to both members of the couple),87
2011,E09000007,Two dependent children in family; youngest aged 16 to 18,Couple family: Married or same-sex civil partnership: Step-family,4
2011,E09000007,Two dependent children in family; youngest aged 16 to 18,Couple family: Cohabiting: No children or non step-family (all children belong to both members of the couple),5
2011,E09000007,Two dependent children in family; youngest aged 16 to 18,Couple family: Cohabiting: Step-family,3
2011,E09000007,Two dependent children in family; youngest aged 16 to 18,Lone parent family: Male parent,8
2011,E09000007,Two dependent children in family; youngest aged 16 to 18,Lone parent family: Female parent,105
2011,E09000007,Three or more dependent children in family; youngest aged 0 to 4,Couple family: Married or same-sex civil partnership: No children or non step-family (all children belong to both members of the couple),1390
2011,E09000007,Three or more dependent children in family; youngest aged 0 to 4,Couple family: Married or same-sex civil partnership: Step-family,98
2011,E09000007,Three or more dependent children in family; youngest aged 0 to 4,Couple family: Cohabiting: No children or non step-family (all children belong to both members of the couple),110
2011,E09000007,Three or more dependent children in family; youngest aged 0 to 4,Couple family: Cohabiting: Step-family,30
2011,E09000007,Three or more dependent children in family; youngest aged 0 to 4,Lone parent family: Male parent,27
2011,E09000007,Three or more dependent children in family; youngest aged 0 to 4,Lone parent family: Female parent,747
2011,E09000007,Three or more dependent children in family; youngest aged 5 to 9,Couple family: Married or same-sex civil partnership: No children or non step-family (all children belong to both members of the couple),788
2011,E09000007,Three or more dependent children in family; youngest aged 5 to 9,Couple family: Married or same-sex civil partnership: Step-family,38
2011,E09000007,Three or more dependent children in family; youngest aged 5 to 9,Couple family: Cohabiting: No children or non step-family (all children belong to both members of the couple),45
2011,E09000007,Three or more dependent children in family; youngest aged 5 to 9,Couple family: Cohabiting: Step-family,9
2011,E09000007,Three or more dependent children in family; youngest aged 5 to 9,Lone parent family: Male parent,10
2011,E09000007,Three or more dependent children in family; youngest aged 5 to 9,Lone parent family: Female parent,412
2011,E09000007,Three or more dependent children in family; youngest aged 10 to 15,Couple family: Married or same-sex civil partnership: No children or non step-family (all children belong to both members of the couple),256
2011,E09000007,Three or more dependent children in family; youngest aged 10 to 15,Couple family: Married or same-sex civil partnership: Step-family,7
2011,E09000007,Three or more dependent children in family; youngest aged 10 to 15,Couple family: Cohabiting: No children or non step-family (all children belong to both members of the couple),23
2011,E09000007,Three or more dependent children in family; youngest aged 10 to 15,Couple family: Cohabiting: Step-family,2
2011,E09000007,Three or more dependent children in family; youngest aged 10 to 15,Lone parent family: Male parent,17
2011,E09000007,Three or more dependent children in family; youngest aged 10 to 15,Lone parent family: Female parent,166
2011,E09000007,Three or more dependent children in family; youngest aged 16 to 18,Couple family: Married or same-sex civil partnership: No children or non step-family (all children belong to both members of the couple),0
2011,E09000007,Three or more dependent children in family; youngest aged 16 to 18,Couple family: Married or same-sex civil partnership: Step-family,0
2011,E09000007,Three or more dependent children in family; youngest aged 16 to 18,Couple family: Cohabiting: No children or non step-family (all children belong to both members of the couple),0
2011,E09000007,Three or more dependent children in family; youngest aged 16 to 18,Couple family: Cohabiting: Step-family,0
2011,E09000007,Three or more dependent children in family; youngest aged 16 to 18,Lone parent family: Male parent,1
2011,E09000007,Three or more dependent children in family; youngest aged 16 to 18,Lone parent family: Female parent,3
2011,E09000001,Families with no dependent children,Couple family: Married or same-sex civil partnership: No children or non step-family (all children belong to both members of the couple),711
2011,E09000001,Families with no dependent children,Couple family: Married or same-sex civil partnership: Step-family,8
2011,E09000001,Families with no dependent children,Couple family: Cohabiting: No children or non step-family (all children belong to both members of the couple),381
2011,E09000001,Families with no dependent children,Couple family: Cohabiting: Step-family,1
2011,E09000001,Families with no dependent children,Lone parent family: Male parent,27
2011,E09000001,Families with no dependent children,Lone parent family: Female parent,50
2011,E09000001,One dependent child in family aged 0 to 4,Couple family: Married or same-sex civil partnership: No children or non step-family (all children belong to both members of the couple),70
2011,E09000001,One dependent child in family aged 0 to 4,Couple family: Married or same-sex civil partnership: Step-family,1
2011,E09000001,One dependent child in family aged 0 to 4,Couple family: Cohabiting: No children or non step-family (all children belong to both members of the couple),20
2011,E09000001,One dependent child in family aged 0 to 4,Couple family: Cohabiting: Step-family,0
2011,E09000001,One dependent child in family aged 0 to 4,Lone parent family: Male parent,6
2011,E09000001,One dependent child in family aged 0 to 4,Lone parent family: Female parent,18
2011,E09000001,One dependent child in family aged 5 to 9,Couple family: Married or same-sex civil partnership: No children or non step-family (all children belong to both members of the couple),23
2011,E09000001,One dependent child in family aged 5 to 9,Couple family: Married or same-sex civil partnership: Step-family,0
2011,E09000001,One dependent child in family aged 5 to 9,Couple family: Cohabiting: No children or non step-family (all children belong to both members of the couple),15
2011,E09000001,One dependent child in family aged 5 to 9,Couple family: Cohabiting: Step-family,1
2011,E09000001,One dependent child in family aged 5 to 9,Lone parent family: Male parent,2
2011,E09000001,One dependent child in family aged 5 to 9,Lone parent family: Female parent,19
2011,E09000001,One dependent child in family aged 10 to 15,Couple family: Married or same-sex civil partnership: No children or non step-family (all children belong to both members of the couple),24
2011,E09000001,One dependent child in family aged 10 to 15,Couple family: Married or same-sex civil partnership: Step-family,0
2011,E09000001,One dependent child in family aged 10 to 15,Couple family: Cohabiting: No children or non step-family (all children belong to both members of the couple),7
2011,E09000001,One dependent child in family aged 10 to 15,Couple family: Cohabiting: Step-family,0
2011,E09000001,One dependent child in family aged 10 to 15,Lone parent family: Male parent,9
2011,E09000001,One dependent child in family aged 10 to 15,Lone parent family: Female parent,21
2011,E09000001,One dependent child in family aged 16 to 18,Couple family: Married or same-sex civil partnership: No children or non step-family (all children belong to both members of the couple),19
2011,E09000001,One dependent child in family aged 16 to 18,Couple family: Married or same-sex civil partnership: Step-family,0
2011,E09000001,One dependent child in family aged 16 to 18,Couple family: Cohabiting: No children or non step-family (all children belong to both members of the couple),2
2011,E09000001,One dependent child in family aged 16 to 18,Couple family: Cohabiting: Step-family,0
2011,E09000001,One dependent child in family aged 16 to 18,Lone parent family: Male parent,2
2011,E09000001,One dependent child in family aged 16 to 18,Lone parent family: Female parent,9
2011,E09000001,Two dependent children in family; youngest aged 0 to 4,Couple family: Married or same-sex civil partnership: No children or non step-family (all children belong to both members of the couple),44
2011,E09000001,Two dependent children in family; youngest aged 0 to 4,Couple family: Married or same-sex civil partnership: Step-family,1
2011,E09000001,Two dependent children in family; youngest aged 0 to 4,Couple family: Cohabiting: No children or non step-family (all children belong to both members of the couple),9
2011,E09000001,Two dependent children in family; youngest aged 0 to 4,Couple family: Cohabiting: Step-family,0
2011,E09000001,Two dependent children in family; youngest aged 0 to 4,Lone parent family: Male parent,0
2011,E09000001,Two dependent children in family; youngest aged 0 to 4,Lone parent family: Female parent,5
2011,E09000001,Two dependent children in family; youngest aged 5 to 9,Couple family: Married or same-sex civil partnership: No children or non step-family (all children belong to both members of the couple),24
2011,E09000001,Two dependent children in family; youngest aged 5 to 9,Couple family: Married or same-sex civil partnership: Step-family,1
2011,E09000001,Two dependent children in family; youngest aged 5 to 9,Couple family: Cohabiting: No children or non step-family (all children belong to both members of the couple),4
2011,E09000001,Two dependent children in family; youngest aged 5 to 9,Couple family: Cohabiting: Step-family,1
2011,E09000001,Two dependent children in family; youngest aged 5 to 9,Lone parent family: Male parent,0
2011,E09000001,Two dependent children in family; youngest aged 5 to 9,Lone parent family: Female parent,3
2011,E09000001,Two dependent children in family; youngest aged 10 to 15,Couple family: Married or same-sex civil partnership: No children or non step-family (all children belong to both members of the couple),19
2011,E09000001,Two dependent children in family; youngest aged 10 to 15,Couple family: Married or same-sex civil partnership: Step-family,1
2011,E09000001,Two dependent children in family; youngest aged 10 to 15,Couple family: Cohabiting: No children or non step-family (all children belong to both members of the couple),5
2011,E09000001,Two dependent children in family; youngest aged 10 to 15,Couple family: Cohabiting: Step-family,0
2011,E09000001,Two dependent children in family; youngest aged 10 to 15,Lone parent family: Male parent,4
2011,E09000001,Two dependent children in family; youngest aged 10 to 15,Lone parent family: Female parent,4
2011,E09000001,Two dependent children in family; youngest aged 16 to 18,Couple family: Married or same-sex civil partnership: No children or non step-family (all children belong to both members of the couple),0
2011,E09000001,Two dependent children in family; youngest aged 16 to 18,Couple family: Married or same-sex civil partnership: Step-family,0
2011,E09000001,Two dependent children in family; youngest aged 16 to 18,Couple family: Cohabiting: No children or non step-family (all children belong to both members of the couple),0
2011,E09000001,Two dependent children in family; youngest aged 16 to 18,Couple family: Cohabiting: Step-family,0
2011,E09000001,Two dependent children in family; youngest aged 16 to 18,Lone parent family: Male parent,0
2011,E09000001,Two dependent children in family; youngest aged 16 to 18,Lone parent family: Female parent,0
2011,E09000001,Three or more dependent children in family; youngest aged 0 to 4,Couple family: Married or same-sex civil partnership: No children or non step-family (all children belong to both members of the couple),14
2011,E09000001,Three or more dependent children in family; youngest aged 0 to 4,Couple family: Married or same-sex civil partnership: Step-family,0
2011,E09000001,Three or more dependent children in family; youngest aged 0 to 4,Couple family: Cohabiting: No children or non step-family (all children belong to both members of the couple),0
2011,E09000001,Three or more dependent children in family; youngest aged 0 to 4,Couple family: Cohabiting: Step-family,1
2011,E09000001,Three or more dependent children in family; youngest aged 0 to 4,Lone parent family: Male parent,0
2011,E09000001,Three or more dependent children in family; youngest aged 0 to 4,Lone parent family: Female parent,4
2011,E09000001,Three or more dependent children in family; youngest aged 5 to 9,Couple family: Married or same-sex civil partnership: No children or non step-family (all children belong to both members of the couple),14
2011,E09000001,Three or more dependent children in family; youngest aged 5 to 9,Couple family: Married or same-sex civil partnership: Step-family,1
2011,E09000001,Three or more dependent children in family; youngest aged 5 to 9,Couple family: Cohabiting: No children or non step-family (all children belong to both members of the couple),0
2011,E09000001,Three or more dependent children in family; youngest aged 5 to 9,Couple family: Cohabiting: Step-family,0
2011,E09000001,Three or more dependent children in family; youngest aged 5 to 9,Lone parent family: Male parent,0
2011,E09000001,Three or more dependent children in family; youngest aged 5 to 9,Lone parent family: Female parent,1
2011,E09000001,Three or more dependent children in family; youngest aged 10 to 15,Couple family: Married or same-sex civil partnership: No children or non step-family (all children belong to both members of the couple),2
2011,E09000001,Three or more dependent children in family; youngest aged 10 to 15,Couple family: Married or same-sex civil partnership: Step-family,0
2011,E09000001,Three or more dependent children in family; youngest aged 10 to 15,Couple family: Cohabiting: No children or non step-family (all children belong to both members of the couple),0
2011,E09000001,Three or more dependent children in family; youngest aged 10 to 15,Couple family: Cohabiting: Step-family,0
2011,E09000001,Three or more dependent children in family; youngest aged 10 to 15,Lone parent family: Male parent,0
2011,E09000001,Three or more dependent children in family; youngest aged 10 to 15,Lone parent family: Female parent,1
2011,E09000001,Three or more dependent children in family; youngest aged 16 to 18,Couple family: Married or same-sex civil partnership: No children or non step-family (all children belong to both members of the couple),0
2011,E09000001,Three or more dependent children in family; youngest aged 16 to 18,Couple family: Married or same-sex civil partnership: Step-family,0
2011,E09000001,Three or more dependent children in family; youngest aged 16 to 18,Couple family: Cohabiting: No children or non step-family (all children belong to both members of the couple),0
2011,E09000001,Three or more dependent children in family; youngest aged 16 to 18,Couple family: Cohabiting: Step-family,0
2011,E09000001,Three or more dependent children in family; youngest aged 16 to 18,Lone parent family: Male parent,0
2011,E09000001,Three or more dependent children in family; youngest aged 16 to 18,Lone parent family: Female parent,0
2011,E09000012,Families with no dependent children,Couple family: Married or same-sex civil partnership: No children or non step-family (all children belong to both members of the couple),10589
2011,E09000012,Families with no dependent children,Couple family: Married or same-sex civil partnership: Step-family,280
2011,E09000012,Families with no dependent children,Couple family: Cohabiting: No children or non step-family (all children belong to both members of the couple),9613
2011,E09000012,Families with no dependent children,Couple family: Cohabiting: Step-family,109
2011,E09000012,Families with no dependent children,Lone parent family: Male parent,933
2011,E09000012,Families with no dependent children,Lone parent family: Female parent,4517
2011,E09000012,One dependent child in family aged 0 to 4,Couple family: Married or same-sex civil partnership: No children or non step-family (all children belong to both members of the couple),2242
2011,E09000012,One dependent child in family aged 0 to 4,Couple family: Married or same-sex civil partnership: Step-family,67
2011,E09000012,One dependent child in family aged 0 to 4,Couple family: Cohabiting: No children or non step-family (all children belong to both members of the couple),1034
2011,E09000012,One dependent child in family aged 0 to 4,Couple family: Cohabiting: Step-family,27
2011,E09000012,One dependent child in family aged 0 to 4,Lone parent family: Male parent,284
2011,E09000012,One dependent child in family aged 0 to 4,Lone parent family: Female parent,2148
2011,E09000012,One dependent child in family aged 5 to 9,Couple family: Married or same-sex civil partnership: No children or non step-family (all children belong to both members of the couple),494
2011,E09000012,One dependent child in family aged 5 to 9,Couple family: Married or same-sex civil partnership: Step-family,58
2011,E09000012,One dependent child in family aged 5 to 9,Couple family: Cohabiting: No children or non step-family (all children belong to both members of the couple),215
2011,E09000012,One dependent child in family aged 5 to 9,Couple family: Cohabiting: Step-family,38
2011,E09000012,One dependent child in family aged 5 to 9,Lone parent family: Male parent,240
2011,E09000012,One dependent child in family aged 5 to 9,Lone parent family: Female parent,1408
2011,E09000012,One dependent child in family aged 10 to 15,Couple family: Married or same-sex civil partnership: No children or non step-family (all children belong to both members of the couple),788
2011,E09000012,One dependent child in family aged 10 to 15,Couple family: Married or same-sex civil partnership: Step-family,91
2011,E09000012,One dependent child in family aged 10 to 15,Couple family: Cohabiting: No children or non step-family (all children belong to both members of the couple),204
2011,E09000012,One dependent child in family aged 10 to 15,Couple family: Cohabiting: Step-family,54
2011,E09000012,One dependent child in family aged 10 to 15,Lone parent family: Male parent,272
2011,E09000012,One dependent child in family aged 10 to 15,Lone parent family: Female parent,1956
2011,E09000012,One dependent child in family aged 16 to 18,Couple family: Married or same-sex civil partnership: No children or non step-family (all children belong to both members of the couple),637
2011,E09000012,One dependent child in family aged 16 to 18,Couple family: Married or same-sex civil partnership: Step-family,57
2011,E09000012,One dependent child in family aged 16 to 18,Couple family: Cohabiting: No children or non step-family (all children belong to both members of the couple),95
2011,E09000012,One dependent child in family aged 16 to 18,Couple family: Cohabiting: Step-family,23
2011,E09000012,One dependent child in family aged 16 to 18,Lone parent family: Male parent,167
2011,E09000012,One dependent child in family aged 16 to 18,Lone parent family: Female parent,1072
2011,E09000012,Two dependent children in family; youngest aged 0 to 4,Couple family: Married or same-sex civil partnership: No children or non step-family (all children belong to both members of the couple),2205
2011,E09000012,Two dependent children in family; youngest aged 0 to 4,Couple family: Married or same-sex civil partnership: Step-family,111
2011,E09000012,Two dependent children in family; youngest aged 0 to 4,Couple family: Cohabiting: No children or non step-family (all children belong to both members of the couple),551
2011,E09000012,Two dependent children in family; youngest aged 0 to 4,Couple family: Cohabiting: Step-family,63
2011,E09000012,Two dependent children in family; youngest aged 0 to 4,Lone parent family: Male parent,53
2011,E09000012,Two dependent children in family; youngest aged 0 to 4,Lone parent family: Female parent,1260
2011,E09000012,Two dependent children in family; youngest aged 5 to 9,Couple family: Married or same-sex civil partnership: No children or non step-family (all children belong to both members of the couple),899
2011,E09000012,Two dependent children in family; youngest aged 5 to 9,Couple family: Married or same-sex civil partnership: Step-family,76
2011,E09000012,Two dependent children in family; youngest aged 5 to 9,Couple family: Cohabiting: No children or non step-family (all children belong to both members of the couple),223
2011,E09000012,Two dependent children in family; youngest aged 5 to 9,Couple family: Cohabiting: Step-family,33
2011,E09000012,Two dependent children in family; youngest aged 5 to 9,Lone parent family: Male parent,66
2011,E09000012,Two dependent children in family; youngest aged 5 to 9,Lone parent family: Female parent,1001
2011,E09000012,Two dependent children in family; youngest aged 10 to 15,Couple family: Married or same-sex civil partnership: No children or non step-family (all children belong to both members of the couple),841
2011,E09000012,Two dependent children in family; youngest aged 10 to 15,Couple family: Married or same-sex civil partnership: Step-family,52
2011,E09000012,Two dependent children in family; youngest aged 10 to 15,Couple family: Cohabiting: No children or non step-family (all children belong to both members of the couple),122
2011,E09000012,Two dependent children in family; youngest aged 10 to 15,Couple family: Cohabiting: Step-family,21
2011,E09000012,Two dependent children in family; youngest aged 10 to 15,Lone parent family: Male parent,69
2011,E09000012,Two dependent children in family; youngest aged 10 to 15,Lone parent family: Female parent,929
2011,E09000012,Two dependent children in family; youngest aged 16 to 18,Couple family: Married or same-sex civil partnership: No children or non step-family (all children belong to both members of the couple),75
2011,E09000012,Two dependent children in family; youngest aged 16 to 18,Couple family: Married or same-sex civil partnership: Step-family,5
2011,E09000012,Two dependent children in family; youngest aged 16 to 18,Couple family: Cohabiting: No children or non step-family (all children belong to both members of the couple),11
2011,E09000012,Two dependent children in family; youngest aged 16 to 18,Couple family: Cohabiting: Step-family,1
2011,E09000012,Two dependent children in family; youngest aged 16 to 18,Lone parent family: Male parent,11
2011,E09000012,Two dependent children in family; youngest aged 16 to 18,Lone parent family: Female parent,94
2011,E09000012,Three or more dependent children in family; youngest aged 0 to 4,Couple family: Married or same-sex civil partnership: No children or non step-family (all children belong to both members of the couple),2419
2011,E09000012,Three or more dependent children in family; youngest aged 0 to 4,Couple family: Married or same-sex civil partnership: Step-family,163
2011,E09000012,Three or more dependent children in family; youngest aged 0 to 4,Couple family: Cohabiting: No children or non step-family (all children belong to both members of the couple),227
2011,E09000012,Three or more dependent children in family; youngest aged 0 to 4,Couple family: Cohabiting: Step-family,83
2011,E09000012,Three or more dependent children in family; youngest aged 0 to 4,Lone parent family: Male parent,51
2011,E09000012,Three or more dependent children in family; youngest aged 0 to 4,Lone parent family: Female parent,1131
2011,E09000012,Three or more dependent children in family; youngest aged 5 to 9,Couple family: Married or same-sex civil partnership: No children or non step-family (all children belong to both members of the couple),936
2011,E09000012,Three or more dependent children in family; youngest aged 5 to 9,Couple family: Married or same-sex civil partnership: Step-family,65
2011,E09000012,Three or more dependent children in family; youngest aged 5 to 9,Couple family: Cohabiting: No children or non step-family (all children belong to both members of the couple),84
2011,E09000012,Three or more dependent children in family; youngest aged 5 to 9,Couple family: Cohabiting: Step-family,16
2011,E09000012,Three or more dependent children in family; youngest aged 5 to 9,Lone parent family: Male parent,40
2011,E09000012,Three or more dependent children in family; youngest aged 5 to 9,Lone parent family: Female parent,663
2011,E09000012,Three or more dependent children in family; youngest aged 10 to 15,Couple family: Married or same-sex civil partnership: No children or non step-family (all children belong to both members of the couple),381
2011,E09000012,Three or more dependent children in family; youngest aged 10 to 15,Couple family: Married or same-sex civil partnership: Step-family,18
2011,E09000012,Three or more dependent children in family; youngest aged 10 to 15,Couple family: Cohabiting: No children or non step-family (all children belong to both members of the couple),41
2011,E09000012,Three or more dependent children in family; youngest aged 10 to 15,Couple family: Cohabiting: Step-family,9
2011,E09000012,Three or more dependent children in family; youngest aged 10 to 15,Lone parent family: Male parent,19
2011,E09000012,Three or more dependent children in family; youngest aged 10 to 15,Lone parent family: Female parent,275
2011,E09000012,Three or more dependent children in family; youngest aged 16 to 18,Couple family: Married or same-sex civil partnership: No children or non step-family (all children belong to both members of the couple),6
2011,E09000012,Three or more dependent children in family; youngest aged 16 to 18,Couple family: Married or same-sex civil partnership: Step-family,0
2011,E09000012,Three or more dependent children in family; youngest aged 16 to 18,Couple family: Cohabiting: No children or non step-family (all children belong to both members of the couple),0
2011,E09000012,Three or more dependent children in family; youngest aged 16 to 18,Couple family: Cohabiting: Step-family,0
2011,E09000012,Three or more dependent children in family; youngest aged 16 to 18,Lone parent family: Male parent,0
2011,E09000012,Three or more dependent children in family; youngest aged 16 to 18,Lone parent family: Female parent,5
2011,E09000013,Families with no dependent children,Couple family: Married or same-sex civil partnership: No children or non step-family (all children belong to both members of the couple),10670
2011,E09000013,Families with no dependent children,Couple family: Married or same-sex civil partnership: Step-family,207
2011,E09000013,Families with no dependent children,Couple family: Cohabiting: No children or non step-family (all children belong to both members of the couple),7898
2011,E09000013,Families with no dependent children,Couple family: Cohabiting: Step-family,72
2011,E09000013,Families with no dependent children,Lone parent family: Male parent,557
2011,E09000013,Families with no dependent children,Lone parent family: Female parent,3208
2011,E09000013,One dependent child in family aged 0 to 4,Couple family: Married or same-sex civil partnership: No children or non step-family (all children belong to both members of the couple),2168
2011,E09000013,One dependent child in family aged 0 to 4,Couple family: Married or same-sex civil partnership: Step-family,28
2011,E09000013,One dependent child in family aged 0 to 4,Couple family: Cohabiting: No children or non step-family (all children belong to both members of the couple),540
2011,E09000013,One dependent child in family aged 0 to 4,Couple family: Cohabiting: Step-family,24
2011,E09000013,One dependent child in family aged 0 to 4,Lone parent family: Male parent,102
2011,E09000013,One dependent child in family aged 0 to 4,Lone parent family: Female parent,1106
2011,E09000013,One dependent child in family aged 5 to 9,Couple family: Married or same-sex civil partnership: No children or non step-family (all children belong to both members of the couple),427
2011,E09000013,One dependent child in family aged 5 to 9,Couple family: Married or same-sex civil partnership: Step-family,31
2011,E09000013,One dependent child in family aged 5 to 9,Couple family: Cohabiting: No children or non step-family (all children belong to both members of the couple),77
2011,E09000013,One dependent child in family aged 5 to 9,Couple family: Cohabiting: Step-family,20
2011,E09000013,One dependent child in family aged 5 to 9,Lone parent family: Male parent,73
2011,E09000013,One dependent child in family aged 5 to 9,Lone parent family: Female parent,723
2011,E09000013,One dependent child in family aged 10 to 15,Couple family: Married or same-sex civil partnership: No children or non step-family (all children belong to both members of the couple),613
2011,E09000013,One dependent child in family aged 10 to 15,Couple family: Married or same-sex civil partnership: Step-family,71
2011,E09000013,One dependent child in family aged 10 to 15,Couple family: Cohabiting: No children or non step-family (all children belong to both members of the couple),113
2011,E09000013,One dependent child in family aged 10 to 15,Couple family: Cohabiting: Step-family,28
2011,E09000013,One dependent child in family aged 10 to 15,Lone parent family: Male parent,139
2011,E09000013,One dependent child in family aged 10 to 15,Lone parent family: Female parent,1198
2011,E09000013,One dependent child in family aged 16 to 18,Couple family: Married or same-sex civil partnership: No children or non step-family (all children belong to both members of the couple),471
2011,E09000013,One dependent child in family aged 16 to 18,Couple family: Married or same-sex civil partnership: Step-family,61
2011,E09000013,One dependent child in family aged 16 to 18,Couple family: Cohabiting: No children or non step-family (all children belong to both members of the couple),67
2011,E09000013,One dependent child in family aged 16 to 18,Couple family: Cohabiting: Step-family,22
2011,E09000013,One dependent child in family aged 16 to 18,Lone parent family: Male parent,85
2011,E09000013,One dependent child in family aged 16 to 18,Lone parent family: Female parent,683
2011,E09000013,Two dependent children in family; youngest aged 0 to 4,Couple family: Married or same-sex civil partnership: No children or non step-family (all children belong to both members of the couple),2121
2011,E09000013,Two dependent children in family; youngest aged 0 to 4,Couple family: Married or same-sex civil partnership: Step-family,60
2011,E09000013,Two dependent children in family; youngest aged 0 to 4,Couple family: Cohabiting: No children or non step-family (all children belong to both members of the couple),265
2011,E09000013,Two dependent children in family; youngest aged 0 to 4,Couple family: Cohabiting: Step-family,30
2011,E09000013,Two dependent children in family; youngest aged 0 to 4,Lone parent family: Male parent,28
2011,E09000013,Two dependent children in family; youngest aged 0 to 4,Lone parent family: Female parent,629
2011,E09000013,Two dependent children in family; youngest aged 5 to 9,Couple family: Married or same-sex civil partnership: No children or non step-family (all children belong to both members of the couple),921
