date,geography_code,c_sex_name,c_nssec_name,c_hhchuk11_name,obs_value
2011,E09000007,Males,5. Lower supervisory and technical occupations,One person household: Aged 65 and over,343
2011,E09000007,Males,5. Lower supervisory and technical occupations,One person household: Other,741
2011,E09000007,Males,5. Lower supervisory and technical occupations,One family only: Couple household: No children,339
2011,E09000007,Males,5. Lower supervisory and technical occupations,One family only: Couple household: Dependent children,647
2011,E09000007,Males,5. Lower supervisory and technical occupations,One family only: Couple household: All children non-dependent,181
2011,E09000007,Males,5. Lower supervisory and technical occupations,One family only: Lone parent household,76
2011,E09000007,Males,5. Lower supervisory and technical occupations,Other household types,615
2011,E09000007,Males,6. Semi-routine occupations,One person household: Aged 65 and over,455
2011,E09000007,Males,6. Semi-routine occupations,One person household: Other,1126
2011,E09000007,Males,6. Semi-routine occupations,One family only: Couple household: No children,333
2011,E09000007,Males,6. Semi-routine occupations,One family only: Couple household: Dependent children,633
2011,E09000007,Males,6. Semi-routine occupations,One family only: Couple household: All children non-dependent,205
2011,E09000007,Males,6. Semi-routine occupations,One family only: Lone parent household,105
2011,E09000007,Males,6. Semi-routine occupations,Other household types,618
2011,E09000007,Males,7. Routine occupations,One person household: Aged 65 and over,564
2011,E09000007,Males,7. Routine occupations,One person household: Other,1115
2011,E09000007,Males,7. Routine occupations,One family only: Couple household: No children,256
2011,E09000007,Males,7. Routine occupations,One family only: Couple household: Dependent children,642
2011,E09000007,Males,7. Routine occupations,One family only: Couple household: All children non-dependent,194
2011,E09000007,Males,7. Routine occupations,One family only: Lone parent household,124
2011,E09000007,Males,7. Routine occupations,Other household types,494
2011,E09000007,Males,8. Never worked and long-term unemployed,One person household: Aged 65 and over,159
2011,E09000007,Males,8. Never worked and long-term unemployed,One person household: Other,1250
2011,E09000007,Males,8. Never worked and long-term unemployed,One family only: Couple household: No children,113
2011,E09000007,Males,8. Never worked and long-term unemployed,One family only: Couple household: Dependent children,375
2011,E09000007,Males,8. Never worked and long-term unemployed,One family only: Couple household: All children non-dependent,95
2011,E09000007,Males,8. Never worked and long-term unemployed,One family only: Lone parent household,99
2011,E09000007,Males,8. Never worked and long-term unemployed,Other household types,267
2011,E09000007,Males,L15 Full-time students,One person household: Aged 65 and over,7
2011,E09000007,Males,L15 Full-time students,One person household: Other,1001
2011,E09000007,Males,L15 Full-time students,One family only: Couple household: No children,164
2011,E09000007,Males,L15 Full-time students,One family only: Couple household: Dependent children,105
2011,E09000007,Males,L15 Full-time students,One family only: Couple household: All children non-dependent,3
2011,E09000007,Males,L15 Full-time students,One family only: Lone parent household,23
2011,E09000007,Males,L15 Full-time students,Other household types,1196
2011,E09000007,Females,"1. Higher managerial, administrative and professional occupations",One person household: Aged 65 and over,563
2011,E09000007,Females,"1. Higher managerial, administrative and professional occupations",One person household: Other,2590
2011,E09000007,Females,"1. Higher managerial, administrative and professional occupations",One family only: Couple household: No children,1395
2011,E09000007,Females,"1. Higher managerial, administrative and professional occupations",One family only: Couple household: Dependent children,616
2011,E09000007,Females,"1. Higher managerial, administrative and professional occupations",One family only: Couple household: All children non-dependent,93
2011,E09000007,Females,"1. Higher managerial, administrative and professional occupations",One family only: Lone parent household,530
2011,E09000007,Females,"1. Higher managerial, administrative and professional occupations",Other household types,1531
2011,E09000007,Females,"2. Lower managerial, administrative and professional occupations",One person household: Aged 65 and over,1711
2011,E09000007,Females,"2. Lower managerial, administrative and professional occupations",One person household: Other,4339
2011,E09000007,Females,"2. Lower managerial, administrative and professional occupations",One family only: Couple household: No children,1768
2011,E09000007,Females,"2. Lower managerial, administrative and professional occupations",One family only: Couple household: Dependent children,877
2011,E09000007,Females,"2. Lower managerial, administrative and professional occupations",One family only: Couple household: All children non-dependent,193
2011,E09000007,Females,"2. Lower managerial, administrative and professional occupations",One family only: Lone parent household,1612
2011,E09000007,Females,"2. Lower managerial, administrative and professional occupations",Other household types,2515
2011,E09000007,Females,3. Intermediate occupations,One person household: Aged 65 and over,1098
2011,E09000007,Females,3. Intermediate occupations,One person household: Other,1481
2011,E09000007,Females,3. Intermediate occupations,One family only: Couple household: No children,541
2011,E09000007,Females,3. Intermediate occupations,One family only: Couple household: Dependent children,233
2011,E09000007,Females,3. Intermediate occupations,One family only: Couple household: All children non-dependent,121
2011,E09000007,Females,3. Intermediate occupations,One family only: Lone parent household,1221
2011,E09000007,Females,3. Intermediate occupations,Other household types,1000
2011,E09000007,Females,4. Small employers and own account workers,One person household: Aged 65 and over,513
2011,E09000007,Females,4. Small employers and own account workers,One person household: Other,846
2011,E09000007,Females,4. Small employers and own account workers,One family only: Couple household: No children,269
2011,E09000007,Females,4. Small employers and own account workers,One family only: Couple household: Dependent children,173
2011,E09000007,Females,4. Small employers and own account workers,One family only: Couple household: All children non-dependent,57
2011,E09000007,Females,4. Small employers and own account workers,One family only: Lone parent household,557
2011,E09000007,Females,4. Small employers and own account workers,Other household types,418
2011,E09000007,Females,5. Lower supervisory and technical occupations,One person household: Aged 65 and over,178
2011,E09000007,Females,5. Lower supervisory and technical occupations,One person household: Other,278
2011,E09000007,Females,5. Lower supervisory and technical occupations,One family only: Couple household: No children,110
2011,E09000007,Females,5. Lower supervisory and technical occupations,One family only: Couple household: Dependent children,49
2011,E09000007,Females,5. Lower supervisory and technical occupations,One family only: Couple household: All children non-dependent,23
2011,E09000007,Females,5. Lower supervisory and technical occupations,One family only: Lone parent household,303
2011,E09000007,Females,5. Lower supervisory and technical occupations,Other household types,181
2011,E09000007,Females,6. Semi-routine occupations,One person household: Aged 65 and over,835
2011,E09000007,Females,6. Semi-routine occupations,One person household: Other,1059
2011,E09000007,Females,6. Semi-routine occupations,One family only: Couple household: No children,222
2011,E09000007,Females,6. Semi-routine occupations,One family only: Couple household: Dependent children,156
2011,E09000007,Females,6. Semi-routine occupations,One family only: Couple household: All children non-dependent,125
2011,E09000007,Females,6. Semi-routine occupations,One family only: Lone parent household,1343
2011,E09000007,Females,6. Semi-routine occupations,Other household types,612
2011,E09000007,Females,7. Routine occupations,One person household: Aged 65 and over,678
2011,E09000007,Females,7. Routine occupations,One person household: Other,435
2011,E09000007,Females,7. Routine occupations,One family only: Couple household: No children,111
2011,E09000007,Females,7. Routine occupations,One family only: Couple household: Dependent children,75
2011,E09000007,Females,7. Routine occupations,One family only: Couple household: All children non-dependent,48
2011,E09000007,Females,7. Routine occupations,One family only: Lone parent household,826
2011,E09000007,Females,7. Routine occupations,Other household types,368
2011,E09000007,Females,8. Never worked and long-term unemployed,One person household: Aged 65 and over,641
2011,E09000007,Females,8. Never worked and long-term unemployed,One person household: Other,867
2011,E09000007,Females,8. Never worked and long-term unemployed,One family only: Couple household: No children,60
2011,E09000007,Females,8. Never worked and long-term unemployed,One family only: Couple household: Dependent children,80
2011,E09000007,Females,8. Never worked and long-term unemployed,One family only: Couple household: All children non-dependent,40
2011,E09000007,Females,8. Never worked and long-term unemployed,One family only: Lone parent household,2045
2011,E09000007,Females,8. Never worked and long-term unemployed,Other household types,460
2011,E09000007,Females,L15 Full-time students,One person household: Aged 65 and over,12
2011,E09000007,Females,L15 Full-time students,One person household: Other,1261
2011,E09000007,Females,L15 Full-time students,One family only: Couple household: No children,101
2011,E09000007,Females,L15 Full-time students,One family only: Couple household: Dependent children,30
2011,E09000007,Females,L15 Full-time students,One family only: Couple household: All children non-dependent,6
2011,E09000007,Females,L15 Full-time students,One family only: Lone parent household,319
2011,E09000007,Females,L15 Full-time students,Other household types,1345
2011,E09000001,Males,"1. Higher managerial, administrative and professional occupations",One person household: Aged 65 and over,77
2011,E09000001,Males,"1. Higher managerial, administrative and professional occupations",One person household: Other,542
2011,E09000001,Males,"1. Higher managerial, administrative and professional occupations",One family only: Couple household: No children,289
2011,E09000001,Males,"1. Higher managerial, administrative and professional occupations",One family only: Couple household: Dependent children,98
2011,E09000001,Males,"1. Higher managerial, administrative and professional occupations",One family only: Couple household: All children non-dependent,15
2011,E09000001,Males,"1. Higher managerial, administrative and professional occupations",One family only: Lone parent household,18
2011,E09000001,Males,"1. Higher managerial, administrative and professional occupations",Other household types,140
2011,E09000001,Males,"2. Lower managerial, administrative and professional occupations",One person household: Aged 65 and over,52
2011,E09000001,Males,"2. Lower managerial, administrative and professional occupations",One person household: Other,400
2011,E09000001,Males,"2. Lower managerial, administrative and professional occupations",One family only: Couple household: No children,224
2011,E09000001,Males,"2. Lower managerial, administrative and professional occupations",One family only: Couple household: Dependent children,67
2011,E09000001,Males,"2. Lower managerial, administrative and professional occupations",One family only: Couple household: All children non-dependent,13
2011,E09000001,Males,"2. Lower managerial, administrative and professional occupations",One family only: Lone parent household,13
2011,E09000001,Males,"2. Lower managerial, administrative and professional occupations",Other household types,102
2011,E09000001,Males,3. Intermediate occupations,One person household: Aged 65 and over,21
2011,E09000001,Males,3. Intermediate occupations,One person household: Other,62
2011,E09000001,Males,3. Intermediate occupations,One family only: Couple household: No children,26
2011,E09000001,Males,3. Intermediate occupations,One family only: Couple household: Dependent children,10
2011,E09000001,Males,3. Intermediate occupations,One family only: Couple household: All children non-dependent,3
2011,E09000001,Males,3. Intermediate occupations,One family only: Lone parent household,3
2011,E09000001,Males,3. Intermediate occupations,Other household types,19
2011,E09000001,Males,4. Small employers and own account workers,One person household: Aged 65 and over,25
2011,E09000001,Males,4. Small employers and own account workers,One person household: Other,82
2011,E09000001,Males,4. Small employers and own account workers,One family only: Couple household: No children,40
2011,E09000001,Males,4. Small employers and own account workers,One family only: Couple household: Dependent children,16
2011,E09000001,Males,4. Small employers and own account workers,One family only: Couple household: All children non-dependent,5
2011,E09000001,Males,4. Small employers and own account workers,One family only: Lone parent household,3
2011,E09000001,Males,4. Small employers and own account workers,Other household types,34
2011,E09000001,Males,5. Lower supervisory and technical occupations,One person household: Aged 65 and over,8
2011,E09000001,Males,5. Lower supervisory and technical occupations,One person household: Other,28
2011,E09000001,Males,5. Lower supervisory and technical occupations,One family only: Couple household: No children,8
2011,E09000001,Males,5. Lower supervisory and technical occupations,One family only: Couple household: Dependent children,19
2011,E09000001,Males,5. Lower supervisory and technical occupations,One family only: Couple household: All children non-dependent,4
2011,E09000001,Males,5. Lower supervisory and technical occupations,One family only: Lone parent household,1
2011,E09000001,Males,5. Lower supervisory and technical occupations,Other household types,14
2011,E09000001,Males,6. Semi-routine occupations,One person household: Aged 65 and over,13
2011,E09000001,Males,6. Semi-routine occupations,One person household: Other,34
2011,E09000001,Males,6. Semi-routine occupations,One family only: Couple household: No children,17
2011,E09000001,Males,6. Semi-routine occupations,One family only: Couple household: Dependent children,12
2011,E09000001,Males,6. Semi-routine occupations,One family only: Couple household: All children non-dependent,3
2011,E09000001,Males,6. Semi-routine occupations,One family only: Lone parent household,0
2011,E09000001,Males,6. Semi-routine occupations,Other household types,9
2011,E09000001,Males,7. Routine occupations,One person household: Aged 65 and over,14
2011,E09000001,Males,7. Routine occupations,One person household: Other,21
2011,E09000001,Males,7. Routine occupations,One family only: Couple household: No children,7
2011,E09000001,Males,7. Routine occupations,One family only: Couple household: Dependent children,12
2011,E09000001,Males,7. Routine occupations,One family only: Couple household: All children non-dependent,2
2011,E09000001,Males,7. Routine occupations,One family only: Lone parent household,1
2011,E09000001,Males,7. Routine occupations,Other household types,11
2011,E09000001,Males,8. Never worked and long-term unemployed,One person household: Aged 65 and over,10
2011,E09000001,Males,8. Never worked and long-term unemployed,One person household: Other,27
2011,E09000001,Males,8. Never worked and long-term unemployed,One family only: Couple household: No children,1
2011,E09000001,Males,8. Never worked and long-term unemployed,One family only: Couple household: Dependent children,4
2011,E09000001,Males,8. Never worked and long-term unemployed,One family only: Couple household: All children non-dependent,2
2011,E09000001,Males,8. Never worked and long-term unemployed,One family only: Lone parent household,0
2011,E09000001,Males,8. Never worked and long-term unemployed,Other household types,4
2011,E09000001,Males,L15 Full-time students,One person household: Aged 65 and over,0
2011,E09000001,Males,L15 Full-time students,One person household: Other,63
2011,E09000001,Males,L15 Full-time students,One family only: Couple household: No children,6
2011,E09000001,Males,L15 Full-time students,One family only: Couple household: Dependent children,4
2011,E09000001,Males,L15 Full-time students,One family only: Couple household: All children non-dependent,0
2011,E09000001,Males,L15 Full-time students,One family only: Lone parent household,0
2011,E09000001,Males,L15 Full-time students,Other household types,12
2011,E09000001,Females,"1. Higher managerial, administrative and professional occupations",One person household: Aged 65 and over,53
2011,E09000001,Females,"1. Higher managerial, administrative and professional occupations",One person household: Other,247
2011,E09000001,Females,"1. Higher managerial, administrative and professional occupations",One family only: Couple household: No children,104
2011,E09000001,Females,"1. Higher managerial, administrative and professional occupations",One family only: Couple household: Dependent children,32
2011,E09000001,Females,"1. Higher managerial, administrative and professional occupations",One family only: Couple household: All children non-dependent,2
2011,E09000001,Females,"1. Higher managerial, administrative and professional occupations",One family only: Lone parent household,17
2011,E09000001,Females,"1. Higher managerial, administrative and professional occupations",Other household types,47
2011,E09000001,Females,"2. Lower managerial, administrative and professional occupations",One person household: Aged 65 and over,106
2011,E09000001,Females,"2. Lower managerial, administrative and professional occupations",One person household: Other,226
2011,E09000001,Females,"2. Lower managerial, administrative and professional occupations",One family only: Couple household: No children,91
2011,E09000001,Females,"2. Lower managerial, administrative and professional occupations",One family only: Couple household: Dependent children,15
2011,E09000001,Females,"2. Lower managerial, administrative and professional occupations",One family only: Couple household: All children non-dependent,3
2011,E09000001,Females,"2. Lower managerial, administrative and professional occupations",One family only: Lone parent household,28
2011,E09000001,Females,"2. Lower managerial, administrative and professional occupations",Other household types,63
2011,E09000001,Females,3. Intermediate occupations,One person household: Aged 65 and over,74
2011,E09000001,Females,3. Intermediate occupations,One person household: Other,64
2011,E09000001,Females,3. Intermediate occupations,One family only: Couple household: No children,31
2011,E09000001,Females,3. Intermediate occupations,One family only: Couple household: Dependent children,4
2011,E09000001,Females,3. Intermediate occupations,One family only: Couple household: All children non-dependent,4
2011,E09000001,Females,3. Intermediate occupations,One family only: Lone parent household,18
2011,E09000001,Females,3. Intermediate occupations,Other household types,20
2011,E09000001,Females,4. Small employers and own account workers,One person household: Aged 65 and over,20
2011,E09000001,Females,4. Small employers and own account workers,One person household: Other,35
2011,E09000001,Females,4. Small employers and own account workers,One family only: Couple household: No children,6
2011,E09000001,Females,4. Small employers and own account workers,One family only: Couple household: Dependent children,5
2011,E09000001,Females,4. Small employers and own account workers,One family only: Couple household: All children non-dependent,2
2011,E09000001,Females,4. Small employers and own account workers,One family only: Lone parent household,3
2011,E09000001,Females,4. Small employers and own account workers,Other household types,11
2011,E09000001,Females,5. Lower supervisory and technical occupations,One person household: Aged 65 and over,7
2011,E09000001,Females,5. Lower supervisory and technical occupations,One person household: Other,9
2011,E09000001,Females,5. Lower supervisory and technical occupations,One family only: Couple household: No children,2
2011,E09000001,Females,5. Lower supervisory and technical occupations,One family only: Couple household: Dependent children,2
2011,E09000001,Females,5. Lower supervisory and technical occupations,One family only: Couple household: All children non-dependent,1
2011,E09000001,Females,5. Lower supervisory and technical occupations,One family only: Lone parent household,2
2011,E09000001,Females,5. Lower supervisory and technical occupations,Other household types,3
2011,E09000001,Females,6. Semi-routine occupations,One person household: Aged 65 and over,27
2011,E09000001,Females,6. Semi-routine occupations,One person household: Other,29
2011,E09000001,Females,6. Semi-routine occupations,One family only: Couple household: No children,8
2011,E09000001,Females,6. Semi-routine occupations,One family only: Couple household: Dependent children,1
2011,E09000001,Females,6. Semi-routine occupations,One family only: Couple household: All children non-dependent,3
2011,E09000001,Females,6. Semi-routine occupations,One family only: Lone parent household,16
2011,E09000001,Females,6. Semi-routine occupations,Other household types,5
2011,E09000001,Females,7. Routine occupations,One person household: Aged 65 and over,9
2011,E09000001,Females,7. Routine occupations,One person household: Other,4
2011,E09000001,Females,7. Routine occupations,One family only: Couple household: No children,1
2011,E09000001,Females,7. Routine occupations,One family only: Couple household: Dependent children,2
2011,E09000001,Females,7. Routine occupations,One family only: Couple household: All children non-dependent,0
2011,E09000001,Females,7. Routine occupations,One family only: Lone parent household,13
2011,E09000001,Females,7. Routine occupations,Other household types,5
2011,E09000001,Females,8. Never worked and long-term unemployed,One person household: Aged 65 and over,10
2011,E09000001,Females,8. Never worked and long-term unemployed,One person household: Other,11
2011,E09000001,Females,8. Never worked and long-term unemployed,One family only: Couple household: No children,0
2011,E09000001,Females,8. Never worked and long-term unemployed,One family only: Couple household: Dependent children,1
2011,E09000001,Females,8. Never worked and long-term unemployed,One family only: Couple household: All children non-dependent,1
2011,E09000001,Females,8. Never worked and long-term unemployed,One family only: Lone parent household,15
2011,E09000001,Females,8. Never worked and long-term unemployed,Other household types,6
2011,E09000001,Females,L15 Full-time students,One person household: Aged 65 and over,0
2011,E09000001,Females,L15 Full-time students,One person household: Other,61
2011,E09000001,Females,L15 Full-time students,One family only: Couple household: No children,3
2011,E09000001,Females,L15 Full-time students,One family only: Couple household: Dependent children,2
2011,E09000001,Females,L15 Full-time students,One family only: Couple household: All children non-dependent,0
2011,E09000001,Females,L15 Full-time students,One family only: Lone parent household,2
2011,E09000001,Females,L15 Full-time students,Other household types,21
2011,E09000012,Males,"1. Higher managerial, administrative and professional occupations",One person household: Aged 65 and over,160
2011,E09000012,Males,"1. Higher managerial, administrative and professional occupations",One person household: Other,2145
2011,E09000012,Males,"1. Higher managerial, administrative and professional occupations",One family only: Couple household: No children,1971
2011,E09000012,Males,"1. Higher managerial, administrative and professional occupations",One family only: Couple household: Dependent children,1572
2011,E09000012,Males,"1. Higher managerial, administrative and professional occupations",One family only: Couple household: All children non-dependent,164
2011,E09000012,Males,"1. Higher managerial, administrative and professional occupations",One family only: Lone parent household,96
2011,E09000012,Males,"1. Higher managerial, administrative and professional occupations",Other household types,1998
2011,E09000012,Males,"2. Lower managerial, administrative and professional occupations",One person household: Aged 65 and over,367
2011,E09000012,Males,"2. Lower managerial, administrative and professional occupations",One person household: Other,3880
2011,E09000012,Males,"2. Lower managerial, administrative and professional occupations",One family only: Couple household: No children,2921
2011,E09000012,Males,"2. Lower managerial, administrative and professional occupations",One family only: Couple household: Dependent children,2422
2011,E09000012,Males,"2. Lower managerial, administrative and professional occupations",One family only: Couple household: All children non-dependent,227
2011,E09000012,Males,"2. Lower managerial, administrative and professional occupations",One family only: Lone parent household,215
2011,E09000012,Males,"2. Lower managerial, administrative and professional occupations",Other household types,3616
2011,E09000012,Males,3. Intermediate occupations,One person household: Aged 65 and over,242
2011,E09000012,Males,3. Intermediate occupations,One person household: Other,1132
2011,E09000012,Males,3. Intermediate occupations,One family only: Couple household: No children,469
2011,E09000012,Males,3. Intermediate occupations,One family only: Couple household: Dependent children,649
2011,E09000012,Males,3. Intermediate occupations,One family only: Couple household: All children non-dependent,99
2011,E09000012,Males,3. Intermediate occupations,One family only: Lone parent household,92
2011,E09000012,Males,3. Intermediate occupations,Other household types,922
2011,E09000012,Males,4. Small employers and own account workers,One person household: Aged 65 and over,389
2011,E09000012,Males,4. Small employers and own account workers,One person household: Other,1944
2011,E09000012,Males,4. Small employers and own account workers,One family only: Couple household: No children,1110
2011,E09000012,Males,4. Small employers and own account workers,One family only: Couple household: Dependent children,1706
2011,E09000012,Males,4. Small employers and own account workers,One family only: Couple household: All children non-dependent,353
2011,E09000012,Males,4. Small employers and own account workers,One family only: Lone parent household,207
2011,E09000012,Males,4. Small employers and own account workers,Other household types,1609
2011,E09000012,Males,5. Lower supervisory and technical occupations,One person household: Aged 65 and over,394
2011,E09000012,Males,5. Lower supervisory and technical occupations,One person household: Other,1095
2011,E09000012,Males,5. Lower supervisory and technical occupations,One family only: Couple household: No children,429
2011,E09000012,Males,5. Lower supervisory and technical occupations,One family only: Couple household: Dependent children,877
2011,E09000012,Males,5. Lower supervisory and technical occupations,One family only: Couple household: All children non-dependent,203
2011,E09000012,Males,5. Lower supervisory and technical occupations,One family only: Lone parent household,181
2011,E09000012,Males,5. Lower supervisory and technical occupations,Other household types,844
2011,E09000012,Males,6. Semi-routine occupations,One person household: Aged 65 and over,613
2011,E09000012,Males,6. Semi-routine occupations,One person household: Other,1754
2011,E09000012,Males,6. Semi-routine occupations,One family only: Couple household: No children,459
2011,E09000012,Males,6. Semi-routine occupations,One family only: Couple household: Dependent children,1191
2011,E09000012,Males,6. Semi-routine occupations,One family only: Couple household: All children non-dependent,284
2011,E09000012,Males,6. Semi-routine occupations,One family only: Lone parent household,213
2011,E09000012,Males,6. Semi-routine occupations,Other household types,990
2011,E09000012,Males,7. Routine occupations,One person household: Aged 65 and over,820
2011,E09000012,Males,7. Routine occupations,One person household: Other,1830
2011,E09000012,Males,7. Routine occupations,One family only: Couple household: No children,463
2011,E09000012,Males,7. Routine occupations,One family only: Couple household: Dependent children,1172
2011,E09000012,Males,7. Routine occupations,One family only: Couple household: All children non-dependent,430
2011,E09000012,Males,7. Routine occupations,One family only: Lone parent household,287
2011,E09000012,Males,7. Routine occupations,Other household types,1039
2011,E09000012,Males,8. Never worked and long-term unemployed,One person household: Aged 65 and over,223
2011,E09000012,Males,8. Never worked and long-term unemployed,One person household: Other,2458
2011,E09000012,Males,8. Never worked and long-term unemployed,One family only: Couple household: No children,244
2011,E09000012,Males,8. Never worked and long-term unemployed,One family only: Couple household: Dependent children,664
2011,E09000012,Males,8. Never worked and long-term unemployed,One family only: Couple household: All children non-dependent,205
2011,E09000012,Males,8. Never worked and long-term unemployed,One family only: Lone parent household,251
2011,E09000012,Males,8. Never worked and long-term unemployed,Other household types,393
2011,E09000012,Males,L15 Full-time students,One person household: Aged 65 and over,6
2011,E09000012,Males,L15 Full-time students,One person household: Other,630
2011,E09000012,Males,L15 Full-time students,One family only: Couple household: No children,99
2011,E09000012,Males,L15 Full-time students,One family only: Couple household: Dependent children,176
2011,E09000012,Males,L15 Full-time students,One family only: Couple household: All children non-dependent,4
2011,E09000012,Males,L15 Full-time students,One family only: Lone parent household,38
2011,E09000012,Males,L15 Full-time students,Other household types,435
2011,E09000012,Females,"1. Higher managerial, administrative and professional occupations",One person household: Aged 65 and over,110
2011,E09000012,Females,"1. Higher managerial, administrative and professional occupations",One person household: Other,1465
2011,E09000012,Females,"1. Higher managerial, administrative and professional occupations",One family only: Couple household: No children,914
2011,E09000012,Females,"1. Higher managerial, administrative and professional occupations",One family only: Couple household: Dependent children,487
2011,E09000012,Females,"1. Higher managerial, administrative and professional occupations",One family only: Couple household: All children non-dependent,54
2011,E09000012,Females,"1. Higher managerial, administrative and professional occupations",One family only: Lone parent household,459
2011,E09000012,Females,"1. Higher managerial, administrative and professional occupations",Other household types,1142
2011,E09000012,Females,"2. Lower managerial, administrative and professional occupations",One person household: Aged 65 and over,616
2011,E09000012,Females,"2. Lower managerial, administrative and professional occupations",One person household: Other,3440
2011,E09000012,Females,"2. Lower managerial, administrative and professional occupations",One family only: Couple household: No children,1901
2011,E09000012,Females,"2. Lower managerial, administrative and professional occupations",One family only: Couple household: Dependent children,1411
2011,E09000012,Females,"2. Lower managerial, administrative and professional occupations",One family only: Couple household: All children non-dependent,220
2011,E09000012,Females,"2. Lower managerial, administrative and professional occupations",One family only: Lone parent household,2226
2011,E09000012,Females,"2. Lower managerial, administrative and professional occupations",Other household types,3015
2011,E09000012,Females,3. Intermediate occupations,One person household: Aged 65 and over,669
2011,E09000012,Females,3. Intermediate occupations,One person household: Other,1470
2011,E09000012,Females,3. Intermediate occupations,One family only: Couple household: No children,593
2011,E09000012,Females,3. Intermediate occupations,One family only: Couple household: Dependent children,668
2011,E09000012,Females,3. Intermediate occupations,One family only: Couple household: All children non-dependent,136
2011,E09000012,Females,3. Intermediate occupations,One family only: Lone parent household,1903
2011,E09000012,Females,3. Intermediate occupations,Other household types,1316
2011,E09000012,Females,4. Small employers and own account workers,One person household: Aged 65 and over,149
2011,E09000012,Females,4. Small employers and own account workers,One person household: Other,715
2011,E09000012,Females,4. Small employers and own account workers,One family only: Couple household: No children,285
2011,E09000012,Females,4. Small employers and own account workers,One family only: Couple household: Dependent children,217
2011,E09000012,Females,4. Small employers and own account workers,One family only: Couple household: All children non-dependent,44
2011,E09000012,Females,4. Small employers and own account workers,One family only: Lone parent household,590
2011,E09000012,Females,4. Small employers and own account workers,Other household types,627
2011,E09000012,Females,5. Lower supervisory and technical occupations,One person household: Aged 65 and over,174
2011,E09000012,Females,5. Lower supervisory and technical occupations,One person household: Other,351
2011,E09000012,Females,5. Lower supervisory and technical occupations,One family only: Couple household: No children,128
2011,E09000012,Females,5. Lower supervisory and technical occupations,One family only: Couple household: Dependent children,80
2011,E09000012,Females,5. Lower supervisory and technical occupations,One family only: Couple household: All children non-dependent,40
2011,E09000012,Females,5. Lower supervisory and technical occupations,One family only: Lone parent household,511
2011,E09000012,Females,5. Lower supervisory and technical occupations,Other household types,351
2011,E09000012,Females,6. Semi-routine occupations,One person household: Aged 65 and over,761
2011,E09000012,Females,6. Semi-routine occupations,One person household: Other,1237
2011,E09000012,Females,6. Semi-routine occupations,One family only: Couple household: No children,312
2011,E09000012,Females,6. Semi-routine occupations,One family only: Couple household: Dependent children,357
2011,E09000012,Females,6. Semi-routine occupations,One family only: Couple household: All children non-dependent,132
2011,E09000012,Females,6. Semi-routine occupations,One family only: Lone parent household,2282
2011,E09000012,Females,6. Semi-routine occupations,Other household types,966
2011,E09000012,Females,7. Routine occupations,One person household: Aged 65 and over,1056
2011,E09000012,Females,7. Routine occupations,One person household: Other,745
2011,E09000012,Females,7. Routine occupations,One family only: Couple household: No children,194
2011,E09000012,Females,7. Routine occupations,One family only: Couple household: Dependent children,178
