date,geography_code,c_hhchuk11_name,relpuk11_hrppuk11_name,obs_value
2011,E09000007,One family only: Married or same-sex civil partnership couple: Dependent children,Christian,3443
2011,E09000007,One family only: Married or same-sex civil partnership couple: Dependent children,Buddhist,127
2011,E09000007,One family only: Married or same-sex civil partnership couple: Dependent children,Hindu,222
2011,E09000007,One family only: Married or same-sex civil partnership couple: Dependent children,Jewish,760
2011,E09000007,One family only: Married or same-sex civil partnership couple: Dependent children,Muslim,2291
2011,E09000007,One family only: Married or same-sex civil partnership couple: Dependent children,Sikh,19
2011,E09000007,One family only: Married or same-sex civil partnership couple: Dependent children,Other religion,40
2011,E09000007,One family only: Married or same-sex civil partnership couple: Dependent children,No religion,2176
2011,E09000007,One family only: Married or same-sex civil partnership couple: Dependent children,Religion not stated,1199
2011,E09000007,One family only: Married or same-sex civil partnership couple: All children non-dependent,Christian,1095
2011,E09000007,One family only: Married or same-sex civil partnership couple: All children non-dependent,Buddhist,28
2011,E09000007,One family only: Married or same-sex civil partnership couple: All children non-dependent,Hindu,57
2011,E09000007,One family only: Married or same-sex civil partnership couple: All children non-dependent,Jewish,163
2011,E09000007,One family only: Married or same-sex civil partnership couple: All children non-dependent,Muslim,311
2011,E09000007,One family only: Married or same-sex civil partnership couple: All children non-dependent,Sikh,3
2011,E09000007,One family only: Married or same-sex civil partnership couple: All children non-dependent,Other religion,8
2011,E09000007,One family only: Married or same-sex civil partnership couple: All children non-dependent,No religion,437
2011,E09000007,One family only: Married or same-sex civil partnership couple: All children non-dependent,Religion not stated,216
2011,E09000007,One family only: Cohabiting couple: No children,Christian,2171
2011,E09000007,One family only: Cohabiting couple: No children,Buddhist,66
2011,E09000007,One family only: Cohabiting couple: No children,Hindu,39
2011,E09000007,One family only: Cohabiting couple: No children,Jewish,273
2011,E09000007,One family only: Cohabiting couple: No children,Muslim,79
2011,E09000007,One family only: Cohabiting couple: No children,Sikh,11
2011,E09000007,One family only: Cohabiting couple: No children,Other religion,46
2011,E09000007,One family only: Cohabiting couple: No children,No religion,3160
2011,E09000007,One family only: Cohabiting couple: No children,Religion not stated,1450
2011,E09000007,One family only: Cohabiting couple: Dependent children,Christian,655
2011,E09000007,One family only: Cohabiting couple: Dependent children,Buddhist,22
2011,E09000007,One family only: Cohabiting couple: Dependent children,Hindu,6
2011,E09000007,One family only: Cohabiting couple: Dependent children,Jewish,49
2011,E09000007,One family only: Cohabiting couple: Dependent children,Muslim,106
2011,E09000007,One family only: Cohabiting couple: Dependent children,Sikh,1
2011,E09000007,One family only: Cohabiting couple: Dependent children,Other religion,15
2011,E09000007,One family only: Cohabiting couple: Dependent children,No religion,731
2011,E09000007,One family only: Cohabiting couple: Dependent children,Religion not stated,352
2011,E09000007,One family only: Cohabiting couple: All children non-dependent,Christian,125
2011,E09000007,One family only: Cohabiting couple: All children non-dependent,Buddhist,1
2011,E09000007,One family only: Cohabiting couple: All children non-dependent,Hindu,0
2011,E09000007,One family only: Cohabiting couple: All children non-dependent,Jewish,10
2011,E09000007,One family only: Cohabiting couple: All children non-dependent,Muslim,9
2011,E09000007,One family only: Cohabiting couple: All children non-dependent,Sikh,2
2011,E09000007,One family only: Cohabiting couple: All children non-dependent,Other religion,0
2011,E09000007,One family only: Cohabiting couple: All children non-dependent,No religion,74
2011,E09000007,One family only: Cohabiting couple: All children non-dependent,Religion not stated,81
2011,E09000007,One family only: Lone parent: Dependent children,Christian,2781
2011,E09000007,One family only: Lone parent: Dependent children,Buddhist,71
2011,E09000007,One family only: Lone parent: Dependent children,Hindu,21
2011,E09000007,One family only: Lone parent: Dependent children,Jewish,84
2011,E09000007,One family only: Lone parent: Dependent children,Muslim,1186
2011,E09000007,One family only: Lone parent: Dependent children,Sikh,3
2011,E09000007,One family only: Lone parent: Dependent children,Other religion,51
2011,E09000007,One family only: Lone parent: Dependent children,No religion,1234
2011,E09000007,One family only: Lone parent: Dependent children,Religion not stated,859
2011,E09000007,One family only: Lone parent: All children non-dependent,Christian,1835
2011,E09000007,One family only: Lone parent: All children non-dependent,Buddhist,54
2011,E09000007,One family only: Lone parent: All children non-dependent,Hindu,28
2011,E09000007,One family only: Lone parent: All children non-dependent,Jewish,71
2011,E09000007,One family only: Lone parent: All children non-dependent,Muslim,365
2011,E09000007,One family only: Lone parent: All children non-dependent,Sikh,5
2011,E09000007,One family only: Lone parent: All children non-dependent,Other religion,26
2011,E09000007,One family only: Lone parent: All children non-dependent,No religion,579
2011,E09000007,One family only: Lone parent: All children non-dependent,Religion not stated,462
2011,E09000007,Other household types: With dependent children,Christian,1011
2011,E09000007,Other household types: With dependent children,Buddhist,23
2011,E09000007,Other household types: With dependent children,Hindu,46
2011,E09000007,Other household types: With dependent children,Jewish,127
2011,E09000007,Other household types: With dependent children,Muslim,816
2011,E09000007,Other household types: With dependent children,Sikh,7
2011,E09000007,Other household types: With dependent children,Other religion,15
2011,E09000007,Other household types: With dependent children,No religion,509
2011,E09000007,Other household types: With dependent children,Religion not stated,490
2011,E09000007,Other household types: All full-time students,Christian,548
2011,E09000007,Other household types: All full-time students,Buddhist,84
2011,E09000007,Other household types: All full-time students,Hindu,67
2011,E09000007,Other household types: All full-time students,Jewish,28
2011,E09000007,Other household types: All full-time students,Muslim,101
2011,E09000007,Other household types: All full-time students,Sikh,24
2011,E09000007,Other household types: All full-time students,Other religion,17
2011,E09000007,Other household types: All full-time students,No religion,856
2011,E09000007,Other household types: All full-time students,Religion not stated,597
2011,E09000007,Other household types: All aged 65 and over,Christian,161
2011,E09000007,Other household types: All aged 65 and over,Buddhist,2
2011,E09000007,Other household types: All aged 65 and over,Hindu,3
2011,E09000007,Other household types: All aged 65 and over,Jewish,24
2011,E09000007,Other household types: All aged 65 and over,Muslim,7
2011,E09000007,Other household types: All aged 65 and over,Sikh,0
2011,E09000007,Other household types: All aged 65 and over,Other religion,0
2011,E09000007,Other household types: All aged 65 and over,No religion,41
2011,E09000007,Other household types: All aged 65 and over,Religion not stated,101
2011,E09000007,Other household types: Other,Christian,3508
2011,E09000007,Other household types: Other,Buddhist,145
2011,E09000007,Other household types: Other,Hindu,201
2011,E09000007,Other household types: Other,Jewish,455
2011,E09000007,Other household types: Other,Muslim,472
2011,E09000007,Other household types: Other,Sikh,22
2011,E09000007,Other household types: Other,Other religion,86
2011,E09000007,Other household types: Other,No religion,3674
2011,E09000007,Other household types: Other,Religion not stated,2232
2011,E09000001,One person household: Aged 65 and over,Christian,317
2011,E09000001,One person household: Aged 65 and over,Buddhist,2
2011,E09000001,One person household: Aged 65 and over,Hindu,1
2011,E09000001,One person household: Aged 65 and over,Jewish,34
2011,E09000001,One person household: Aged 65 and over,Muslim,5
2011,E09000001,One person household: Aged 65 and over,Sikh,0
2011,E09000001,One person household: Aged 65 and over,Other religion,3
2011,E09000001,One person household: Aged 65 and over,No religion,113
2011,E09000001,One person household: Aged 65 and over,Religion not stated,51
2011,E09000001,One person household: Other,Christian,869
2011,E09000001,One person household: Other,Buddhist,29
2011,E09000001,One person household: Other,Hindu,28
2011,E09000001,One person household: Other,Jewish,43
2011,E09000001,One person household: Other,Muslim,56
2011,E09000001,One person household: Other,Sikh,5
2011,E09000001,One person household: Other,Other religion,6
2011,E09000001,One person household: Other,No religion,718
2011,E09000001,One person household: Other,Religion not stated,192
2011,E09000001,One family only: All aged 65 and over,Christian,78
2011,E09000001,One family only: All aged 65 and over,Buddhist,1
2011,E09000001,One family only: All aged 65 and over,Hindu,1
2011,E09000001,One family only: All aged 65 and over,Jewish,12
2011,E09000001,One family only: All aged 65 and over,Muslim,0
2011,E09000001,One family only: All aged 65 and over,Sikh,0
2011,E09000001,One family only: All aged 65 and over,Other religion,0
2011,E09000001,One family only: All aged 65 and over,No religion,36
2011,E09000001,One family only: All aged 65 and over,Religion not stated,9
2011,E09000001,One family only: Married or same-sex civil partnership couple: No children,Christian,244
2011,E09000001,One family only: Married or same-sex civil partnership couple: No children,Buddhist,6
2011,E09000001,One family only: Married or same-sex civil partnership couple: No children,Hindu,8
2011,E09000001,One family only: Married or same-sex civil partnership couple: No children,Jewish,6
2011,E09000001,One family only: Married or same-sex civil partnership couple: No children,Muslim,6
2011,E09000001,One family only: Married or same-sex civil partnership couple: No children,Sikh,1
2011,E09000001,One family only: Married or same-sex civil partnership couple: No children,Other religion,2
2011,E09000001,One family only: Married or same-sex civil partnership couple: No children,No religion,206
2011,E09000001,One family only: Married or same-sex civil partnership couple: No children,Religion not stated,34
2011,E09000001,One family only: Married or same-sex civil partnership couple: Dependent children,Christian,106
2011,E09000001,One family only: Married or same-sex civil partnership couple: Dependent children,Buddhist,2
2011,E09000001,One family only: Married or same-sex civil partnership couple: Dependent children,Hindu,6
2011,E09000001,One family only: Married or same-sex civil partnership couple: Dependent children,Jewish,4
2011,E09000001,One family only: Married or same-sex civil partnership couple: Dependent children,Muslim,31
2011,E09000001,One family only: Married or same-sex civil partnership couple: Dependent children,Sikh,0
2011,E09000001,One family only: Married or same-sex civil partnership couple: Dependent children,Other religion,0
2011,E09000001,One family only: Married or same-sex civil partnership couple: Dependent children,No religion,74
2011,E09000001,One family only: Married or same-sex civil partnership couple: Dependent children,Religion not stated,20
2011,E09000001,One family only: Married or same-sex civil partnership couple: All children non-dependent,Christian,28
2011,E09000001,One family only: Married or same-sex civil partnership couple: All children non-dependent,Buddhist,0
2011,E09000001,One family only: Married or same-sex civil partnership couple: All children non-dependent,Hindu,3
2011,E09000001,One family only: Married or same-sex civil partnership couple: All children non-dependent,Jewish,2
2011,E09000001,One family only: Married or same-sex civil partnership couple: All children non-dependent,Muslim,7
2011,E09000001,One family only: Married or same-sex civil partnership couple: All children non-dependent,Sikh,0
2011,E09000001,One family only: Married or same-sex civil partnership couple: All children non-dependent,Other religion,1
2011,E09000001,One family only: Married or same-sex civil partnership couple: All children non-dependent,No religion,15
2011,E09000001,One family only: Married or same-sex civil partnership couple: All children non-dependent,Religion not stated,2
2011,E09000001,One family only: Cohabiting couple: No children,Christian,138
2011,E09000001,One family only: Cohabiting couple: No children,Buddhist,2
2011,E09000001,One family only: Cohabiting couple: No children,Hindu,3
2011,E09000001,One family only: Cohabiting couple: No children,Jewish,5
2011,E09000001,One family only: Cohabiting couple: No children,Muslim,2
2011,E09000001,One family only: Cohabiting couple: No children,Sikh,1
2011,E09000001,One family only: Cohabiting couple: No children,Other religion,3
2011,E09000001,One family only: Cohabiting couple: No children,No religion,163
2011,E09000001,One family only: Cohabiting couple: No children,Religion not stated,34
2011,E09000001,One family only: Cohabiting couple: Dependent children,Christian,25
2011,E09000001,One family only: Cohabiting couple: Dependent children,Buddhist,0
2011,E09000001,One family only: Cohabiting couple: Dependent children,Hindu,0
2011,E09000001,One family only: Cohabiting couple: Dependent children,Jewish,2
2011,E09000001,One family only: Cohabiting couple: Dependent children,Muslim,1
2011,E09000001,One family only: Cohabiting couple: Dependent children,Sikh,0
2011,E09000001,One family only: Cohabiting couple: Dependent children,Other religion,0
2011,E09000001,One family only: Cohabiting couple: Dependent children,No religion,31
2011,E09000001,One family only: Cohabiting couple: Dependent children,Religion not stated,4
2011,E09000001,One family only: Cohabiting couple: All children non-dependent,Christian,2
2011,E09000001,One family only: Cohabiting couple: All children non-dependent,Buddhist,0
2011,E09000001,One family only: Cohabiting couple: All children non-dependent,Hindu,0
2011,E09000001,One family only: Cohabiting couple: All children non-dependent,Jewish,0
2011,E09000001,One family only: Cohabiting couple: All children non-dependent,Muslim,0
2011,E09000001,One family only: Cohabiting couple: All children non-dependent,Sikh,0
2011,E09000001,One family only: Cohabiting couple: All children non-dependent,Other religion,0
2011,E09000001,One family only: Cohabiting couple: All children non-dependent,No religion,1
2011,E09000001,One family only: Cohabiting couple: All children non-dependent,Religion not stated,2
2011,E09000001,One family only: Lone parent: Dependent children,Christian,49
2011,E09000001,One family only: Lone parent: Dependent children,Buddhist,1
2011,E09000001,One family only: Lone parent: Dependent children,Hindu,0
2011,E09000001,One family only: Lone parent: Dependent children,Jewish,1
2011,E09000001,One family only: Lone parent: Dependent children,Muslim,5
2011,E09000001,One family only: Lone parent: Dependent children,Sikh,0
2011,E09000001,One family only: Lone parent: Dependent children,Other religion,3
2011,E09000001,One family only: Lone parent: Dependent children,No religion,22
2011,E09000001,One family only: Lone parent: Dependent children,Religion not stated,10
2011,E09000001,One family only: Lone parent: All children non-dependent,Christian,30
2011,E09000001,One family only: Lone parent: All children non-dependent,Buddhist,1
2011,E09000001,One family only: Lone parent: All children non-dependent,Hindu,2
2011,E09000001,One family only: Lone parent: All children non-dependent,Jewish,4
2011,E09000001,One family only: Lone parent: All children non-dependent,Muslim,5
2011,E09000001,One family only: Lone parent: All children non-dependent,Sikh,0
2011,E09000001,One family only: Lone parent: All children non-dependent,Other religion,0
2011,E09000001,One family only: Lone parent: All children non-dependent,No religion,18
2011,E09000001,One family only: Lone parent: All children non-dependent,Religion not stated,2
2011,E09000001,Other household types: With dependent children,Christian,11
2011,E09000001,Other household types: With dependent children,Buddhist,0
2011,E09000001,Other household types: With dependent children,Hindu,1
2011,E09000001,Other household types: With dependent children,Jewish,1
2011,E09000001,Other household types: With dependent children,Muslim,12
2011,E09000001,Other household types: With dependent children,Sikh,0
2011,E09000001,Other household types: With dependent children,Other religion,0
2011,E09000001,Other household types: With dependent children,No religion,8
2011,E09000001,Other household types: With dependent children,Religion not stated,1
2011,E09000001,Other household types: All full-time students,Christian,9
2011,E09000001,Other household types: All full-time students,Buddhist,2
2011,E09000001,Other household types: All full-time students,Hindu,3
2011,E09000001,Other household types: All full-time students,Jewish,0
2011,E09000001,Other household types: All full-time students,Muslim,0
2011,E09000001,Other household types: All full-time students,Sikh,0
2011,E09000001,Other household types: All full-time students,Other religion,0
2011,E09000001,Other household types: All full-time students,No religion,15
2011,E09000001,Other household types: All full-time students,Religion not stated,1
2011,E09000001,Other household types: All aged 65 and over,Christian,9
2011,E09000001,Other household types: All aged 65 and over,Buddhist,0
2011,E09000001,Other household types: All aged 65 and over,Hindu,0
2011,E09000001,Other household types: All aged 65 and over,Jewish,2
2011,E09000001,Other household types: All aged 65 and over,Muslim,0
2011,E09000001,Other household types: All aged 65 and over,Sikh,0
2011,E09000001,Other household types: All aged 65 and over,Other religion,0
2011,E09000001,Other household types: All aged 65 and over,No religion,2
2011,E09000001,Other household types: All aged 65 and over,Religion not stated,3
2011,E09000001,Other household types: Other,Christian,124
2011,E09000001,Other household types: Other,Buddhist,5
2011,E09000001,Other household types: Other,Hindu,14
2011,E09000001,Other household types: Other,Jewish,3
2011,E09000001,Other household types: Other,Muslim,14
2011,E09000001,Other household types: Other,Sikh,1
2011,E09000001,Other household types: Other,Other religion,1
2011,E09000001,Other household types: Other,No religion,133
2011,E09000001,Other household types: Other,Religion not stated,15
2011,E09000012,One person household: Aged 65 and over,Christian,4860
2011,E09000012,One person household: Aged 65 and over,Buddhist,60
2011,E09000012,One person household: Aged 65 and over,Hindu,32
2011,E09000012,One person household: Aged 65 and over,Jewish,449
2011,E09000012,One person household: Aged 65 and over,Muslim,381
2011,E09000012,One person household: Aged 65 and over,Sikh,7
2011,E09000012,One person household: Aged 65 and over,Other religion,24
2011,E09000012,One person household: Aged 65 and over,No religion,771
2011,E09000012,One person household: Aged 65 and over,Religion not stated,837
2011,E09000012,One person household: Other,Christian,11435
2011,E09000012,One person household: Other,Buddhist,495
2011,E09000012,One person household: Other,Hindu,153
2011,E09000012,One person household: Other,Jewish,529
2011,E09000012,One person household: Other,Muslim,2272
2011,E09000012,One person household: Other,Sikh,89
2011,E09000012,One person household: Other,Other religion,317
2011,E09000012,One person household: Other,No religion,9762
2011,E09000012,One person household: Other,Religion not stated,3162
2011,E09000012,One family only: All aged 65 and over,Christian,864
2011,E09000012,One family only: All aged 65 and over,Buddhist,14
2011,E09000012,One family only: All aged 65 and over,Hindu,18
2011,E09000012,One family only: All aged 65 and over,Jewish,160
2011,E09000012,One family only: All aged 65 and over,Muslim,143
2011,E09000012,One family only: All aged 65 and over,Sikh,2
2011,E09000012,One family only: All aged 65 and over,Other religion,3
2011,E09000012,One family only: All aged 65 and over,No religion,137
2011,E09000012,One family only: All aged 65 and over,Religion not stated,128
2011,E09000012,One family only: Married or same-sex civil partnership couple: No children,Christian,1958
2011,E09000012,One family only: Married or same-sex civil partnership couple: No children,Buddhist,64
2011,E09000012,One family only: Married or same-sex civil partnership couple: No children,Hindu,44
2011,E09000012,One family only: Married or same-sex civil partnership couple: No children,Jewish,355
2011,E09000012,One family only: Married or same-sex civil partnership couple: No children,Muslim,543
2011,E09000012,One family only: Married or same-sex civil partnership couple: No children,Sikh,16
2011,E09000012,One family only: Married or same-sex civil partnership couple: No children,Other religion,24
2011,E09000012,One family only: Married or same-sex civil partnership couple: No children,No religion,1832
2011,E09000012,One family only: Married or same-sex civil partnership couple: No children,Religion not stated,437
2011,E09000012,One family only: Married or same-sex civil partnership couple: Dependent children,Christian,3381
2011,E09000012,One family only: Married or same-sex civil partnership couple: Dependent children,Buddhist,117
2011,E09000012,One family only: Married or same-sex civil partnership couple: Dependent children,Hindu,79
2011,E09000012,One family only: Married or same-sex civil partnership couple: Dependent children,Jewish,1851
2011,E09000012,One family only: Married or same-sex civil partnership couple: Dependent children,Muslim,2766
2011,E09000012,One family only: Married or same-sex civil partnership couple: Dependent children,Sikh,109
2011,E09000012,One family only: Married or same-sex civil partnership couple: Dependent children,Other religion,41
2011,E09000012,One family only: Married or same-sex civil partnership couple: Dependent children,No religion,2081
2011,E09000012,One family only: Married or same-sex civil partnership couple: Dependent children,Religion not stated,846
2011,E09000012,One family only: Married or same-sex civil partnership couple: All children non-dependent,Christian,1107
2011,E09000012,One family only: Married or same-sex civil partnership couple: All children non-dependent,Buddhist,56
2011,E09000012,One family only: Married or same-sex civil partnership couple: All children non-dependent,Hindu,64
2011,E09000012,One family only: Married or same-sex civil partnership couple: All children non-dependent,Jewish,116
2011,E09000012,One family only: Married or same-sex civil partnership couple: All children non-dependent,Muslim,603
2011,E09000012,One family only: Married or same-sex civil partnership couple: All children non-dependent,Sikh,32
2011,E09000012,One family only: Married or same-sex civil partnership couple: All children non-dependent,Other religion,7
2011,E09000012,One family only: Married or same-sex civil partnership couple: All children non-dependent,No religion,340
2011,E09000012,One family only: Married or same-sex civil partnership couple: All children non-dependent,Religion not stated,186
2011,E09000012,One family only: Cohabiting couple: No children,Christian,2089
2011,E09000012,One family only: Cohabiting couple: No children,Buddhist,57
2011,E09000012,One family only: Cohabiting couple: No children,Hindu,16
2011,E09000012,One family only: Cohabiting couple: No children,Jewish,95
2011,E09000012,One family only: Cohabiting couple: No children,Muslim,122
2011,E09000012,One family only: Cohabiting couple: No children,Sikh,10
2011,E09000012,One family only: Cohabiting couple: No children,Other religion,45
2011,E09000012,One family only: Cohabiting couple: No children,No religion,4362
2011,E09000012,One family only: Cohabiting couple: No children,Religion not stated,603
2011,E09000012,One family only: Cohabiting couple: Dependent children,Christian,1133
2011,E09000012,One family only: Cohabiting couple: Dependent children,Buddhist,34
2011,E09000012,One family only: Cohabiting couple: Dependent children,Hindu,4
2011,E09000012,One family only: Cohabiting couple: Dependent children,Jewish,32
2011,E09000012,One family only: Cohabiting couple: Dependent children,Muslim,211
2011,E09000012,One family only: Cohabiting couple: Dependent children,Sikh,6
2011,E09000012,One family only: Cohabiting couple: Dependent children,Other religion,10
2011,E09000012,One family only: Cohabiting couple: Dependent children,No religion,1218
2011,E09000012,One family only: Cohabiting couple: Dependent children,Religion not stated,210
2011,E09000012,One family only: Cohabiting couple: All children non-dependent,Christian,159
2011,E09000012,One family only: Cohabiting couple: All children non-dependent,Buddhist,2
2011,E09000012,One family only: Cohabiting couple: All children non-dependent,Hindu,0
2011,E09000012,One family only: Cohabiting couple: All children non-dependent,Jewish,5
2011,E09000012,One family only: Cohabiting couple: All children non-dependent,Muslim,30
2011,E09000012,One family only: Cohabiting couple: All children non-dependent,Sikh,1
2011,E09000012,One family only: Cohabiting couple: All children non-dependent,Other religion,4
2011,E09000012,One family only: Cohabiting couple: All children non-dependent,No religion,66
2011,E09000012,One family only: Cohabiting couple: All children non-dependent,Religion not stated,27
2011,E09000012,One family only: Lone parent: Dependent children,Christian,5934
2011,E09000012,One family only: Lone parent: Dependent children,Buddhist,191
2011,E09000012,One family only: Lone parent: Dependent children,Hindu,26
2011,E09000012,One family only: Lone parent: Dependent children,Jewish,112
2011,E09000012,One family only: Lone parent: Dependent children,Muslim,1713
2011,E09000012,One family only: Lone parent: Dependent children,Sikh,94
2011,E09000012,One family only: Lone parent: Dependent children,Other religion,68
2011,E09000012,One family only: Lone parent: Dependent children,No religion,1848
2011,E09000012,One family only: Lone parent: Dependent children,Religion not stated,784
2011,E09000012,One family only: Lone parent: All children non-dependent,Christian,2703
2011,E09000012,One family only: Lone parent: All children non-dependent,Buddhist,77
2011,E09000012,One family only: Lone parent: All children non-dependent,Hindu,20
2011,E09000012,One family only: Lone parent: All children non-dependent,Jewish,85
2011,E09000012,One family only: Lone parent: All children non-dependent,Muslim,556
2011,E09000012,One family only: Lone parent: All children non-dependent,Sikh,26
2011,E09000012,One family only: Lone parent: All children non-dependent,Other religion,26
2011,E09000012,One family only: Lone parent: All children non-dependent,No religion,551
2011,E09000012,One family only: Lone parent: All children non-dependent,Religion not stated,383
2011,E09000012,Other household types: With dependent children,Christian,2088
2011,E09000012,Other household types: With dependent children,Buddhist,64
2011,E09000012,Other household types: With dependent children,Hindu,38
2011,E09000012,Other household types: With dependent children,Jewish,144
2011,E09000012,Other household types: With dependent children,Muslim,974
2011,E09000012,Other household types: With dependent children,Sikh,72
2011,E09000012,Other household types: With dependent children,Other religion,16
2011,E09000012,Other household types: With dependent children,No religion,527
2011,E09000012,Other household types: With dependent children,Religion not stated,272
2011,E09000012,Other household types: All full-time students,Christian,178
2011,E09000012,Other household types: All full-time students,Buddhist,24
2011,E09000012,Other household types: All full-time students,Hindu,8
2011,E09000012,Other household types: All full-time students,Jewish,2
2011,E09000012,Other household types: All full-time students,Muslim,43
2011,E09000012,Other household types: All full-time students,Sikh,2
2011,E09000012,Other household types: All full-time students,Other religion,2
2011,E09000012,Other household types: All full-time students,No religion,341
2011,E09000012,Other household types: All full-time students,Religion not stated,69
2011,E09000012,Other household types: All aged 65 and over,Christian,131
2011,E09000012,Other household types: All aged 65 and over,Buddhist,1
2011,E09000012,Other household types: All aged 65 and over,Hindu,4
2011,E09000012,Other household types: All aged 65 and over,Jewish,25
2011,E09000012,Other household types: All aged 65 and over,Muslim,10
2011,E09000012,Other household types: All aged 65 and over,Sikh,0
2011,E09000012,Other household types: All aged 65 and over,Other religion,0
2011,E09000012,Other household types: All aged 65 and over,No religion,16
2011,E09000012,Other household types: All aged 65 and over,Religion not stated,45
2011,E09000012,Other household types: Other,Christian,4707
2011,E09000012,Other household types: Other,Buddhist,168
2011,E09000012,Other household types: Other,Hindu,96
2011,E09000012,Other household types: Other,Jewish,190
2011,E09000012,Other household types: Other,Muslim,633
2011,E09000012,Other household types: Other,Sikh,43
2011,E09000012,Other household types: Other,Other religion,113
2011,E09000012,Other household types: Other,No religion,7425
2011,E09000012,Other household types: Other,Religion not stated,1312
2011,E09000013,One person household: Aged 65 and over,Christian,5097
2011,E09000013,One person household: Aged 65 and over,Buddhist,46
2011,E09000013,One person household: Aged 65 and over,Hindu,41
2011,E09000013,One person household: Aged 65 and over,Jewish,59
2011,E09000013,One person household: Aged 65 and over,Muslim,223
2011,E09000013,One person household: Aged 65 and over,Sikh,8
2011,E09000013,One person household: Aged 65 and over,Other religion,35
2011,E09000013,One person household: Aged 65 and over,No religion,827
2011,E09000013,One person household: Aged 65 and over,Religion not stated,722
2011,E09000013,One person household: Other,Christian,11803
2011,E09000013,One person household: Other,Buddhist,390
2011,E09000013,One person household: Other,Hindu,239
2011,E09000013,One person household: Other,Jewish,164
2011,E09000013,One person household: Other,Muslim,1547
2011,E09000013,One person household: Other,Sikh,62
2011,E09000013,One person household: Other,Other religion,220
2011,E09000013,One person household: Other,No religion,6321
2011,E09000013,One person household: Other,Religion not stated,2344
2011,E09000013,One family only: All aged 65 and over,Christian,1178
2011,E09000013,One family only: All aged 65 and over,Buddhist,7
2011,E09000013,One family only: All aged 65 and over,Hindu,21
2011,E09000013,One family only: All aged 65 and over,Jewish,29
2011,E09000013,One family only: All aged 65 and over,Muslim,50
2011,E09000013,One family only: All aged 65 and over,Sikh,2
2011,E09000013,One family only: All aged 65 and over,Other religion,8
2011,E09000013,One family only: All aged 65 and over,No religion,186
2011,E09000013,One family only: All aged 65 and over,Religion not stated,140
2011,E09000013,One family only: Married or same-sex civil partnership couple: No children,Christian,3364
2011,E09000013,One family only: Married or same-sex civil partnership couple: No children,Buddhist,82
2011,E09000013,One family only: Married or same-sex civil partnership couple: No children,Hindu,98
2011,E09000013,One family only: Married or same-sex civil partnership couple: No children,Jewish,65
2011,E09000013,One family only: Married or same-sex civil partnership couple: No children,Muslim,309
2011,E09000013,One family only: Married or same-sex civil partnership couple: No children,Sikh,23
2011,E09000013,One family only: Married or same-sex civil partnership couple: No children,Other religion,37
2011,E09000013,One family only: Married or same-sex civil partnership couple: No children,No religion,1588
2011,E09000013,One family only: Married or same-sex civil partnership couple: No children,Religion not stated,482
2011,E09000013,One family only: Married or same-sex civil partnership couple: Dependent children,Christian,5101
2011,E09000013,One family only: Married or same-sex civil partnership couple: Dependent children,Buddhist,81
2011,E09000013,One family only: Married or same-sex civil partnership couple: Dependent children,Hindu,93
2011,E09000013,One family only: Married or same-sex civil partnership couple: Dependent children,Jewish,104
