date,geography_code,c_hlqpuk11_name,dpcfamuk11_dpcefamuk11_name,c_sex_name,c_hours_name,obs_value
2011,E41000293,Level 2 qualifications,One dependent child in family,Females,Full-time: 31 or more hours worked,627
2011,E41000293,Level 2 qualifications,Two or more dependent children in family,Males,Part-time: 30 hours or less worked,193
2011,E41000293,Level 2 qualifications,Two or more dependent children in family,Males,Full-time: 31 or more hours worked,972
2011,E41000293,Level 2 qualifications,Two or more dependent children in family,Females,Part-time: 30 hours or less worked,869
2011,E41000293,Level 2 qualifications,Two or more dependent children in family,Females,Full-time: 31 or more hours worked,495
2011,E41000293,Level 2 qualifications,All children in family non-dependent,Males,Part-time: 30 hours or less worked,41
2011,E41000293,Level 2 qualifications,All children in family non-dependent,Males,Full-time: 31 or more hours worked,335
2011,E41000293,Level 2 qualifications,All children in family non-dependent,Females,Part-time: 30 hours or less worked,312
2011,E41000293,Level 2 qualifications,All children in family non-dependent,Females,Full-time: 31 or more hours worked,442
2011,E41000293,Apprenticeship,One dependent child in family,Males,Part-time: 30 hours or less worked,16
2011,E41000293,Apprenticeship,One dependent child in family,Males,Full-time: 31 or more hours worked,152
2011,E41000293,Apprenticeship,One dependent child in family,Females,Part-time: 30 hours or less worked,21
2011,E41000293,Apprenticeship,One dependent child in family,Females,Full-time: 31 or more hours worked,18
2011,E41000293,Apprenticeship,Two or more dependent children in family,Males,Part-time: 30 hours or less worked,14
2011,E41000293,Apprenticeship,Two or more dependent children in family,Males,Full-time: 31 or more hours worked,195
2011,E41000293,Apprenticeship,Two or more dependent children in family,Females,Part-time: 30 hours or less worked,29
2011,E41000293,Apprenticeship,Two or more dependent children in family,Females,Full-time: 31 or more hours worked,19
2011,E41000293,Apprenticeship,All children in family non-dependent,Males,Part-time: 30 hours or less worked,15
2011,E41000293,Apprenticeship,All children in family non-dependent,Males,Full-time: 31 or more hours worked,221
2011,E41000293,Apprenticeship,All children in family non-dependent,Females,Part-time: 30 hours or less worked,10
2011,E41000293,Apprenticeship,All children in family non-dependent,Females,Full-time: 31 or more hours worked,11
2011,E41000293,Level 3 qualifications,One dependent child in family,Males,Part-time: 30 hours or less worked,50
2011,E41000293,Level 3 qualifications,One dependent child in family,Males,Full-time: 31 or more hours worked,527
2011,E41000293,Level 3 qualifications,One dependent child in family,Females,Part-time: 30 hours or less worked,384
2011,E41000293,Level 3 qualifications,One dependent child in family,Females,Full-time: 31 or more hours worked,457
2011,E41000293,Level 3 qualifications,Two or more dependent children in family,Males,Part-time: 30 hours or less worked,103
2011,E41000293,Level 3 qualifications,Two or more dependent children in family,Males,Full-time: 31 or more hours worked,623
2011,E41000293,Level 3 qualifications,Two or more dependent children in family,Females,Part-time: 30 hours or less worked,527
2011,E41000293,Level 3 qualifications,Two or more dependent children in family,Females,Full-time: 31 or more hours worked,381
2011,E41000293,Level 3 qualifications,All children in family non-dependent,Males,Part-time: 30 hours or less worked,12
2011,E41000293,Level 3 qualifications,All children in family non-dependent,Males,Full-time: 31 or more hours worked,258
2011,E41000293,Level 3 qualifications,All children in family non-dependent,Females,Part-time: 30 hours or less worked,145
2011,E41000293,Level 3 qualifications,All children in family non-dependent,Females,Full-time: 31 or more hours worked,233
2011,E41000293,Level 4 qualifications and above,One dependent child in family,Males,Part-time: 30 hours or less worked,244
2011,E41000293,Level 4 qualifications and above,One dependent child in family,Males,Full-time: 31 or more hours worked,1646
2011,E41000293,Level 4 qualifications and above,One dependent child in family,Females,Part-time: 30 hours or less worked,695
2011,E41000293,Level 4 qualifications and above,One dependent child in family,Females,Full-time: 31 or more hours worked,1702
2011,E41000293,Level 4 qualifications and above,Two or more dependent children in family,Males,Part-time: 30 hours or less worked,415
2011,E41000293,Level 4 qualifications and above,Two or more dependent children in family,Males,Full-time: 31 or more hours worked,2332
2011,E41000293,Level 4 qualifications and above,Two or more dependent children in family,Females,Part-time: 30 hours or less worked,992
2011,E41000293,Level 4 qualifications and above,Two or more dependent children in family,Females,Full-time: 31 or more hours worked,1755
2011,E41000293,Level 4 qualifications and above,All children in family non-dependent,Males,Part-time: 30 hours or less worked,78
2011,E41000293,Level 4 qualifications and above,All children in family non-dependent,Males,Full-time: 31 or more hours worked,442
2011,E41000293,Level 4 qualifications and above,All children in family non-dependent,Females,Part-time: 30 hours or less worked,172
2011,E41000293,Level 4 qualifications and above,All children in family non-dependent,Females,Full-time: 31 or more hours worked,602
2011,E41000293,Other qualifications,One dependent child in family,Males,Part-time: 30 hours or less worked,162
2011,E41000293,Other qualifications,One dependent child in family,Males,Full-time: 31 or more hours worked,809
2011,E41000293,Other qualifications,One dependent child in family,Females,Part-time: 30 hours or less worked,439
2011,E41000293,Other qualifications,One dependent child in family,Females,Full-time: 31 or more hours worked,325
2011,E41000293,Other qualifications,Two or more dependent children in family,Males,Part-time: 30 hours or less worked,413
2011,E41000293,Other qualifications,Two or more dependent children in family,Males,Full-time: 31 or more hours worked,902
2011,E41000293,Other qualifications,Two or more dependent children in family,Females,Part-time: 30 hours or less worked,474
2011,E41000293,Other qualifications,Two or more dependent children in family,Females,Full-time: 31 or more hours worked,249
2011,E41000293,Other qualifications,All children in family non-dependent,Males,Part-time: 30 hours or less worked,61
2011,E41000293,Other qualifications,All children in family non-dependent,Males,Full-time: 31 or more hours worked,349
2011,E41000293,Other qualifications,All children in family non-dependent,Females,Part-time: 30 hours or less worked,172
2011,E41000293,Other qualifications,All children in family non-dependent,Females,Full-time: 31 or more hours worked,201
2011,E41000294,No qualifications,One dependent child in family,Males,Part-time: 30 hours or less worked,259
2011,E41000294,No qualifications,One dependent child in family,Males,Full-time: 31 or more hours worked,618
2011,E41000294,No qualifications,One dependent child in family,Females,Part-time: 30 hours or less worked,422
2011,E41000294,No qualifications,One dependent child in family,Females,Full-time: 31 or more hours worked,245
2011,E41000294,No qualifications,Two or more dependent children in family,Males,Part-time: 30 hours or less worked,556
2011,E41000294,No qualifications,Two or more dependent children in family,Males,Full-time: 31 or more hours worked,755
2011,E41000294,No qualifications,Two or more dependent children in family,Females,Part-time: 30 hours or less worked,414
2011,E41000294,No qualifications,Two or more dependent children in family,Females,Full-time: 31 or more hours worked,148
2011,E41000294,No qualifications,All children in family non-dependent,Males,Part-time: 30 hours or less worked,194
2011,E41000294,No qualifications,All children in family non-dependent,Males,Full-time: 31 or more hours worked,879
2011,E41000294,No qualifications,All children in family non-dependent,Females,Part-time: 30 hours or less worked,562
2011,E41000294,No qualifications,All children in family non-dependent,Females,Full-time: 31 or more hours worked,545
2011,E41000294,Level 1 qualifications,One dependent child in family,Males,Part-time: 30 hours or less worked,174
2011,E41000294,Level 1 qualifications,One dependent child in family,Males,Full-time: 31 or more hours worked,874
2011,E41000294,Level 1 qualifications,One dependent child in family,Females,Part-time: 30 hours or less worked,723
2011,E41000294,Level 1 qualifications,One dependent child in family,Females,Full-time: 31 or more hours worked,527
2011,E41000294,Level 1 qualifications,Two or more dependent children in family,Males,Part-time: 30 hours or less worked,347
2011,E41000294,Level 1 qualifications,Two or more dependent children in family,Males,Full-time: 31 or more hours worked,1275
2011,E41000294,Level 1 qualifications,Two or more dependent children in family,Females,Part-time: 30 hours or less worked,921
2011,E41000294,Level 1 qualifications,Two or more dependent children in family,Females,Full-time: 31 or more hours worked,365
2011,E41000294,Level 1 qualifications,All children in family non-dependent,Males,Part-time: 30 hours or less worked,107
2011,E41000294,Level 1 qualifications,All children in family non-dependent,Males,Full-time: 31 or more hours worked,614
2011,E41000294,Level 1 qualifications,All children in family non-dependent,Females,Part-time: 30 hours or less worked,593
2011,E41000294,Level 1 qualifications,All children in family non-dependent,Females,Full-time: 31 or more hours worked,665
2011,E41000294,Level 2 qualifications,One dependent child in family,Males,Part-time: 30 hours or less worked,141
2011,E41000294,Level 2 qualifications,One dependent child in family,Males,Full-time: 31 or more hours worked,936
2011,E41000294,Level 2 qualifications,One dependent child in family,Females,Part-time: 30 hours or less worked,834
2011,E41000294,Level 2 qualifications,One dependent child in family,Females,Full-time: 31 or more hours worked,665
2011,E41000294,Level 2 qualifications,Two or more dependent children in family,Males,Part-time: 30 hours or less worked,267
2011,E41000294,Level 2 qualifications,Two or more dependent children in family,Males,Full-time: 31 or more hours worked,1350
2011,E41000294,Level 2 qualifications,Two or more dependent children in family,Females,Part-time: 30 hours or less worked,1274
2011,E41000294,Level 2 qualifications,Two or more dependent children in family,Females,Full-time: 31 or more hours worked,581
2011,E41000294,Level 2 qualifications,All children in family non-dependent,Males,Part-time: 30 hours or less worked,122
2011,E41000294,Level 2 qualifications,All children in family non-dependent,Males,Full-time: 31 or more hours worked,611
2011,E41000294,Level 2 qualifications,All children in family non-dependent,Females,Part-time: 30 hours or less worked,547
2011,E41000294,Level 2 qualifications,All children in family non-dependent,Females,Full-time: 31 or more hours worked,712
2011,E41000294,Apprenticeship,One dependent child in family,Males,Part-time: 30 hours or less worked,23
2011,E41000294,Apprenticeship,One dependent child in family,Males,Full-time: 31 or more hours worked,190
2011,E41000294,Apprenticeship,One dependent child in family,Females,Part-time: 30 hours or less worked,32
2011,E41000294,Apprenticeship,One dependent child in family,Females,Full-time: 31 or more hours worked,25
2011,E41000294,Apprenticeship,Two or more dependent children in family,Males,Part-time: 30 hours or less worked,19
2011,E41000294,Apprenticeship,Two or more dependent children in family,Males,Full-time: 31 or more hours worked,197
2011,E41000294,Apprenticeship,Two or more dependent children in family,Females,Part-time: 30 hours or less worked,49
2011,E41000294,Apprenticeship,Two or more dependent children in family,Females,Full-time: 31 or more hours worked,12
2011,E41000294,Apprenticeship,All children in family non-dependent,Males,Part-time: 30 hours or less worked,39
2011,E41000294,Apprenticeship,All children in family non-dependent,Males,Full-time: 31 or more hours worked,237
2011,E41000294,Apprenticeship,All children in family non-dependent,Females,Part-time: 30 hours or less worked,19
2011,E41000294,Apprenticeship,All children in family non-dependent,Females,Full-time: 31 or more hours worked,31
2011,E41000294,Level 3 qualifications,One dependent child in family,Males,Part-time: 30 hours or less worked,110
2011,E41000294,Level 3 qualifications,One dependent child in family,Males,Full-time: 31 or more hours worked,901
2011,E41000294,Level 3 qualifications,One dependent child in family,Females,Part-time: 30 hours or less worked,699
2011,E41000294,Level 3 qualifications,One dependent child in family,Females,Full-time: 31 or more hours worked,638
2011,E41000294,Level 3 qualifications,Two or more dependent children in family,Males,Part-time: 30 hours or less worked,199
2011,E41000294,Level 3 qualifications,Two or more dependent children in family,Males,Full-time: 31 or more hours worked,1301
2011,E41000294,Level 3 qualifications,Two or more dependent children in family,Females,Part-time: 30 hours or less worked,954
2011,E41000294,Level 3 qualifications,Two or more dependent children in family,Females,Full-time: 31 or more hours worked,470
2011,E41000294,Level 3 qualifications,All children in family non-dependent,Males,Part-time: 30 hours or less worked,99
2011,E41000294,Level 3 qualifications,All children in family non-dependent,Males,Full-time: 31 or more hours worked,503
2011,E41000294,Level 3 qualifications,All children in family non-dependent,Females,Part-time: 30 hours or less worked,367
2011,E41000294,Level 3 qualifications,All children in family non-dependent,Females,Full-time: 31 or more hours worked,454
2011,E41000294,Level 4 qualifications and above,One dependent child in family,Males,Part-time: 30 hours or less worked,598
2011,E41000294,Level 4 qualifications and above,One dependent child in family,Males,Full-time: 31 or more hours worked,5452
2011,E41000294,Level 4 qualifications and above,One dependent child in family,Females,Part-time: 30 hours or less worked,2505
2011,E41000294,Level 4 qualifications and above,One dependent child in family,Females,Full-time: 31 or more hours worked,4056
2011,E41000294,Level 4 qualifications and above,Two or more dependent children in family,Males,Part-time: 30 hours or less worked,934
2011,E41000294,Level 4 qualifications and above,Two or more dependent children in family,Males,Full-time: 31 or more hours worked,9357
2011,E41000294,Level 4 qualifications and above,Two or more dependent children in family,Females,Part-time: 30 hours or less worked,4555
2011,E41000294,Level 4 qualifications and above,Two or more dependent children in family,Females,Full-time: 31 or more hours worked,3544
2011,E41000294,Level 4 qualifications and above,All children in family non-dependent,Males,Part-time: 30 hours or less worked,554
2011,E41000294,Level 4 qualifications and above,All children in family non-dependent,Males,Full-time: 31 or more hours worked,2459
2011,E41000294,Level 4 qualifications and above,All children in family non-dependent,Females,Part-time: 30 hours or less worked,1221
2011,E41000294,Level 4 qualifications and above,All children in family non-dependent,Females,Full-time: 31 or more hours worked,1909
2011,E41000294,Other qualifications,One dependent child in family,Males,Part-time: 30 hours or less worked,357
2011,E41000294,Other qualifications,One dependent child in family,Males,Full-time: 31 or more hours worked,1252
2011,E41000294,Other qualifications,One dependent child in family,Females,Part-time: 30 hours or less worked,784
2011,E41000294,Other qualifications,One dependent child in family,Females,Full-time: 31 or more hours worked,595
2011,E41000294,Other qualifications,Two or more dependent children in family,Males,Part-time: 30 hours or less worked,616
2011,E41000294,Other qualifications,Two or more dependent children in family,Males,Full-time: 31 or more hours worked,1399
2011,E41000294,Other qualifications,Two or more dependent children in family,Females,Part-time: 30 hours or less worked,804
2011,E41000294,Other qualifications,Two or more dependent children in family,Females,Full-time: 31 or more hours worked,343
2011,E41000294,Other qualifications,All children in family non-dependent,Males,Part-time: 30 hours or less worked,154
2011,E41000294,Other qualifications,All children in family non-dependent,Males,Full-time: 31 or more hours worked,661
2011,E41000294,Other qualifications,All children in family non-dependent,Females,Part-time: 30 hours or less worked,424
2011,E41000294,Other qualifications,All children in family non-dependent,Females,Full-time: 31 or more hours worked,474
2011,E41000295,No qualifications,One dependent child in family,Males,Part-time: 30 hours or less worked,127
2011,E41000295,No qualifications,One dependent child in family,Males,Full-time: 31 or more hours worked,657
2011,E41000295,No qualifications,One dependent child in family,Females,Part-time: 30 hours or less worked,409
2011,E41000295,No qualifications,One dependent child in family,Females,Full-time: 31 or more hours worked,234
2011,E41000295,No qualifications,Two or more dependent children in family,Males,Part-time: 30 hours or less worked,183
2011,E41000295,No qualifications,Two or more dependent children in family,Males,Full-time: 31 or more hours worked,765
2011,E41000295,No qualifications,Two or more dependent children in family,Females,Part-time: 30 hours or less worked,374
2011,E41000295,No qualifications,Two or more dependent children in family,Females,Full-time: 31 or more hours worked,124
2011,E41000295,No qualifications,All children in family non-dependent,Males,Part-time: 30 hours or less worked,165
2011,E41000295,No qualifications,All children in family non-dependent,Males,Full-time: 31 or more hours worked,1047
2011,E41000295,No qualifications,All children in family non-dependent,Females,Part-time: 30 hours or less worked,681
2011,E41000295,No qualifications,All children in family non-dependent,Females,Full-time: 31 or more hours worked,483
2011,E41000295,Level 1 qualifications,One dependent child in family,Males,Part-time: 30 hours or less worked,107
2011,E41000295,Level 1 qualifications,One dependent child in family,Males,Full-time: 31 or more hours worked,1521
2011,E41000295,Level 1 qualifications,One dependent child in family,Females,Part-time: 30 hours or less worked,1112
2011,E41000295,Level 1 qualifications,One dependent child in family,Females,Full-time: 31 or more hours worked,900
2011,E41000295,Level 1 qualifications,Two or more dependent children in family,Males,Part-time: 30 hours or less worked,204
2011,E41000295,Level 1 qualifications,Two or more dependent children in family,Males,Full-time: 31 or more hours worked,2148
2011,E41000295,Level 1 qualifications,Two or more dependent children in family,Females,Part-time: 30 hours or less worked,1670
2011,E41000295,Level 1 qualifications,Two or more dependent children in family,Females,Full-time: 31 or more hours worked,690
2011,E41000295,Level 1 qualifications,All children in family non-dependent,Males,Part-time: 30 hours or less worked,117
2011,E41000295,Level 1 qualifications,All children in family non-dependent,Males,Full-time: 31 or more hours worked,1007
2011,E41000295,Level 1 qualifications,All children in family non-dependent,Females,Part-time: 30 hours or less worked,843
2011,E41000295,Level 1 qualifications,All children in family non-dependent,Females,Full-time: 31 or more hours worked,942
2011,E41000295,Level 2 qualifications,One dependent child in family,Males,Part-time: 30 hours or less worked,111
2011,E41000295,Level 2 qualifications,One dependent child in family,Males,Full-time: 31 or more hours worked,1265
2011,E41000295,Level 2 qualifications,One dependent child in family,Females,Part-time: 30 hours or less worked,1129
2011,E41000295,Level 2 qualifications,One dependent child in family,Females,Full-time: 31 or more hours worked,1032
2011,E41000295,Level 2 qualifications,Two or more dependent children in family,Males,Part-time: 30 hours or less worked,131
2011,E41000295,Level 2 qualifications,Two or more dependent children in family,Males,Full-time: 31 or more hours worked,1878
2011,E41000295,Level 2 qualifications,Two or more dependent children in family,Females,Part-time: 30 hours or less worked,1734
2011,E41000295,Level 2 qualifications,Two or more dependent children in family,Females,Full-time: 31 or more hours worked,753
2011,E41000295,Level 2 qualifications,All children in family non-dependent,Males,Part-time: 30 hours or less worked,77
2011,E41000295,Level 2 qualifications,All children in family non-dependent,Males,Full-time: 31 or more hours worked,745
2011,E41000295,Level 2 qualifications,All children in family non-dependent,Females,Part-time: 30 hours or less worked,652
2011,E41000295,Level 2 qualifications,All children in family non-dependent,Females,Full-time: 31 or more hours worked,845
2011,E41000295,Apprenticeship,One dependent child in family,Males,Part-time: 30 hours or less worked,22
2011,E41000295,Apprenticeship,One dependent child in family,Males,Full-time: 31 or more hours worked,472
2011,E41000295,Apprenticeship,One dependent child in family,Females,Part-time: 30 hours or less worked,50
2011,E41000295,Apprenticeship,One dependent child in family,Females,Full-time: 31 or more hours worked,42
2011,E41000295,Apprenticeship,Two or more dependent children in family,Males,Part-time: 30 hours or less worked,34
2011,E41000295,Apprenticeship,Two or more dependent children in family,Males,Full-time: 31 or more hours worked,585
2011,E41000295,Apprenticeship,Two or more dependent children in family,Females,Part-time: 30 hours or less worked,53
2011,E41000295,Apprenticeship,Two or more dependent children in family,Females,Full-time: 31 or more hours worked,7
2011,E41000295,Apprenticeship,All children in family non-dependent,Males,Part-time: 30 hours or less worked,69
2011,E41000295,Apprenticeship,All children in family non-dependent,Males,Full-time: 31 or more hours worked,623
2011,E41000295,Apprenticeship,All children in family non-dependent,Females,Part-time: 30 hours or less worked,37
2011,E41000295,Apprenticeship,All children in family non-dependent,Females,Full-time: 31 or more hours worked,27
2011,E41000295,Level 3 qualifications,One dependent child in family,Males,Part-time: 30 hours or less worked,67
2011,E41000295,Level 3 qualifications,One dependent child in family,Males,Full-time: 31 or more hours worked,1043
2011,E41000295,Level 3 qualifications,One dependent child in family,Females,Part-time: 30 hours or less worked,667
2011,E41000295,Level 3 qualifications,One dependent child in family,Females,Full-time: 31 or more hours worked,659
2011,E41000295,Level 3 qualifications,Two or more dependent children in family,Males,Part-time: 30 hours or less worked,102
2011,E41000295,Level 3 qualifications,Two or more dependent children in family,Males,Full-time: 31 or more hours worked,1358
2011,E41000295,Level 3 qualifications,Two or more dependent children in family,Females,Part-time: 30 hours or less worked,1020
2011,E41000295,Level 3 qualifications,Two or more dependent children in family,Females,Full-time: 31 or more hours worked,551
2011,E41000295,Level 3 qualifications,All children in family non-dependent,Males,Part-time: 30 hours or less worked,55
2011,E41000295,Level 3 qualifications,All children in family non-dependent,Males,Full-time: 31 or more hours worked,647
2011,E41000295,Level 3 qualifications,All children in family non-dependent,Females,Part-time: 30 hours or less worked,312
2011,E41000295,Level 3 qualifications,All children in family non-dependent,Females,Full-time: 31 or more hours worked,467
2011,E41000295,Level 4 qualifications and above,One dependent child in family,Males,Part-time: 30 hours or less worked,188
2011,E41000295,Level 4 qualifications and above,One dependent child in family,Males,Full-time: 31 or more hours worked,2156
2011,E41000295,Level 4 qualifications and above,One dependent child in family,Females,Part-time: 30 hours or less worked,1003
2011,E41000295,Level 4 qualifications and above,One dependent child in family,Females,Full-time: 31 or more hours worked,1897
2011,E41000295,Level 4 qualifications and above,Two or more dependent children in family,Males,Part-time: 30 hours or less worked,306
2011,E41000295,Level 4 qualifications and above,Two or more dependent children in family,Males,Full-time: 31 or more hours worked,3571
2011,E41000295,Level 4 qualifications and above,Two or more dependent children in family,Females,Part-time: 30 hours or less worked,1663
2011,E41000295,Level 4 qualifications and above,Two or more dependent children in family,Females,Full-time: 31 or more hours worked,1974
2011,E41000295,Level 4 qualifications and above,All children in family non-dependent,Males,Part-time: 30 hours or less worked,164
2011,E41000295,Level 4 qualifications and above,All children in family non-dependent,Males,Full-time: 31 or more hours worked,1159
2011,E41000295,Level 4 qualifications and above,All children in family non-dependent,Females,Part-time: 30 hours or less worked,448
2011,E41000295,Level 4 qualifications and above,All children in family non-dependent,Females,Full-time: 31 or more hours worked,1020
2011,E41000295,Other qualifications,One dependent child in family,Males,Part-time: 30 hours or less worked,81
2011,E41000295,Other qualifications,One dependent child in family,Males,Full-time: 31 or more hours worked,436
2011,E41000295,Other qualifications,One dependent child in family,Females,Part-time: 30 hours or less worked,208
2011,E41000295,Other qualifications,One dependent child in family,Females,Full-time: 31 or more hours worked,206
2011,E41000295,Other qualifications,Two or more dependent children in family,Males,Part-time: 30 hours or less worked,122
2011,E41000295,Other qualifications,Two or more dependent children in family,Males,Full-time: 31 or more hours worked,553
2011,E41000295,Other qualifications,Two or more dependent children in family,Females,Part-time: 30 hours or less worked,246
2011,E41000295,Other qualifications,Two or more dependent children in family,Females,Full-time: 31 or more hours worked,142
2011,E41000295,Other qualifications,All children in family non-dependent,Males,Part-time: 30 hours or less worked,61
2011,E41000295,Other qualifications,All children in family non-dependent,Males,Full-time: 31 or more hours worked,399
2011,E41000295,Other qualifications,All children in family non-dependent,Females,Part-time: 30 hours or less worked,160
2011,E41000295,Other qualifications,All children in family non-dependent,Females,Full-time: 31 or more hours worked,215
2011,E41000296,No qualifications,One dependent child in family,Males,Part-time: 30 hours or less worked,297
2011,E41000296,No qualifications,One dependent child in family,Males,Full-time: 31 or more hours worked,777
2011,E41000296,No qualifications,One dependent child in family,Females,Part-time: 30 hours or less worked,651
2011,E41000296,No qualifications,One dependent child in family,Females,Full-time: 31 or more hours worked,371
2011,E41000296,No qualifications,Two or more dependent children in family,Males,Part-time: 30 hours or less worked,722
2011,E41000296,No qualifications,Two or more dependent children in family,Males,Full-time: 31 or more hours worked,923
2011,E41000296,No qualifications,Two or more dependent children in family,Females,Part-time: 30 hours or less worked,662
2011,E41000296,No qualifications,Two or more dependent children in family,Females,Full-time: 31 or more hours worked,297
2011,E41000296,No qualifications,All children in family non-dependent,Males,Part-time: 30 hours or less worked,231
2011,E41000296,No qualifications,All children in family non-dependent,Males,Full-time: 31 or more hours worked,1081
2011,E41000296,No qualifications,All children in family non-dependent,Females,Part-time: 30 hours or less worked,723
2011,E41000296,No qualifications,All children in family non-dependent,Females,Full-time: 31 or more hours worked,738
2011,E41000296,Level 1 qualifications,One dependent child in family,Males,Part-time: 30 hours or less worked,137
2011,E41000296,Level 1 qualifications,One dependent child in family,Males,Full-time: 31 or more hours worked,725
2011,E41000296,Level 1 qualifications,One dependent child in family,Females,Part-time: 30 hours or less worked,565
2011,E41000296,Level 1 qualifications,One dependent child in family,Females,Full-time: 31 or more hours worked,638
2011,E41000296,Level 1 qualifications,Two or more dependent children in family,Males,Part-time: 30 hours or less worked,370
2011,E41000296,Level 1 qualifications,Two or more dependent children in family,Males,Full-time: 31 or more hours worked,866
2011,E41000296,Level 1 qualifications,Two or more dependent children in family,Females,Part-time: 30 hours or less worked,704
2011,E41000296,Level 1 qualifications,Two or more dependent children in family,Females,Full-time: 31 or more hours worked,426
2011,E41000296,Level 1 qualifications,All children in family non-dependent,Males,Part-time: 30 hours or less worked,117
2011,E41000296,Level 1 qualifications,All children in family non-dependent,Males,Full-time: 31 or more hours worked,556
2011,E41000296,Level 1 qualifications,All children in family non-dependent,Females,Part-time: 30 hours or less worked,398
2011,E41000296,Level 1 qualifications,All children in family non-dependent,Females,Full-time: 31 or more hours worked,650
2011,E41000296,Level 2 qualifications,One dependent child in family,Males,Part-time: 30 hours or less worked,112
2011,E41000296,Level 2 qualifications,One dependent child in family,Males,Full-time: 31 or more hours worked,707
2011,E41000296,Level 2 qualifications,One dependent child in family,Females,Part-time: 30 hours or less worked,653
2011,E41000296,Level 2 qualifications,One dependent child in family,Females,Full-time: 31 or more hours worked,663
2011,E41000296,Level 2 qualifications,Two or more dependent children in family,Males,Part-time: 30 hours or less worked,209
2011,E41000296,Level 2 qualifications,Two or more dependent children in family,Males,Full-time: 31 or more hours worked,892
2011,E41000296,Level 2 qualifications,Two or more dependent children in family,Females,Part-time: 30 hours or less worked,735
2011,E41000296,Level 2 qualifications,Two or more dependent children in family,Females,Full-time: 31 or more hours worked,473
2011,E41000296,Level 2 qualifications,All children in family non-dependent,Males,Part-time: 30 hours or less worked,84
2011,E41000296,Level 2 qualifications,All children in family non-dependent,Males,Full-time: 31 or more hours worked,525
2011,E41000296,Level 2 qualifications,All children in family non-dependent,Females,Part-time: 30 hours or less worked,324
2011,E41000296,Level 2 qualifications,All children in family non-dependent,Females,Full-time: 31 or more hours worked,667
2011,E41000296,Apprenticeship,One dependent child in family,Males,Part-time: 30 hours or less worked,24
2011,E41000296,Apprenticeship,One dependent child in family,Males,Full-time: 31 or more hours worked,147
2011,E41000296,Apprenticeship,One dependent child in family,Females,Part-time: 30 hours or less worked,16
2011,E41000296,Apprenticeship,One dependent child in family,Females,Full-time: 31 or more hours worked,25
2011,E41000296,Apprenticeship,Two or more dependent children in family,Males,Part-time: 30 hours or less worked,30
2011,E41000296,Apprenticeship,Two or more dependent children in family,Males,Full-time: 31 or more hours worked,126
2011,E41000296,Apprenticeship,Two or more dependent children in family,Females,Part-time: 30 hours or less worked,23
2011,E41000296,Apprenticeship,Two or more dependent children in family,Females,Full-time: 31 or more hours worked,18
2011,E41000296,Apprenticeship,All children in family non-dependent,Males,Part-time: 30 hours or less worked,22
